Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,482.25,1047,0,50.6,0,0,NA,NA,NA,NA,NA
2,1,2,482.25,1047,1,45.8,0,0,NA,0,0,0,NA
3,1,3,482.25,1047,2,49.6,0,0,NA,0,0,0,0
4,1,4,482.25,1047,3,43.6,0,0,NA,0,0,0,0
5,1,5,482.25,1047,4,44.6,0,0,NA,0,0,0,0
6,1,6,482.25,1047,5,46.6,0,0,NA,0,0,0,0
7,1,7,482.25,1047,6,47.9,0,0,NA,0,0,0,0
8,1,8,482.25,1047,7,47.9,0,0,NA,0,0,0,0
9,1,9,482.25,1047,8,45.8,0,0,NA,0,0,0,0
10,1,10,489.75,1140.25,14,120,93.551,93.551,NA,93.551,15.592,85.402,85.402
11,1,11,489.75,1140.25,15,107.3,93.551,93.551,NA,0,0,0,-85.402
12,1,12,489.75,1140.25,16,84,93.551,93.551,NA,0,0,0,0
13,1,13,489.75,1140.25,17,56.6,93.551,93.551,NA,0,0,0,0
14,1,14,489.75,1140.25,18,52.7,93.551,93.551,NA,0,0,0,0
15,1,15,489.75,1140.25,19,48.1,93.551,93.551,NA,0,0,0,0
16,1,16,489.75,1140.25,20,50.6,93.551,93.551,NA,0,0,0,0
17,1,17,489.75,1140.25,21,49.6,93.551,93.551,NA,0,0,0,0
18,1,18,513.25,1236.5,27,103.5,192.628,192.019,NA,99.077,16.513,76.279,76.279
19,1,19,513.25,1236.5,28,59.9,192.628,192.019,NA,0,0,0,-76.279
20,1,20,513.25,1236.5,29,34.2,192.628,192.019,NA,0,0,0,0
21,1,21,513.25,1236.5,30,30.9,192.628,192.019,NA,0,0,0,0
22,1,22,513.25,1236.5,31,30.6,192.628,192.019,NA,0,0,0,0
23,1,23,513.25,1236.5,32,29.8,192.628,192.019,NA,0,0,0,0
24,1,24,513.25,1236.5,33,27.6,192.628,192.019,NA,0,0,0,0
25,1,25,513.25,1236.5,34,32.7,192.628,192.019,NA,0,0,0,0
26,1,26,513.25,1236.5,35,36.8,192.628,192.019,NA,0,0,0,0
27,1,27,493.5,1339.25,39,139.6,297.259,292.466,NA,104.631,26.158,100.88,100.88
28,1,28,493.5,1339.25,40,110.7,297.259,292.466,NA,0,0,0,-100.88
29,1,29,493.5,1339.25,41,39,297.259,292.466,NA,0,0,0,0
30,1,30,493.5,1339.25,42,33.3,297.259,292.466,NA,0,0,0,0
31,1,31,493.5,1339.25,43,34.3,297.259,292.466,NA,0,0,0,0
32,1,32,493.5,1339.25,44,30.3,297.259,292.466,NA,0,0,0,0
33,1,33,493.5,1339.25,45,33.3,297.259,292.466,NA,0,0,0,0
34,1,34,493.5,1339.25,46,35.2,297.259,292.466,NA,0,0,0,0
35,1,35,493.5,1339.25,47,32.1,297.259,292.466,NA,0,0,0,0
36,1,36,493.5,1339.25,48,36.8,297.259,292.466,NA,0,0,0,0
37,1,37,493.5,1339.25,49,37.6,297.259,292.466,NA,0,0,0,0
38,1,38,493.5,1339.25,50,36.6,297.259,292.466,NA,0,0,0,0
39,1,39,493.5,1339.25,51,33.6,297.259,292.466,NA,0,0,0,0
40,1,40,493.5,1339.25,52,38.7,297.259,292.466,NA,0,0,0,0
41,1,41,493.5,1339.25,53,40.3,297.259,292.466,NA,0,0,0,0
42,1,42,493.5,1339.25,54,40.3,297.259,292.466,NA,0,0,0,0
43,2,1,314.5,1132.5,0,35.3,0,0,NA,NA,NA,NA,NA
44,2,2,314.5,1132.5,1,34.3,0,0,NA,0,0,0,NA
45,2,3,314.5,1132.5,2,35.3,0,0,NA,0,0,0,0
46,2,4,314.5,1132.5,3,31.6,0,0,NA,0,0,0,0
47,2,5,314.5,1132.5,4,31.6,0,0,NA,0,0,0,0
48,2,6,314.5,1132.5,5,30.3,0,0,NA,0,0,0,0
49,2,7,314.5,1132.5,6,33.2,0,0,NA,0,0,0,0
50,2,8,314.5,1132.5,7,30.3,0,0,NA,0,0,0,0
51,2,9,314.5,1132.5,8,33.9,0,0,NA,0,0,0,0
52,2,10,314.5,1132.5,9,37.3,0,0,NA,0,0,0,0
53,2,11,314.5,1132.5,10,38.8,0,0,NA,0,0,0,0
54,2,12,314.5,1132.5,11,32.8,0,0,NA,0,0,0,0
55,2,13,314.5,1132.5,12,30.4,0,0,NA,0,0,0,0
56,2,14,314.5,1132.5,13,29.6,0,0,NA,0,0,0,0
57,2,15,314.5,1132.5,14,29.6,0,0,NA,0,0,0,0
58,2,16,314.5,1132.5,15,23.7,0,0,NA,0,0,0,0
59,2,17,318.5,1241,21,51.4,108.574,108.574,NA,108.574,18.096,87.889,87.889
60,2,18,318.5,1241,22,42.3,108.574,108.574,NA,0,0,0,-87.889
61,2,19,318.5,1241,23,42.2,108.574,108.574,NA,0,0,0,0
62,2,20,318.5,1241,24,44.8,108.574,108.574,NA,0,0,0,0
63,2,21,318.5,1241,25,34.2,108.574,108.574,NA,0,0,0,0
64,2,22,318.5,1241,26,31.9,108.574,108.574,NA,0,0,0,0
65,2,23,318.5,1241,27,35,108.574,108.574,NA,0,0,0,0
66,2,24,318.5,1241,28,31.9,108.574,108.574,NA,0,0,0,0
67,2,25,324.5,1328,34,38.8,195.78,195.756,NA,87.207,14.534,86.055,86.055
68,2,26,324.5,1328,35,36.2,195.78,195.756,NA,0,0,0,-86.055
69,2,27,324.5,1328,36,36.4,195.78,195.756,NA,0,0,0,0
70,2,28,324.5,1328,37,42.4,195.78,195.756,NA,0,0,0,0
71,2,30,337.75,1319.25,38,52.4,211.659,188.192,NA,15.878,15.878,-33.44,-33.44
72,2,31,337.75,1319.25,39,67.6,211.659,188.192,NA,0,0,0,33.44
73,2,32,337.75,1319.25,40,67.8,211.659,188.192,NA,0,0,0,0
74,2,33,337.75,1319.25,41,74,211.659,188.192,NA,0,0,0,0
75,2,34,337.75,1319.25,42,74.8,211.659,188.192,NA,0,0,0,0
76,2,35,283.25,1414.5,47,56,321.399,283.726,NA,109.74,21.948,119.777,119.777
77,2,36,283.25,1414.5,48,61.1,321.399,283.726,NA,0,0,0,-119.777
78,2,37,283.25,1414.5,49,58.5,321.399,283.726,NA,0,0,0,0
79,2,38,283.25,1414.5,50,58.3,321.399,283.726,NA,0,0,0,0
