Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,351.75,884.5,0,44.2,0,0,NA,NA,NA,NA,NA
2,1,2,351.75,884.5,1,44.2,0,0,NA,0,0,0,NA
3,1,3,351.75,884.5,2,42.2,0,0,NA,0,0,0,0
4,1,4,351.75,884.5,3,44.2,0,0,NA,0,0,0,0
5,1,6,352.5,885,4,45.4,0.901,0.901,NA,0.901,0.901,33.69,33.69
6,1,7,352.5,885,5,68.7,0.901,0.901,NA,0,0,0,-33.69
7,1,8,352.5,885,6,78.4,0.901,0.901,NA,0,0,0,0
8,1,9,352.5,885,7,74.6,0.901,0.901,NA,0,0,0,0
9,1,10,352.5,885,8,65.2,0.901,0.901,NA,0,0,0,0
10,1,11,352.5,885,9,55,0.901,0.901,NA,0,0,0,0
11,1,12,352.5,885,10,38.4,0.901,0.901,NA,0,0,0,0
12,1,13,392,973.75,14,51.9,98.045,97.906,NA,97.143,24.286,66.008,66.008
13,1,14,392,973.75,15,63.4,98.045,97.906,NA,0,0,0,-66.008
14,1,15,392,973.75,16,75.9,98.045,97.906,NA,0,0,0,0
15,1,16,392,973.75,17,71.9,98.045,97.906,NA,0,0,0,0
16,1,17,392,973.75,18,59.9,98.045,97.906,NA,0,0,0,0
17,1,18,392,973.75,19,61.2,98.045,97.906,NA,0,0,0,0
18,1,19,392,973.75,20,59.6,98.045,97.906,NA,0,0,0,0
19,1,20,392,973.75,21,57.2,98.045,97.906,NA,0,0,0,0
20,1,21,392,973.75,22,57.5,98.045,97.906,NA,0,0,0,0
21,1,22,410,1053.5,27,64.5,179.801,178.757,NA,81.756,16.351,77.281,77.281
22,1,23,410,1053.5,28,52.8,179.801,178.757,NA,0,0,0,-77.281
23,1,24,410,1053.5,29,49.1,179.801,178.757,NA,0,0,0,0
24,1,25,410,1053.5,30,47,179.801,178.757,NA,0,0,0,0
25,1,26,410,1053.5,31,48,179.801,178.757,NA,0,0,0,0
26,1,27,410,1053.5,32,45.8,179.801,178.757,NA,0,0,0,0
27,1,28,410,1053.5,33,45.5,179.801,178.757,NA,0,0,0,0
28,1,29,410,1053.5,34,44.5,179.801,178.757,NA,0,0,0,0
29,1,30,408.75,1152.5,39,87.1,278.809,273.995,NA,99.008,19.802,90.723,90.723
30,1,31,408.75,1152.5,40,53.8,278.809,273.995,NA,0,0,0,-90.723
31,1,32,408.75,1152.5,41,54.2,278.809,273.995,NA,0,0,0,0
32,1,33,408.75,1152.5,42,55.4,278.809,273.995,NA,0,0,0,0
33,1,34,408.75,1152.5,43,55.4,278.809,273.995,NA,0,0,0,0
34,1,35,408.75,1152.5,44,56.5,278.809,273.995,NA,0,0,0,0
35,1,36,408.75,1152.5,45,56.3,278.809,273.995,NA,0,0,0,0
36,1,37,408.75,1152.5,46,58.3,278.809,273.995,NA,0,0,0,0
37,1,38,408.75,1152.5,47,56.3,278.809,273.995,NA,0,0,0,0
38,1,39,408.75,1152.5,48,56.3,278.809,273.995,NA,0,0,0,0
39,1,40,408.75,1152.5,49,56.3,278.809,273.995,NA,0,0,0,0
40,1,41,408.75,1152.5,50,57.9,278.809,273.995,NA,0,0,0,0
41,1,42,408.75,1152.5,51,52.9,278.809,273.995,NA,0,0,0,0
42,2,1,185,796.75,0,31.2,0,0,NA,NA,NA,NA,NA
43,2,2,185,796.75,1,33.3,0,0,NA,0,0,0,NA
44,2,3,185,796.75,2,31.2,0,0,NA,0,0,0,0
45,2,4,185,796.75,3,29.4,0,0,NA,0,0,0,0
46,2,5,185,796.75,4,40.9,0,0,NA,0,0,0,0
47,2,6,226.75,908.25,8,30.7,119.06,119.06,NA,119.06,29.765,69.472,69.472
48,2,7,226.75,908.25,9,30.3,119.06,119.06,NA,0,0,0,-69.472
49,2,8,226.75,908.25,10,31.8,119.06,119.06,NA,0,0,0,0
50,2,9,226.75,908.25,11,36.5,119.06,119.06,NA,0,0,0,0
51,2,10,226.75,908.25,12,36.6,119.06,119.06,NA,0,0,0,0
52,2,11,226.75,908.25,13,53.8,119.06,119.06,NA,0,0,0,0
53,2,12,226.75,908.25,14,57.4,119.06,119.06,NA,0,0,0,0
54,2,13,226.75,908.25,15,58.4,119.06,119.06,NA,0,0,0,0
55,2,14,226.75,908.25,16,64.2,119.06,119.06,NA,0,0,0,0
56,2,15,213,970.25,20,16.2,182.567,175.745,NA,63.506,15.877,102.504,102.504
57,2,16,213,970.25,21,23.5,182.567,175.745,NA,0,0,0,-102.504
58,2,17,213,970.25,22,47.1,182.567,175.745,NA,0,0,0,0
59,2,18,213,970.25,23,48.2,182.567,175.745,NA,0,0,0,0
60,2,19,213,970.25,24,52.9,182.567,175.745,NA,0,0,0,0
61,2,20,213,970.25,25,53.7,182.567,175.745,NA,0,0,0,0
62,2,21,213,970.25,26,42.4,182.567,175.745,NA,0,0,0,0
