Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,469.25,1216,0,15.6,0,0,NA,NA,NA,NA,NA
2,1,2,469.25,1216,1,24.7,0,0,NA,0,0,0,NA
3,1,3,480.75,1300.5,5,51.6,85.279,85.279,NA,85.279,21.32,82.25,82.25
4,1,4,480.75,1300.5,6,55.1,85.279,85.279,NA,0,0,0,-82.25
5,1,5,480.75,1300.5,7,44.7,85.279,85.279,NA,0,0,0,0
6,1,6,480.75,1300.5,8,37.5,85.279,85.279,NA,0,0,0,0
7,1,7,480.75,1300.5,9,37.5,85.279,85.279,NA,0,0,0,0
8,1,8,480.75,1300.5,10,29.2,85.279,85.279,NA,0,0,0,0
9,1,9,480.75,1300.5,11,31.7,85.279,85.279,NA,0,0,0,0
10,1,10,480.75,1300.5,12,21.3,85.279,85.279,NA,0,0,0,0
11,1,11,480.75,1300.5,13,22.2,85.279,85.279,NA,0,0,0,0
12,1,12,466.25,1407.5,18,29.1,193.257,191.523,NA,107.978,21.596,97.717,97.717
13,1,13,466.25,1407.5,19,37.4,193.257,191.523,NA,0,0,0,-97.717
14,1,14,466.25,1407.5,20,49,193.257,191.523,NA,0,0,0,0
15,1,15,466.25,1407.5,21,43,193.257,191.523,NA,0,0,0,0
16,1,16,466.25,1407.5,22,34.9,193.257,191.523,NA,0,0,0,0
17,1,17,466.25,1407.5,23,26.9,193.257,191.523,NA,0,0,0,0
18,1,18,466.25,1407.5,24,21.3,193.257,191.523,NA,0,0,0,0
19,1,19,466.25,1407.5,25,37.5,193.257,191.523,NA,0,0,0,0
20,1,20,471,1480.5,31,43.3,266.411,264.506,NA,73.154,12.192,86.277,86.277
21,1,21,471,1480.5,32,37.1,266.411,264.506,NA,0,0,0,-86.277
22,1,22,471,1480.5,33,22.9,266.411,264.506,NA,0,0,0,0
23,1,23,471,1480.5,34,24.4,266.411,264.506,NA,0,0,0,0
24,1,24,471,1480.5,35,10.5,266.411,264.506,NA,0,0,0,0
25,1,25,471,1480.5,36,16,266.411,264.506,NA,0,0,0,0
26,1,26,501,1585.25,42,41,375.373,370.612,NA,108.961,18.16,74.018,74.018
27,1,27,501,1585.25,43,41,375.373,370.612,NA,0,0,0,-74.018
28,1,28,501,1585.25,44,40.7,375.373,370.612,NA,0,0,0,0
29,1,29,501,1585.25,45,37.2,375.373,370.612,NA,0,0,0,0
30,1,30,501,1585.25,46,32.4,375.373,370.612,NA,0,0,0,0
31,1,32,501,1585.25,47,24.4,375.373,370.612,NA,0,0,0,0
32,2,1,326.25,1308,0,75.9,0,0,NA,NA,NA,NA,NA
33,2,2,326.25,1308,1,70.4,0,0,NA,0,0,0,NA
34,2,3,326.25,1308,2,70.4,0,0,NA,0,0,0,0
35,2,4,326.25,1308,3,74.8,0,0,NA,0,0,0,0
36,2,5,326.25,1308,4,74.8,0,0,NA,0,0,0,0
37,2,6,326.25,1308,5,73.8,0,0,NA,0,0,0,0
38,2,7,326.25,1308,6,71.2,0,0,NA,0,0,0,0
39,2,8,326.25,1308,7,56.5,0,0,NA,0,0,0,0
40,2,9,247,1373.25,12,65.4,102.655,102.655,NA,102.655,20.531,140.534,140.534
41,2,10,247,1373.25,13,70.4,102.655,102.655,NA,0,0,0,-140.534
42,2,11,247,1373.25,14,73.4,102.655,102.655,NA,0,0,0,0
43,2,12,247,1373.25,15,68.8,102.655,102.655,NA,0,0,0,0
44,2,13,247,1373.25,16,61.1,102.655,102.655,NA,0,0,0,0
45,2,14,247,1373.25,17,53.8,102.655,102.655,NA,0,0,0,0
46,2,15,247,1373.25,18,55,102.655,102.655,NA,0,0,0,0
47,2,16,247,1373.25,19,78.9,102.655,102.655,NA,0,0,0,0
48,2,17,263,1474,24,72.4,204.668,177.642,NA,102.013,20.403,80.976,80.976
49,2,18,263,1474,25,75.8,204.668,177.642,NA,0,0,0,-80.976
50,2,19,263,1474,26,72.4,204.668,177.642,NA,0,0,0,0
51,2,20,263,1474,27,79.4,204.668,177.642,NA,0,0,0,0
52,2,21,263,1474,28,74.8,204.668,177.642,NA,0,0,0,0
53,2,22,263,1474,29,62,204.668,177.642,NA,0,0,0,0
54,2,23,263,1474,30,67,204.668,177.642,NA,0,0,0,0
55,2,24,277.75,1578,35,78.2,309.709,274.321,NA,105.041,21.008,81.928,81.928
56,2,25,277.75,1578,36,80.5,309.709,274.321,NA,0,0,0,-81.928
57,2,26,277.75,1578,37,75.9,309.709,274.321,NA,0,0,0,0
58,2,27,277.75,1578,38,77.2,309.709,274.321,NA,0,0,0,0
59,2,28,277.75,1578,39,76.9,309.709,274.321,NA,0,0,0,0
60,2,29,277.75,1578,40,85.2,309.709,274.321,NA,0,0,0,0
61,2,30,277.75,1578,41,83.1,309.709,274.321,NA,0,0,0,0
62,2,31,321.5,1689.5,46,85.3,429.485,381.53,NA,119.776,23.955,68.576,68.576
63,2,34,321.5,1689.5,47,90.1,429.485,381.53,NA,0,0,0,-68.576
64,3,1,479.25,1127.75,0,0,0,0,NA,NA,NA,NA,NA
65,3,2,479.25,1127.75,1,0,0,0,NA,0,0,0,NA
66,3,3,479.25,1127.75,2,1.5,0,0,NA,0,0,0,0
67,3,4,479.25,1127.75,3,0,0,0,NA,0,0,0,0
68,3,5,479.25,1127.75,4,0,0,0,NA,0,0,0,0
69,3,6,479.25,1127.75,5,0.6,0,0,NA,0,0,0,0
70,3,7,479.25,1127.75,6,0,0,0,NA,0,0,0,0
71,3,8,479.25,1127.75,7,0,0,0,NA,0,0,0,0
72,3,9,479.25,1127.75,8,0,0,0,NA,0,0,0,0
73,3,10,492.25,1257.25,12,3,130.151,130.151,NA,130.151,32.538,84.268,84.268
74,3,11,492.25,1257.25,13,0,130.151,130.151,NA,0,0,0,-84.268
75,3,12,492.25,1257.25,14,0,130.151,130.151,NA,0,0,0,0
76,3,13,492.25,1257.25,15,0,130.151,130.151,NA,0,0,0,0
77,3,14,492.25,1257.25,16,0,130.151,130.151,NA,0,0,0,0
78,3,15,492.25,1257.25,17,0,130.151,130.151,NA,0,0,0,0
79,3,16,492.25,1257.25,18,0,130.151,130.151,NA,0,0,0,0
80,3,17,492.25,1257.25,19,0,130.151,130.151,NA,0,0,0,0
81,3,18,492.25,1257.25,20,0,130.151,130.151,NA,0,0,0,0
82,3,19,494.5,1342.5,24,54.7,215.431,215.291,NA,85.28,21.32,88.488,88.488
83,3,20,494.5,1342.5,25,52.6,215.431,215.291,NA,0,0,0,-88.488
84,3,21,494.5,1342.5,26,43,215.431,215.291,NA,0,0,0,0
85,3,22,494.5,1342.5,27,43,215.431,215.291,NA,0,0,0,0
86,3,23,494.5,1342.5,28,39.7,215.431,215.291,NA,0,0,0,0
87,3,24,494.5,1342.5,29,33.7,215.431,215.291,NA,0,0,0,0
88,3,25,494.5,1342.5,30,26.7,215.431,215.291,NA,0,0,0,0
89,3,26,494.5,1342.5,31,25.5,215.431,215.291,NA,0,0,0,0
90,3,27,508,1437,35,12.9,310.89,310.584,NA,95.459,23.865,81.87,81.87
91,3,28,508,1437,36,3.6,310.89,310.584,NA,0,0,0,-81.87
92,3,29,508,1437,37,0,310.89,310.584,NA,0,0,0,0
93,3,30,508,1437,38,0,310.89,310.584,NA,0,0,0,0
94,3,31,508,1437,39,0,310.89,310.584,NA,0,0,0,0
95,3,32,508,1437,40,0,310.89,310.584,NA,0,0,0,0
96,3,33,512.25,1435.75,41,35.4,315.32,309.763,NA,4.43,4.43,-16.39,-16.39
97,3,34,512.25,1435.75,42,17.4,315.32,309.763,NA,0,0,0,16.39
98,3,35,512.25,1435.75,43,0,315.32,309.763,NA,0,0,0,0
99,3,37,544.5,1537.5,47,56.8,422.059,414.913,NA,106.739,26.685,72.414,72.414
100,4,1,222.75,1163,0,28.4,0,0,NA,NA,NA,NA,NA
101,4,2,222.75,1163,1,29.3,0,0,NA,0,0,0,NA
102,4,3,222.75,1163,2,21.9,0,0,NA,0,0,0,0
103,4,4,212,1226,5,63.3,63.911,63.911,NA,63.911,21.304,99.683,99.683
104,4,5,212,1226,6,55.9,63.911,63.911,NA,0,0,0,-99.683
105,4,6,212,1226,7,54,63.911,63.911,NA,0,0,0,0
106,4,7,212,1226,8,55.1,63.911,63.911,NA,0,0,0,0
107,4,8,212,1226,9,63.1,63.911,63.911,NA,0,0,0,0
108,4,9,212,1226,10,59.4,63.911,63.911,NA,0,0,0,0
109,4,10,212,1226,11,48.7,63.911,63.911,NA,0,0,0,0
110,4,11,212,1226,12,48.2,63.911,63.911,NA,0,0,0,0
111,4,12,212,1226,13,55.2,63.911,63.911,NA,0,0,0,0
112,4,13,212,1226,14,49.8,63.911,63.911,NA,0,0,0,0
113,4,14,212,1226,15,70.1,63.911,63.911,NA,0,0,0,0
114,4,15,201.25,1320,18,82.8,158.523,158.465,NA,94.613,31.538,96.524,96.524
115,4,16,201.25,1320,19,59.3,158.523,158.465,NA,0,0,0,-96.524
116,4,17,201.25,1320,20,52.8,158.523,158.465,NA,0,0,0,0
117,4,18,201.25,1320,21,57.9,158.523,158.465,NA,0,0,0,0
118,4,19,201.25,1320,22,59.6,158.523,158.465,NA,0,0,0,0
119,4,20,201.25,1320,23,59.6,158.523,158.465,NA,0,0,0,0
120,4,21,201.25,1320,24,64,158.523,158.465,NA,0,0,0,0
121,4,22,201.25,1320,25,62,158.523,158.465,NA,0,0,0,0
122,4,23,201.25,1320,26,93.1,158.523,158.465,NA,0,0,0,0
123,4,24,217,1411,29,46.3,250.876,248.067,NA,92.353,30.784,80.181,80.181
124,4,25,217,1411,30,40.7,250.876,248.067,NA,0,0,0,-80.181
125,4,26,217,1411,31,31.6,250.876,248.067,NA,0,0,0,0
126,4,27,217,1411,32,33.7,250.876,248.067,NA,0,0,0,0
127,4,28,217,1411,33,30.1,250.876,248.067,NA,0,0,0,0
128,4,29,217,1411,34,28,250.876,248.067,NA,0,0,0,0
129,4,30,217,1411,35,31.4,250.876,248.067,NA,0,0,0,0
130,4,31,217,1411,36,35,250.876,248.067,NA,0,0,0,0
131,4,32,241.5,1538.5,40,57.7,380.709,375.968,NA,129.833,32.458,79.123,79.123
132,4,33,241.5,1538.5,41,58.5,380.709,375.968,NA,0,0,0,-79.123
133,4,34,241.5,1538.5,42,54,380.709,375.968,NA,0,0,0,0
134,4,35,241.5,1538.5,43,54,380.709,375.968,NA,0,0,0,0
135,4,36,241.5,1538.5,44,55.9,380.709,375.968,NA,0,0,0,0
136,4,37,241.5,1538.5,45,53.8,380.709,375.968,NA,0,0,0,0
137,4,38,241.5,1538.5,46,53.7,380.709,375.968,NA,0,0,0,0
138,4,40,241.5,1538.5,47,50.1,380.709,375.968,NA,0,0,0,0
139,5,1,426.5,994.5,0,46.7,0,0,NA,NA,NA,NA,NA
140,5,2,426.5,994.5,1,43,0,0,NA,0,0,0,NA
141,5,3,426.5,994.5,2,51.3,0,0,NA,0,0,0,0
142,5,4,445.75,1083.25,7,47.8,90.814,90.814,NA,90.814,18.163,77.762,77.762
143,5,5,445.75,1083.25,8,68.8,90.814,90.814,NA,0,0,0,-77.762
144,5,6,445.75,1083.25,9,54.8,90.814,90.814,NA,0,0,0,0
145,5,7,445.75,1083.25,10,39.8,90.814,90.814,NA,0,0,0,0
146,5,8,445.75,1083.25,11,41.8,90.814,90.814,NA,0,0,0,0
147,5,9,445.75,1083.25,12,45.7,90.814,90.814,NA,0,0,0,0
148,5,10,445.75,1083.25,13,49.8,90.814,90.814,NA,0,0,0,0
149,5,11,445.75,1083.25,14,70.8,90.814,90.814,NA,0,0,0,0
150,5,12,440.75,1186.75,20,39.8,194.434,192.777,NA,103.621,17.27,92.766,92.766
151,5,13,440.75,1186.75,21,16.7,194.434,192.777,NA,0,0,0,-92.766
152,5,14,440.75,1186.75,22,10.7,194.434,192.777,NA,0,0,0,0
153,5,15,440.75,1186.75,23,11.8,194.434,192.777,NA,0,0,0,0
154,5,16,440.75,1186.75,24,11.8,194.434,192.777,NA,0,0,0,0
155,5,17,440.75,1186.75,25,18.8,194.434,192.777,NA,0,0,0,0
156,5,18,440.75,1186.75,26,68.8,194.434,192.777,NA,0,0,0,0
157,5,19,439,1271.5,31,11.8,279.202,277.282,NA,84.768,16.954,91.183,91.183
158,5,20,439,1271.5,32,4.8,279.202,277.282,NA,0,0,0,-91.183
159,5,21,439,1271.5,33,4.8,279.202,277.282,NA,0,0,0,0
160,5,22,439,1271.5,34,4.8,279.202,277.282,NA,0,0,0,0
161,5,23,439,1271.5,35,5.8,279.202,277.282,NA,0,0,0,0
162,5,24,439,1271.5,36,9.7,279.202,277.282,NA,0,0,0,0
163,5,25,466.25,1375.75,43,21.2,386.955,383.317,NA,107.753,15.393,75.351,75.351
164,5,26,466.25,1375.75,44,9.4,386.955,383.317,NA,0,0,0,-75.351
165,5,27,466.25,1375.75,45,6.8,386.955,383.317,NA,0,0,0,0
166,5,28,466.25,1375.75,46,17.4,386.955,383.317,NA,0,0,0,0
167,5,32,466.25,1375.75,47,23.4,386.955,383.317,NA,0,0,0,0
168,6,1,239.5,1082.5,0,36.2,0,0,NA,NA,NA,NA,NA
169,6,2,239.5,1082.5,1,37.2,0,0,NA,0,0,0,NA
170,6,3,239.5,1082.5,2,27.1,0,0,NA,0,0,0,0
171,6,4,239.5,1082.5,3,25.7,0,0,NA,0,0,0,0
172,6,5,239.5,1082.5,4,22,0,0,NA,0,0,0,0
173,6,6,239.5,1082.5,5,21.2,0,0,NA,0,0,0,0
174,6,7,239.5,1082.5,6,21.2,0,0,NA,0,0,0,0
175,6,8,239.5,1082.5,7,20.2,0,0,NA,0,0,0,0
176,6,9,239.5,1082.5,8,23.2,0,0,NA,0,0,0,0
177,6,10,239.5,1082.5,9,24.6,0,0,NA,0,0,0,0
178,6,11,239.5,1082.5,10,30.4,0,0,NA,0,0,0,0
179,6,12,261.25,1144.5,15,33.8,65.704,65.704,NA,65.704,13.141,70.669,70.669
180,6,13,261.25,1144.5,16,15.3,65.704,65.704,NA,0,0,0,-70.669
181,6,14,261.25,1144.5,17,15.3,65.704,65.704,NA,0,0,0,0
