Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,162,937.75,0,29.1,0,0,NA,NA,NA,NA,NA
2,1,2,162,937.75,1,28.1,0,0,NA,0,0,0,NA
3,1,3,172.75,1088.5,7,43.1,151.133,151.133,NA,151.133,25.189,85.921,85.921
4,1,4,172.75,1088.5,8,71.6,151.133,151.133,NA,0,0,0,-85.921
5,1,5,172.75,1088.5,9,72.4,151.133,151.133,NA,0,0,0,0
6,1,6,172.75,1088.5,10,74.8,151.133,151.133,NA,0,0,0,0
7,1,7,172.75,1088.5,11,79.6,151.133,151.133,NA,0,0,0,0
8,1,8,172.75,1088.5,12,92.3,151.133,151.133,NA,0,0,0,0
9,1,9,172.75,1088.5,13,87.1,151.133,151.133,NA,0,0,0,0
10,1,10,172.75,1088.5,14,83.1,151.133,151.133,NA,0,0,0,0
11,1,11,172.75,1088.5,15,85.2,151.133,151.133,NA,0,0,0,0
12,1,12,172.75,1088.5,16,83.9,151.133,151.133,NA,0,0,0,0
13,1,13,172.75,1088.5,17,75.9,151.133,151.133,NA,0,0,0,0
14,1,14,172.75,1088.5,18,80.9,151.133,151.133,NA,0,0,0,0
15,1,15,172.75,1088.5,19,83.1,151.133,151.133,NA,0,0,0,0
16,1,16,172.75,1088.5,20,86.3,151.133,151.133,NA,0,0,0,0
17,1,17,172.75,1088.5,21,87.9,151.133,151.133,NA,0,0,0,0
18,1,18,172.75,1088.5,22,86.3,151.133,151.133,NA,0,0,0,0
19,1,19,264.25,1183.25,28,27.1,282.851,265.942,NA,131.719,21.953,46,46
20,1,20,264.25,1183.25,29,22.4,282.851,265.942,NA,0,0,0,-46
21,1,21,264.25,1183.25,30,30.7,282.851,265.942,NA,0,0,0,0
22,1,22,264.25,1183.25,31,52.7,282.851,265.942,NA,0,0,0,0
23,1,23,264.25,1183.25,32,75.8,282.851,265.942,NA,0,0,0,0
24,1,24,264.25,1183.25,33,80.5,282.851,265.942,NA,0,0,0,0
25,1,25,264.25,1183.25,34,52.3,282.851,265.942,NA,0,0,0,0
26,1,26,264.25,1183.25,35,13.9,282.851,265.942,NA,0,0,0,0
27,1,27,264.25,1183.25,36,16.5,282.851,265.942,NA,0,0,0,0
28,1,28,264.25,1183.25,37,17.2,282.851,265.942,NA,0,0,0,0
29,1,29,264.25,1183.25,38,22.9,282.851,265.942,NA,0,0,0,0
30,1,30,343.5,1221.25,43,69.1,370.741,336.622,NA,87.889,17.578,25.617,25.617
31,1,31,343.5,1221.25,44,68.5,370.741,336.622,NA,0,0,0,-25.617
32,1,32,343.5,1221.25,45,84.1,370.741,336.622,NA,0,0,0,0
33,1,33,343.5,1221.25,46,74.5,370.741,336.622,NA,0,0,0,0
34,1,34,343.5,1221.25,47,52.4,370.741,336.622,NA,0,0,0,0
35,1,35,343.5,1221.25,48,45.7,370.741,336.622,NA,0,0,0,0
36,1,36,343.5,1221.25,49,39.9,370.741,336.622,NA,0,0,0,0
37,1,37,343.5,1221.25,50,32.9,370.741,336.622,NA,0,0,0,0
38,1,38,343.5,1221.25,51,31.5,370.741,336.622,NA,0,0,0,0
39,1,39,343.5,1221.25,52,29.7,370.741,336.622,NA,0,0,0,0
40,1,42,423.5,1281.75,59,88.3,471.042,432.109,NA,100.301,14.329,37.098,37.098
41,2,1,214.75,965.75,0,45.7,0,0,NA,NA,NA,NA,NA
42,2,2,214.75,965.75,1,51.5,0,0,NA,0,0,0,NA
43,2,3,214.75,965.75,2,44.5,0,0,NA,0,0,0,0
44,2,4,214.75,965.75,3,52.2,0,0,NA,0,0,0,0
45,2,5,214.75,965.75,4,41.9,0,0,NA,0,0,0,0
46,2,6,214.75,965.75,5,32.4,0,0,NA,0,0,0,0
47,2,7,379.25,1076.25,13,53.8,198.168,198.168,NA,198.168,24.771,33.891,33.891
48,2,8,379.25,1076.25,14,55,198.168,198.168,NA,0,0,0,-33.891
49,2,9,379.25,1076.25,15,50.1,198.168,198.168,NA,0,0,0,0
50,2,10,379.25,1076.25,16,47,198.168,198.168,NA,0,0,0,0
51,2,11,379.25,1076.25,17,55,198.168,198.168,NA,0,0,0,0
52,2,12,379.25,1076.25,18,82.8,198.168,198.168,NA,0,0,0,0
53,2,13,379.25,1076.25,19,93.5,198.168,198.168,NA,0,0,0,0
54,2,14,379.25,1076.25,20,105.1,198.168,198.168,NA,0,0,0,0
55,2,15,379.25,1076.25,21,99.4,198.168,198.168,NA,0,0,0,0
56,2,16,379.25,1076.25,22,86.4,198.168,198.168,NA,0,0,0,0
57,2,17,379.25,1076.25,23,89.9,198.168,198.168,NA,0,0,0,0
58,2,18,379.25,1076.25,24,75.9,198.168,198.168,NA,0,0,0,0
59,2,19,379.25,1076.25,25,86.2,198.168,198.168,NA,0,0,0,0
60,2,20,379.25,1076.25,26,90.8,198.168,198.168,NA,0,0,0,0
61,2,21,379.25,1076.25,27,92,198.168,198.168,NA,0,0,0,0
62,2,22,379.25,1076.25,28,84.3,198.168,198.168,NA,0,0,0,0
63,2,23,379.25,1076.25,29,61.5,198.168,198.168,NA,0,0,0,0
64,2,24,379.25,1076.25,30,49.1,198.168,198.168,NA,0,0,0,0
65,2,25,379.25,1076.25,31,70.2,198.168,198.168,NA,0,0,0,0
66,2,30,461.75,1147.25,36,28.1,307.013,306.515,NA,108.845,21.769,40.715,40.715
67,2,31,461.75,1147.25,37,34.1,307.013,306.515,NA,0,0,0,-40.715
68,2,32,461.75,1147.25,38,44.4,307.013,306.515,NA,0,0,0,0
69,2,33,461.75,1147.25,39,57.4,307.013,306.515,NA,0,0,0,0
70,2,34,457.25,1135.5,40,35.1,319.595,296.009,NA,12.582,12.582,-110.956,-110.956
71,2,35,457.25,1135.5,41,48.1,319.595,296.009,NA,0,0,0,110.956
72,2,36,457.25,1135.5,42,70.3,319.595,296.009,NA,0,0,0,0
73,2,37,457.25,1135.5,43,94.4,319.595,296.009,NA,0,0,0,0
74,2,38,457.25,1135.5,44,126.5,319.595,296.009,NA,0,0,0,0
75,2,39,457.25,1135.5,45,118.5,319.595,296.009,NA,0,0,0,0
76,2,40,457.25,1135.5,46,98.6,319.595,296.009,NA,0,0,0,0
77,2,41,556.25,1180.75,51,42.2,428.446,403.543,NA,108.851,21.77,24.564,24.564
78,2,42,556.25,1180.75,52,45.2,428.446,403.543,NA,0,0,0,-24.564
79,2,43,556.25,1180.75,53,43.2,428.446,403.543,NA,0,0,0,0
80,2,44,556.25,1180.75,54,43.2,428.446,403.543,NA,0,0,0,0
81,2,45,556.25,1180.75,55,44.4,428.446,403.543,NA,0,0,0,0
82,2,46,556.25,1180.75,56,81.3,428.446,403.543,NA,0,0,0,0
83,2,47,556.25,1180.75,57,113.9,428.446,403.543,NA,0,0,0,0
84,2,48,556.25,1180.75,58,144,428.446,403.543,NA,0,0,0,0
85,2,49,556.25,1180.75,59,144.2,428.446,403.543,NA,0,0,0,0
86,3,1,111.5,789,0,23.3,0,0,NA,NA,NA,NA,NA
87,3,2,111.5,789,1,25.9,0,0,NA,0,0,0,NA
88,3,3,111.5,789,2,29.3,0,0,NA,0,0,0,0
89,3,4,111.5,789,3,30.1,0,0,NA,0,0,0,0
90,3,5,111.5,789,4,15.7,0,0,NA,0,0,0,0
91,3,6,111.5,789,5,24.5,0,0,NA,0,0,0,0
92,3,7,111.5,789,6,21,0,0,NA,0,0,0,0
93,3,8,111.5,789,7,24.9,0,0,NA,0,0,0,0
94,3,9,145.75,900.25,12,100.5,116.403,116.403,NA,116.403,23.281,72.888,72.888
95,3,10,145.75,900.25,13,141.3,116.403,116.403,NA,0,0,0,-72.888
96,3,11,145.75,900.25,14,131.9,116.403,116.403,NA,0,0,0,0
97,3,12,145.75,900.25,15,115.7,116.403,116.403,NA,0,0,0,0
98,3,13,145.75,900.25,16,114.7,116.403,116.403,NA,0,0,0,0
99,3,14,145.75,900.25,17,122.7,116.403,116.403,NA,0,0,0,0
100,3,15,145.75,900.25,18,126.4,116.403,116.403,NA,0,0,0,0
101,3,16,162,981,22,84,198.772,198.53,NA,82.369,20.592,78.622,78.622
102,3,17,162,981,23,86.7,198.772,198.53,NA,0,0,0,-78.622
103,3,18,162,981,24,82.1,198.772,198.53,NA,0,0,0,0
104,3,19,162,981,25,45.7,198.772,198.53,NA,0,0,0,0
105,3,20,162,981,26,32.7,198.772,198.53,NA,0,0,0,0
106,3,21,162,981,27,45.7,198.772,198.53,NA,0,0,0,0
107,3,22,162,981,28,41.1,198.772,198.53,NA,0,0,0,0
108,3,23,162,981,29,49.1,198.772,198.53,NA,0,0,0,0
109,3,24,162,981,30,48.1,198.772,198.53,NA,0,0,0,0
110,3,25,162,981,31,75,198.772,198.53,NA,0,0,0,0
111,3,26,227.5,1069,37,52.4,308.472,303.078,NA,109.701,18.283,53.339,53.339
112,3,27,227.5,1069,38,49.8,308.472,303.078,NA,0,0,0,-53.339
113,3,28,227.5,1069,39,51.4,308.472,303.078,NA,0,0,0,0
114,3,29,227.5,1069,40,58.4,308.472,303.078,NA,0,0,0,0
115,3,30,227.5,1069,41,64.5,308.472,303.078,NA,0,0,0,0
116,3,31,227.5,1069,42,74.4,308.472,303.078,NA,0,0,0,0
117,3,32,227.5,1069,43,53.9,308.472,303.078,NA,0,0,0,0
118,3,33,227.5,1069,44,33.9,308.472,303.078,NA,0,0,0,0
119,3,34,296.75,1224.25,50,19.2,478.467,473.033,NA,169.994,28.332,65.961,65.961
120,3,35,296.75,1224.25,51,21.9,478.467,473.033,NA,0,0,0,-65.961
121,3,36,296.75,1224.25,52,22.8,478.467,473.033,NA,0,0,0,0
122,3,37,296.75,1224.25,53,23.4,478.467,473.033,NA,0,0,0,0
123,3,38,296.75,1224.25,54,21.9,478.467,473.033,NA,0,0,0,0
124,3,39,296.75,1224.25,55,22.2,478.467,473.033,NA,0,0,0,0
125,3,40,296.75,1224.25,56,21.3,478.467,473.033,NA,0,0,0,0
126,3,41,296.75,1224.25,57,21.9,478.467,473.033,NA,0,0,0,0
127,3,42,296.75,1224.25,58,18.3,478.467,473.033,NA,0,0,0,0
128,3,44,296.75,1224.25,59,21,478.467,473.033,NA,0,0,0,0
129,4,1,299,943.25,0,22.2,0,0,NA,NA,NA,NA,NA
130,4,2,299,943.25,1,24.8,0,0,NA,0,0,0,NA
131,4,3,299,943.25,2,17.7,0,0,NA,0,0,0,0
132,4,4,396.5,960,7,9.3,98.928,98.928,NA,98.928,19.786,9.748,9.748
133,4,5,396.5,960,8,1.8,98.928,98.928,NA,0,0,0,-9.748
134,4,6,396.5,960,9,5.1,98.928,98.928,NA,0,0,0,0
135,4,7,396.5,960,10,3.6,98.928,98.928,NA,0,0,0,0
136,4,8,396.5,960,11,2.7,98.928,98.928,NA,0,0,0,0
137,4,9,396.5,960,12,4.2,98.928,98.928,NA,0,0,0,0
138,4,10,396.5,960,13,4.2,98.928,98.928,NA,0,0,0,0
139,4,11,396.5,960,14,4.2,98.928,98.928,NA,0,0,0,0
140,4,12,396.5,960,15,5.1,98.928,98.928,NA,0,0,0,0
141,4,13,396.5,960,16,6,98.928,98.928,NA,0,0,0,0
142,4,14,396.5,960,17,3.6,98.928,98.928,NA,0,0,0,0
143,4,15,396.5,960,18,2.7,98.928,98.928,NA,0,0,0,0
144,4,16,396.5,960,19,5.1,98.928,98.928,NA,0,0,0,0
145,4,17,396.5,960,20,5.1,98.928,98.928,NA,0,0,0,0
146,4,18,396.5,960,21,4.2,98.928,98.928,NA,0,0,0,0
147,4,19,396.5,960,22,0.9,98.928,98.928,NA,0,0,0,0
148,4,20,396.5,960,23,1.2,98.928,98.928,NA,0,0,0,0
149,4,21,396.5,960,24,0.9,98.928,98.928,NA,0,0,0,0
150,4,22,396.5,960,25,2.4,98.928,98.928,NA,0,0,0,0
151,4,23,396.5,960,26,6,98.928,98.928,NA,0,0,0,0
152,4,24,450.75,976.25,30,33,155.56,155.297,NA,56.631,14.158,16.675,16.675
153,4,25,450.75,976.25,31,28.1,155.56,155.297,NA,0,0,0,-16.675
154,4,26,450.75,976.25,32,28.1,155.56,155.297,NA,0,0,0,0
155,4,27,450.75,976.25,33,22.3,155.56,155.297,NA,0,0,0,0
156,4,28,450.75,976.25,34,28.5,155.56,155.297,NA,0,0,0,0
157,4,29,450.75,976.25,35,32.3,155.56,155.297,NA,0,0,0,0
158,4,30,450.75,976.25,36,27.3,155.56,155.297,NA,0,0,0,0
159,4,31,450.75,976.25,37,26,155.56,155.297,NA,0,0,0,0
160,4,32,450.75,976.25,38,29.3,155.56,155.297,NA,0,0,0,0
161,4,33,450.75,976.25,39,29.3,155.56,155.297,NA,0,0,0,0
162,4,34,450.75,976.25,40,36.3,155.56,155.297,NA,0,0,0,0
163,4,35,450.75,976.25,41,36.3,155.56,155.297,NA,0,0,0,0
164,4,36,450.75,976.25,42,30.3,155.56,155.297,NA,0,0,0,0
165,4,37,475.75,1045.25,46,49.1,228.949,204.07,NA,73.389,18.347,70.084,70.084
166,4,38,475.75,1045.25,47,46.7,228.949,204.07,NA,0,0,0,-70.084
167,4,39,475.75,1045.25,48,46.9,228.949,204.07,NA,0,0,0,0
168,4,40,475.75,1045.25,49,51.5,228.949,204.07,NA,0,0,0,0
169,4,41,475.75,1045.25,50,48.1,228.949,204.07,NA,0,0,0,0
170,4,42,475.75,1045.25,51,48.1,228.949,204.07,NA,0,0,0,0
171,4,43,475.75,1045.25,52,46.5,228.949,204.07,NA,0,0,0,0
172,4,44,475.75,1045.25,53,45.9,228.949,204.07,NA,0,0,0,0
173,4,45,475.75,1045.25,54,42.3,228.949,204.07,NA,0,0,0,0
174,4,46,475.75,1045.25,55,41,228.949,204.07,NA,0,0,0,0
175,4,47,501.5,1085,58,45.4,276.311,247.183,NA,47.362,15.787,57.065,57.065
176,4,50,501.5,1085,59,48.4,276.311,247.183,NA,0,0,0,-57.065
177,5,1,223,725.25,0,40.8,0,0,NA,NA,NA,NA,NA
178,5,2,223,725.25,1,38.4,0,0,NA,0,0,0,NA
179,5,3,223,725.25,2,37,0,0,NA,0,0,0,0
180,5,4,223,725.25,3,52.2,0,0,NA,0,0,0,0
181,5,5,188.5,783.5,7,17.1,67.7,67.7,NA,67.7,16.925,120.637,120.637
182,5,6,188.5,783.5,8,17.1,67.7,67.7,NA,0,0,0,-120.637
183,5,7,188.5,783.5,9,24.4,67.7,67.7,NA,0,0,0,0
184,5,8,188.5,783.5,10,27.1,67.7,67.7,NA,0,0,0,0
185,5,9,188.5,783.5,11,30.4,67.7,67.7,NA,0,0,0,0
186,5,10,188.5,783.5,12,28.1,67.7,67.7,NA,0,0,0,0
187,5,11,188.5,783.5,13,27.4,67.7,67.7,NA,0,0,0,0
188,5,12,188.5,783.5,14,32.7,67.7,67.7,NA,0,0,0,0
