Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,478,875,0,33,0,0,NA,NA,NA,NA,NA
2,1,2,549.5,960.25,6,61,111.265,111.265,NA,111.265,18.544,50.013,NA
3,1,3,549.5,960.25,7,107.3,111.265,111.265,NA,0,0,0,-50.013
4,1,4,549.5,960.25,8,93.8,111.265,111.265,NA,0,0,0,0
5,1,5,549.5,960.25,9,58.5,111.265,111.265,NA,0,0,0,0
6,1,6,549.5,960.25,10,32.7,111.265,111.265,NA,0,0,0,0
7,1,7,549.5,960.25,11,33.3,111.265,111.265,NA,0,0,0,0
8,1,8,549.5,960.25,12,24.6,111.265,111.265,NA,0,0,0,0
9,1,9,549.5,960.25,13,17.4,111.265,111.265,NA,0,0,0,0
10,1,10,626.75,1052.25,19,90,231.396,231.396,NA,120.131,20.022,49.981,49.981
11,1,11,626.75,1052.25,20,122.9,231.396,231.396,NA,0,0,0,-49.981
12,1,12,626.75,1052.25,21,104.2,231.396,231.396,NA,0,0,0,0
13,1,13,626.75,1052.25,22,83.1,231.396,231.396,NA,0,0,0,0
14,1,14,626.75,1052.25,23,52.7,231.396,231.396,NA,0,0,0,0
15,1,15,626.75,1052.25,24,44.7,231.396,231.396,NA,0,0,0,0
16,1,16,626.75,1052.25,25,38.8,231.396,231.396,NA,0,0,0,0
17,1,17,626.75,1052.25,26,39.8,231.396,231.396,NA,0,0,0,0
18,1,18,677,1117,32,64.7,313.357,313.313,NA,81.961,13.66,52.186,52.186
19,1,19,677,1117,33,99.5,313.357,313.313,NA,0,0,0,-52.186
20,1,20,677,1117,34,91.3,313.357,313.313,NA,0,0,0,0
21,1,21,677,1117,35,63.4,313.357,313.313,NA,0,0,0,0
22,1,22,677,1117,36,32.4,313.357,313.313,NA,0,0,0,0
23,1,23,677,1117,37,11.7,313.357,313.313,NA,0,0,0,0
24,1,24,677,1117,38,10.8,313.357,313.313,NA,0,0,0,0
25,1,25,677,1117,39,11.7,313.357,313.313,NA,0,0,0,0
26,1,26,677,1117,40,5.4,313.357,313.313,NA,0,0,0,0
27,1,27,677,1117,41,9,313.357,313.313,NA,0,0,0,0
28,1,28,677,1117,42,10.8,313.357,313.313,NA,0,0,0,0
29,1,30,677,1117,43,12.6,313.357,313.313,NA,0,0,0,0
30,2,1,369,997.75,0,69.2,0,0,NA,NA,NA,NA,NA
31,2,2,369,997.75,1,47.2,0,0,NA,0,0,0,NA
32,2,3,369,997.75,2,44.3,0,0,NA,0,0,0,0
33,2,4,369,997.75,3,47.2,0,0,NA,0,0,0,0
34,2,5,369,997.75,4,44.9,0,0,NA,0,0,0,0
35,2,6,369,997.75,5,37.9,0,0,NA,0,0,0,0
36,2,7,369,997.75,6,67.8,0,0,NA,0,0,0,0
37,2,8,455,1118.25,12,67.7,148.041,148.041,NA,148.041,24.674,54.485,54.485
38,2,9,455,1118.25,13,41.2,148.041,148.041,NA,0,0,0,-54.485
39,2,10,455,1118.25,14,42.3,148.041,148.041,NA,0,0,0,0
40,2,11,455,1118.25,15,36.3,148.041,148.041,NA,0,0,0,0
41,2,12,455,1118.25,16,33.2,148.041,148.041,NA,0,0,0,0
42,2,13,455,1118.25,17,48,148.041,148.041,NA,0,0,0,0
43,2,14,455,1118.25,18,41,148.041,148.041,NA,0,0,0,0
44,2,15,455,1118.25,19,42.1,148.041,148.041,NA,0,0,0,0
45,2,16,524.75,1193.25,24,64.4,250.462,249.957,NA,102.421,20.484,47.077,47.077
46,2,17,524.75,1193.25,25,88,250.462,249.957,NA,0,0,0,-47.077
47,2,18,524.75,1193.25,26,70.6,250.462,249.957,NA,0,0,0,0
48,2,19,524.75,1193.25,27,45.7,250.462,249.957,NA,0,0,0,0
49,2,20,524.75,1193.25,28,43.7,250.462,249.957,NA,0,0,0,0
50,2,21,524.75,1193.25,29,45.7,250.462,249.957,NA,0,0,0,0
51,2,22,524.75,1193.25,30,45.6,250.462,249.957,NA,0,0,0,0
52,2,23,524.75,1193.25,31,43.6,250.462,249.957,NA,0,0,0,0
53,2,24,524.75,1193.25,32,44.6,250.462,249.957,NA,0,0,0,0
54,2,25,590,1233.25,37,84.6,326.997,322.957,NA,76.535,15.307,31.509,31.509
55,2,26,590,1233.25,38,54.1,326.997,322.957,NA,0,0,0,-31.509
56,2,27,590,1233.25,39,47.3,326.997,322.957,NA,0,0,0,0
57,2,28,590,1233.25,40,45,326.997,322.957,NA,0,0,0,0
58,2,29,590,1233.25,41,42.4,326.997,322.957,NA,0,0,0,0
59,2,30,590,1233.25,42,46,326.997,322.957,NA,0,0,0,0
60,2,32,590,1233.25,43,48.3,326.997,322.957,NA,0,0,0,0
61,3,1,492.75,856,0,15.6,0,0,NA,NA,NA,NA,NA
62,3,2,492.75,856,1,7.8,0,0,NA,0,0,0,NA
63,3,3,492.75,856,2,12,0,0,NA,0,0,0,0
64,3,4,492.75,856,3,14.1,0,0,NA,0,0,0,0
65,3,5,492.75,856,4,17.4,0,0,NA,0,0,0,0
66,3,6,492.75,856,5,21.9,0,0,NA,0,0,0,0
67,3,7,492.75,856,6,21.9,0,0,NA,0,0,0,0
68,3,8,492.75,856,7,21.4,0,0,NA,0,0,0,0
69,3,9,492.75,856,8,21.4,0,0,NA,0,0,0,0
70,3,10,492.75,856,9,30.4,0,0,NA,0,0,0,0
71,3,11,567,918,13,25.2,96.732,96.732,NA,96.732,24.183,39.862,39.862
72,3,12,567,918,14,21,96.732,96.732,NA,0,0,0,-39.862
73,3,13,567,918,15,11.7,96.732,96.732,NA,0,0,0,0
74,3,14,567,918,16,18.9,96.732,96.732,NA,0,0,0,0
75,3,15,567,918,17,18.9,96.732,96.732,NA,0,0,0,0
76,3,16,567,918,18,15.6,96.732,96.732,NA,0,0,0,0
77,3,17,567,918,19,15.6,96.732,96.732,NA,0,0,0,0
78,3,18,567,918,20,13.8,96.732,96.732,NA,0,0,0,0
79,3,19,567,918,21,20.1,96.732,96.732,NA,0,0,0,0
80,3,20,645.5,1009.25,25,50.6,217.101,216.375,NA,120.369,30.092,49.295,49.295
81,3,21,645.5,1009.25,26,32.7,217.101,216.375,NA,0,0,0,-49.295
82,3,22,645.5,1009.25,27,31.7,217.101,216.375,NA,0,0,0,0
83,3,23,645.5,1009.25,28,27.4,217.101,216.375,NA,0,0,0,0
84,3,24,645.5,1009.25,29,21.9,217.101,216.375,NA,0,0,0,0
85,3,25,645.5,1009.25,30,16.8,217.101,216.375,NA,0,0,0,0
86,3,26,645.5,1009.25,31,13.8,217.101,216.375,NA,0,0,0,0
87,3,27,645.5,1009.25,32,16.8,217.101,216.375,NA,0,0,0,0
