fly,treatment,trial,iteration,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP
CA60,g150,2_00-00-02,4,3.1511,0.013686293724286876,10,15,0.020833333333333332,0.07083333333333333,0.09166666666666666,0.7727272727272727,2.0313423923046376,0.0652238666062881,1.5379637338208325,20.86986525574266,"(338.25, 992.25)","(311.75, 1138.0)",0,6,0.025,0.06666666666666667,0.09166666666666666,0.7272727272727273,2.237324704562208,0.0,1.8167746747204314,25.4417438471622,"(493.25, 1093.75)","(404.25, 1230.5)",4,9,0.020833333333333332,0.0625,0.08333333333333333,0.75,1.9711638580905995,0.07231564453490065,1.3396992762388864,22.897951814084394,"(246.75, 1174.5)","(247.25, 1318.25)",16,21,0.020833333333333332,0.05416666666666667,0.075,0.7222222222222223,2.416276032879966,0.0,1.8014736949545853,20.232639540147293,"(537.5, 1104.0)","(513.0, 1278.5)",0,4,0.016666666666666666,0.041666666666666664,0.058333333333333334,0.7142857142857142,1.2417071256473835,0.0,1.5176376927292865,29.96669439411209,"(247.75, 1338.25)","(237.75, 1428.25)",6,14,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.5,1.7227475586333074,0.04113708384697553,2.107071190952014,19.90079509200453,"(455.5, 1294.25)","(424.5, 1416.0)"
CA60,g150,2_00-00-02,4,3.1511,0.013686293724286876,32,36,0.016666666666666666,0.05,0.06666666666666667,0.75,1.4809667597280027,0.0,1.6168416373546,24.893247284057477,"(290.0, 891.0)","(338.5, 987.5)",22,28,0.025,0.05416666666666667,0.07916666666666666,0.6842105263157895,1.8167746747204314,0.0,1.9037633466642088,24.34831168748688,"(501.25, 961.5)","(493.25, 1093.75)",24,30,0.025,0.05416666666666667,0.07916666666666666,0.6842105263157895,1.3438813648737697,0.07914361079804019,1.5831134890688223,22.48464053238799,"(253.0, 1077.0)","(252.0, 1175.0)",34,38,0.016666666666666666,0.05,0.06666666666666667,0.75,1.8014736949545853,0.018460831350072825,1.9489952207324623,25.674657224192845,"(531.75, 972.75)","(537.5, 1104.0)",14,21,0.029166666666666667,0.05,0.07916666666666666,0.6315789473684211,1.5176376927292865,0.0,1.6536903043109012,19.93425309041393,"(289.5, 1235.75)","(247.75, 1338.25)",22,31,0.0375,0.05,0.0875,0.5714285714285715,2.1112834320024363,0.0,1.9303831980449289,23.040098190923047,"(469.75, 1141.25)","(452.5, 1294.25)"
CA60,g150,2_00-00-02,4,3.1511,0.013686293724286876,48,52,0.016666666666666666,0.0625,0.07916666666666666,0.7894736842105263,1.6168416373546,0.0,1.4151163486943914,24.710798052850866,"(207.0, 807.25)","(290.0, 891.0)",41,45,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.9037633466642088,0.0,1.777378052467655,27.113606992601454,"(471.0, 826.0)","(501.25, 961.5)",43,47,0.016666666666666666,0.05416666666666667,0.07083333333333333,0.7647058823529412,1.5907668894534084,0.058378274566471364,1.1705510444536318,25.163982213555023,"(234.75, 963.0)","(258.75, 1076.5)",50,56,0.025,0.025,0.05,0.5,1.9636495151822593,0.02399663224406906,1.017871542867478,24.95875771081798,"(493.0, 836.0)","(531.25, 974.0)",33,40,0.029166666666666667,0.0375,0.06666666666666667,0.5625,1.6536903043109012,0.0,1.5704695001361115,25.534832089950612,"(301.5, 1115.75)","(289.5, 1235.75)",43,49,0.025,0.041666666666666664,0.06666666666666667,0.625,1.9303831980449289,0.05986902362699147,0.7329462338993804,25.345460074351077,"(472.5, 1000.5)","(469.75, 1141.25)"
CA60,g150,2_00-00-02,4,3.1511,0.013686293724286876,67,,,,,,,,,,,"(207.0, 807.25)",56,60,0.016666666666666666,0.05,0.06666666666666667,0.75,1.777378052467655,0.0,1.0526972701101034,18.872127602820456,"(395.0, 721.0)","(471.0, 826.0)",60,64,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.200321239488556,0.0,1.032470009563059,18.362034525306676,"(188.5, 891.25)","(239.0, 962.75)",62,,,,,,,,,,,"(493.0, 837.75)",49,59,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.5,1.5704695001361115,0.0,1.1277166718104406,24.032085809189276,"(290.5, 1001.75)","(301.5, 1115.75)",59,63,0.016666666666666666,0.025,0.041666666666666664,0.6000000000000001,0.7226199730394742,0.10284270961743883,1.4824617948679235,22.824224324664442,"(449.5, 952.25)","(468.25, 1001.5)"
CA60,g150,2_00-00-02,4,3.1511,0.013686293724286876,,,,,,,,,,,,,72,,,,,,,,,,,"(395.0, 721.0)",75,,,,,,,,,,,"(188.5, 891.25)",,,,,,,,,,,,,69,,,,,,,,,,,"(290.5, 1001.75)",69,,,,,,,,,,,"(449.5, 944.75)"
CA60,g150,2_00-00-18,4,3.1511,0.013686293724286876,10,15,0.020833333333333332,0.04583333333333333,0.06666666666666667,0.6875,1.4851325757001481,0.0,1.8790408582318887,27.755513307784486,"(443.25, 951.5)","(422.75, 846.0)",3,7,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.875369303988161,0.0,1.5545953146570008,25.752222895617788,"(265.0, 878.75)","(242.0, 745.0)",6,10,0.016666666666666666,0.03333333333333333,0.05,0.6666666666666666,1.315756982240316,0.10207325462263515,1.691900045461325,23.22598055439164,"(502.75, 802.5)","(483.5, 709.25)",11,15,0.016666666666666666,0.0375,0.05416666666666667,0.6923076923076923,2.3829266266914457,0.07393287243278515,1.8214722197394506,30.70193409120618,"(222.25, 812.0)","(242.5, 640.75)",1,4,0.0125,0.041666666666666664,0.05416666666666667,0.7692307692307692,0.4043571475704655,0.0,1.1750148793098656,22.838320555667654,"(474.25, 647.0)","(482.75, 619.0)",3,8,0.020833333333333332,0.03333333333333333,0.05416666666666667,0.6153846153846153,1.8094386682678079,0.18683910398639636,2.0174867172468947,24.92873825457982,"(312.5, 656.25)","(323.25, 525.75)"
CA60,g150,2_00-00-18,4,3.1511,0.013686293724286876,26,30,0.016666666666666666,0.03333333333333333,0.05,0.6666666666666666,1.8790408582318887,0.0,1.6976428298435124,31.314967867033747,"(463.25, 1086.0)","(443.25, 951.5)",18,23,0.020833333333333332,0.03333333333333333,0.05416666666666667,0.6153846153846153,1.5545953146570008,0.0,1.6811828304709637,34.45561603918824,"(265.0, 991.25)","(265.0, 878.75)",18,23,0.020833333333333332,0.0375,0.058333333333333334,0.6428571428571428,1.7408074227536459,0.11279333636408835,1.6483091444868236,33.33958039708479,"(509.5, 924.75)","(496.0, 799.5)",24,29,0.020833333333333332,0.041666666666666664,0.0625,0.6666666666666666,1.8700638583640574,0.11483809503755667,1.842381492687578,28.287802125895734,"(250.5, 940.75)","(225.5, 807.75)",14,17,0.0125,0.025,0.0375,0.6666666666666667,1.1750148793098656,0.0,1.7253267219396513,34.77366982485211,"(485.75, 731.25)","(474.25, 647.0)",16,24,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.5,2.197606744565964,0.010363968764380005,1.6660507361885972,33.093371055334586,"(304.0, 802.0)","(317.0, 643.5)"
CA60,g150,2_00-00-18,4,3.1511,0.013686293724286876,38,43,0.020833333333333332,0.03333333333333333,0.05416666666666667,0.6153846153846153,1.6976428298435124,0.0,2.1749770623959384,33.17769845365008,"(442.0, 1207.0)","(463.25, 1086.0)",31,36,0.020833333333333332,0.03333333333333333,0.05416666666666667,0.6153846153846153,1.6811828304709637,0.0,1.282417540344898,26.78808791072159,"(271.25, 1112.75)","(265.0, 991.25)",32,37,0.020833333333333332,0.03333333333333333,0.05416666666666667,0.6153846153846153,1.75036219949289,0.0972840034237628,1.8629440059133544,28.748085847379624,"(512.25, 1044.0)","(505.75, 917.5)",39,43,0.016666666666666666,0.0375,0.05416666666666667,0.6923076923076923,1.9511805554515786,0.0,1.0917697641895863,35.680507523590734,"(246.0, 1074.0)","(253.5, 933.0)",23,32,0.0375,0.016666666666666666,0.05416666666666667,0.30769230769230765,1.7253267219396513,0.0,1.8463836888491736,27.96078897135491,"(457.0, 852.75)","(485.75, 731.25)",32,38,0.025,0.029166666666666667,0.05416666666666667,0.5384615384615384,1.6557573142723707,0.04504320673079418,1.5716711746044,28.748085847379624,"(318.0, 921.75)","(304.0, 802.75)"
CA60,g150,2_00-00-18,4,3.1511,0.013686293724286876,51,,,,,,,,,,,"(442.0, 1207.0)",44,,,,,,,,,,,"(271.25, 1112.75)",45,,,,,,,,,,,"(505.25, 1043.25)",52,,,,,,,,,,,"(246.0, 1074.0)",36,45,0.0375,0.020833333333333332,0.058333333333333334,0.3571428571428571,1.8463836888491736,0.0,2.0663725406544695,33.982466358157694,"(479.25, 984.5)","(457.0, 852.75)",45,,,,,,,,,,,"(317.75, 918.5)"
CA60,g150,2_00-00-18,4,3.1511,0.013686293724286876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,"(479.25, 984.5)",,,,,,,,,,,,
