Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,531,821,0,43,0,0,NA,NA,NA,NA,NA
2,1,2,531,821,1,32.5,0,0,NA,0,0,0,NA
3,1,3,531,821,2,30.5,0,0,NA,0,0,0,0
4,1,4,531,821,3,46.5,0,0,NA,0,0,0,0
5,1,5,418,828,8,59,113.217,113.217,NA,113.217,22.643,176.455,176.455
6,1,6,418,828,9,76,113.217,113.217,NA,0,0,0,-176.455
7,1,7,418,828,10,69,113.217,113.217,NA,0,0,0,0
8,1,8,418,828,11,67,113.217,113.217,NA,0,0,0,0
9,1,9,418,828,12,56.1,113.217,113.217,NA,0,0,0,0
10,1,10,418,828,13,75,113.217,113.217,NA,0,0,0,0
11,1,11,418,828,14,74,113.217,113.217,NA,0,0,0,0
12,1,12,418,828,15,160.1,113.217,113.217,NA,0,0,0,0
13,1,13,418,828,16,145.1,113.217,113.217,NA,0,0,0,0
14,1,14,418,828,17,182.7,113.217,113.217,NA,0,0,0,0
15,1,15,418,828,18,151.2,113.217,113.217,NA,0,0,0,0
16,1,16,418,828,19,123.8,113.217,113.217,NA,0,0,0,0
17,1,17,418,828,20,128.2,113.217,113.217,NA,0,0,0,0
18,1,18,418,828,21,159.5,113.217,113.217,NA,0,0,0,0
19,1,19,439,918,27,64.3,205.634,133.69,NA,92.418,15.403,76.866,76.866
20,1,20,439,919,28,64.3,206.634,134.417,NA,1,1,90,13.134
21,1,21,439,919,29,79.5,206.634,134.417,NA,0,0,0,-90
22,1,22,439,919,30,77.5,206.634,134.417,NA,0,0,0,0
23,1,23,439,919,31,81.8,206.634,134.417,NA,0,0,0,0
24,1,24,439,919,32,81.8,206.634,134.417,NA,0,0,0,0
25,1,25,439,919,33,76.9,206.634,134.417,NA,0,0,0,0
26,1,26,439,919,34,76.9,206.634,134.417,NA,0,0,0,0
27,1,27,439,919,35,61.8,206.634,134.417,NA,0,0,0,0
28,1,28,439,919,36,55.9,206.634,134.417,NA,0,0,0,0
29,1,29,439,919,37,49,206.634,134.417,NA,0,0,0,0
30,1,30,348,976,43,36.3,314.012,239.821,NA,107.378,17.896,147.938,147.938
31,1,31,348,976,44,67.7,314.012,239.821,NA,0,0,0,-147.938
32,1,32,348,976,45,73.7,314.012,239.821,NA,0,0,0,0
33,1,33,348,976,46,91.3,314.012,239.821,NA,0,0,0,0
34,1,34,348,976,47,91.3,314.012,239.821,NA,0,0,0,0
35,1,35,348,976,48,102.9,314.012,239.821,NA,0,0,0,0
36,1,36,348,976,49,95.9,314.012,239.821,NA,0,0,0,0
37,1,37,348,976,50,106.3,314.012,239.821,NA,0,0,0,0
38,1,38,348,976,51,102.9,314.012,239.821,NA,0,0,0,0
39,1,39,277,1023,56,45.7,399.159,324.53,NA,85.147,17.029,146.497,146.497
40,1,40,277,1023,57,35.3,399.159,324.53,NA,0,0,0,-146.497
41,1,41,277,1023,58,53.6,399.159,324.53,NA,0,0,0,0
42,1,42,277,1023,59,36.2,399.159,324.53,NA,0,0,0,0
43,1,43,277,1023,60,47.9,399.159,324.53,NA,0,0,0,0
44,1,44,277,1023,61,57.4,399.159,324.53,NA,0,0,0,0
45,1,45,277,1023,62,53.7,399.159,324.53,NA,0,0,0,0
46,1,46,277,1023,63,46.4,399.159,324.53,NA,0,0,0,0
47,1,47,277,1023,64,54.5,399.159,324.53,NA,0,0,0,0
48,1,48,277,1023,65,44.4,399.159,324.53,NA,0,0,0,0
49,1,49,277,1023,66,43.4,399.159,324.53,NA,0,0,0,0
50,1,50,277,1023,67,43.4,399.159,324.53,NA,0,0,0,0
51,2,1,443,600,0,49.1,0,0,NA,NA,NA,NA,NA
52,2,2,443,600,1,62.9,0,0,NA,0,0,0,NA
