Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,897.5,1215.5,0,138.7,0,0,NA,NA,NA,NA,NA
2,1,2,897.5,1215.5,1,141.5,0,0,NA,0,0,0,NA
3,1,3,897.5,1215.5,2,153.1,0,0,NA,0,0,0,0
4,1,4,897.5,1215.5,3,151.9,0,0,NA,0,0,0,0
5,1,5,897.5,1215.5,4,144.5,0,0,NA,0,0,0,0
6,1,6,897.5,1215.5,5,151.9,0,0,NA,0,0,0,0
7,1,7,897.5,1215.5,6,142.4,0,0,NA,0,0,0,0
8,1,8,897.5,1215.5,7,147.1,0,0,NA,0,0,0,0
9,1,9,897.5,1215.5,8,142.5,0,0,NA,0,0,0,0
10,1,10,897.5,1215.5,9,134.3,0,0,NA,0,0,0,0
11,1,11,845,1324,13,167.5,120.534,120.534,NA,120.534,30.134,115.821,115.821
12,1,12,845,1324,14,167.3,120.534,120.534,NA,0,0,0,-115.821
13,1,13,845,1324,15,176.6,120.534,120.534,NA,0,0,0,0
14,1,14,845,1324,16,171.6,120.534,120.534,NA,0,0,0,0
15,1,15,845,1324,17,160,120.534,120.534,NA,0,0,0,0
16,1,16,845,1324,18,145.8,120.534,120.534,NA,0,0,0,0
17,1,17,845,1324,19,145.9,120.534,120.534,NA,0,0,0,0
18,1,18,845,1324,20,158.9,120.534,120.534,NA,0,0,0,0
19,1,19,845,1324,21,160.2,120.534,120.534,NA,0,0,0,0
20,1,20,845,1324,22,147.5,120.534,120.534,NA,0,0,0,0
21,1,21,845,1324,23,144.9,120.534,120.534,NA,0,0,0,0
22,1,22,845,1324,24,142.5,120.534,120.534,NA,0,0,0,0
23,1,23,850,1388,29,157.3,184.729,178.92,NA,64.195,12.839,85.533,85.533
24,1,24,850,1388,30,154.1,184.729,178.92,NA,0,0,0,-85.533
25,1,25,850,1388,31,151.5,184.729,178.92,NA,0,0,0,0
26,1,26,850,1388,32,158.7,184.729,178.92,NA,0,0,0,0
27,1,27,850,1388,33,146.1,184.729,178.92,NA,0,0,0,0
28,1,28,850,1388,34,156.2,184.729,178.92,NA,0,0,0,0
29,1,29,850,1388,35,156.2,184.729,178.92,NA,0,0,0,0
30,1,30,850,1388,36,152.1,184.729,178.92,NA,0,0,0,0
31,1,31,848,1494,40,130.5,290.748,282.865,NA,106.019,26.505,91.081,91.081
32,1,32,848,1494,41,131.7,290.748,282.865,NA,0,0,0,-91.081
33,1,33,848,1494,42,122,290.748,282.865,NA,0,0,0,0
34,1,34,848,1494,43,129,290.748,282.865,NA,0,0,0,0
35,1,35,848,1494,44,136.2,290.748,282.865,NA,0,0,0,0
36,1,36,848,1494,45,136.2,290.748,282.865,NA,0,0,0,0
37,1,37,848,1494,46,125.6,290.748,282.865,NA,0,0,0,0
38,1,38,848,1494,47,124.6,290.748,282.865,NA,0,0,0,0
39,1,39,848,1494,48,131.7,290.748,282.865,NA,0,0,0,0
40,1,40,848,1494,49,128.9,290.748,282.865,NA,0,0,0,0
41,1,41,862.167,1544.5,51,110.6,343.198,330.892,NA,52.449,26.225,74.33,74.33
42,1,42,862.167,1544.5,52,106.6,343.198,330.892,NA,0,0,0,-74.33
43,1,43,862.167,1544.5,53,90,343.198,330.892,NA,0,0,0,0
44,1,44,862.167,1544.5,54,92,343.198,330.892,NA,0,0,0,0
45,1,46,862.167,1544.5,55,87.2,343.198,330.892,NA,0,0,0,0
46,2,1,678.167,1287.5,0,193.7,0,0,NA,NA,NA,NA,NA
47,2,2,678.167,1287.5,1,193.8,0,0,NA,0,0,0,NA
48,2,3,678.167,1287.5,2,199.4,0,0,NA,0,0,0,0
49,2,4,678.167,1287.5,3,199.4,0,0,NA,0,0,0,0
50,2,5,595.833,1302.5,8,191.7,83.689,83.689,NA,83.689,16.738,169.675,169.675
51,2,6,595.833,1302.5,9,181.9,83.689,83.689,NA,0,0,0,-169.675
52,2,7,595.833,1302.5,10,186.8,83.689,83.689,NA,0,0,0,0
53,2,8,595.833,1302.5,11,179.9,83.689,83.689,NA,0,0,0,0
54,2,9,595.833,1302.5,12,184.4,83.689,83.689,NA,0,0,0,0
55,2,10,595.833,1302.5,13,181.9,83.689,83.689,NA,0,0,0,0
56,2,11,595.833,1302.5,14,182.9,83.689,83.689,NA,0,0,0,0
57,2,12,595.833,1302.5,15,185.7,83.689,83.689,NA,0,0,0,0
58,2,13,595.833,1302.5,16,187.5,83.689,83.689,NA,0,0,0,0
59,2,14,595.833,1302.5,17,189.5,83.689,83.689,NA,0,0,0,0
60,2,15,595.833,1302.5,18,179.8,83.689,83.689,NA,0,0,0,0
61,2,16,609.167,1382.833,21,180.2,165.121,117.684,NA,81.432,27.144,80.576,80.576
62,2,17,609.167,1382.833,22,158.1,165.121,117.684,NA,0,0,0,-80.576
63,2,18,609.167,1382.833,23,170.6,165.121,117.684,NA,0,0,0,0
64,2,19,609.167,1382.833,24,173.4,165.121,117.684,NA,0,0,0,0
65,2,20,609.167,1382.833,25,179.4,165.121,117.684,NA,0,0,0,0
66,2,21,609.167,1382.833,26,173.5,165.121,117.684,NA,0,0,0,0
67,2,22,609.167,1382.833,27,170.4,165.121,117.684,NA,0,0,0,0
68,2,23,609.167,1382.833,28,166,165.121,117.684,NA,0,0,0,0
69,2,24,609.167,1382.833,29,173.2,165.121,117.684,NA,0,0,0,0
70,2,25,609.167,1382.833,30,177.1,165.121,117.684,NA,0,0,0,0
71,2,26,588.833,1433.5,34,177.6,219.715,171.162,NA,54.594,13.649,111.866,111.866
72,2,27,588.833,1433.5,35,180,219.715,171.162,NA,0,0,0,-111.866
73,2,28,588.833,1433.5,36,180.3,219.715,171.162,NA,0,0,0,0
74,2,29,588.833,1433.5,37,186.1,219.715,171.162,NA,0,0,0,0
75,2,30,588.833,1433.5,38,175.2,219.715,171.162,NA,0,0,0,0
76,2,31,588.833,1433.5,39,161.3,219.715,171.162,NA,0,0,0,0
77,2,32,588.833,1433.5,40,165.4,219.715,171.162,NA,0,0,0,0
78,2,33,588.833,1433.5,41,157.2,219.715,171.162,NA,0,0,0,0
79,2,34,588.833,1433.5,42,164.2,219.715,171.162,NA,0,0,0,0
80,2,35,588.833,1433.5,43,165.4,219.715,171.162,NA,0,0,0,0
81,2,36,608.5,1523.5,47,141.5,311.839,246.068,NA,92.124,23.031,77.674,77.674
82,2,37,608.5,1523.5,48,156.6,311.839,246.068,NA,0,0,0,-77.674
83,2,38,608.5,1523.5,49,156.2,311.839,246.068,NA,0,0,0,0
84,2,39,608.5,1523.5,50,161.5,311.839,246.068,NA,0,0,0,0
85,2,40,608.5,1523.5,51,156.6,311.839,246.068,NA,0,0,0,0
86,2,41,608.5,1523.5,52,149.6,311.839,246.068,NA,0,0,0,0
87,2,42,608.5,1523.5,53,148.3,311.839,246.068,NA,0,0,0,0
88,2,43,608.5,1523.5,54,152.3,311.839,246.068,NA,0,0,0,0
89,2,45,608.5,1523.5,55,149.4,311.839,246.068,NA,0,0,0,0
90,3,1,817.5,1034.5,0,129.6,0,0,NA,NA,NA,NA,NA
91,3,2,817.5,1034.5,1,130.2,0,0,NA,0,0,0,NA
92,3,3,817.5,1034.5,2,139.6,0,0,NA,0,0,0,0
93,3,4,817.5,1034.5,3,135.5,0,0,NA,0,0,0,0
94,3,5,817.5,1034.5,4,129.1,0,0,NA,0,0,0,0
95,3,6,844.833,1089.5,8,151.4,61.418,61.418,NA,61.418,15.354,63.574,63.574
96,3,7,844.833,1089.5,9,131.7,61.418,61.418,NA,0,0,0,-63.574
97,3,8,887.167,1115.833,11,140.1,111.273,107.091,NA,49.855,24.928,31.884,31.884
98,3,9,890.167,1114.5,12,153.1,114.556,108.076,NA,3.283,3.283,-23.962,-55.846
99,3,10,891.5,1114.5,13,166.7,115.889,108.977,NA,1.333,1.333,0,23.962
100,3,11,855.5,1188.167,21,166.8,197.882,158.295,NA,81.993,10.249,116.044,116.044
101,3,12,855.5,1188.167,22,183.1,197.882,158.295,NA,0,0,0,-116.044
102,3,13,855.5,1188.167,23,176.1,197.882,158.295,NA,0,0,0,0
103,3,14,855.5,1188.167,24,180.4,197.882,158.295,NA,0,0,0,0
104,3,15,855.5,1188.167,25,175.9,197.882,158.295,NA,0,0,0,0
105,3,16,855.5,1188.167,26,159,197.882,158.295,NA,0,0,0,0
106,3,17,855.5,1188.167,27,159,197.882,158.295,NA,0,0,0,0
107,3,18,855.5,1188.167,28,152,197.882,158.295,NA,0,0,0,0
108,3,19,855.5,1188.167,29,147.2,197.882,158.295,NA,0,0,0,0
109,3,20,855.5,1188.167,30,162.3,197.882,158.295,NA,0,0,0,0
110,3,21,881.5,1304.833,34,162.2,317.41,277.806,NA,119.529,29.882,77.437,77.437
111,3,22,881.5,1304.833,35,155.3,317.41,277.806,NA,0,0,0,-77.437
112,3,23,881.5,1304.833,36,142.5,317.41,277.806,NA,0,0,0,0
113,3,24,881.833,1302.833,37,151.1,319.438,275.938,NA,2.028,2.028,-80.538,-80.538
114,3,25,881.833,1302.833,38,144.7,319.438,275.938,NA,0,0,0,80.538
115,3,26,881.833,1302.167,39,143.9,320.105,275.289,NA,0.667,0.667,-90,-90
116,3,27,883.5,1299.167,40,157.6,323.537,272.772,NA,3.432,3.432,-60.945,29.055
117,3,28,885.5,1297.833,41,158.5,325.94,271.971,NA,2.404,2.404,-33.69,27.255
118,3,29,885.5,1297.833,42,166.9,325.94,271.971,NA,0,0,0,33.69
119,3,30,885.5,1297.833,43,158.7,325.94,271.971,NA,0,0,0,0
120,3,31,873.5,1367.5,47,132.9,396.633,337.676,NA,70.693,17.673,99.773,99.773
121,3,32,873.5,1367.5,48,155.3,396.633,337.676,NA,0,0,0,-99.773
122,3,33,873.5,1367.5,49,144.9,396.633,337.676,NA,0,0,0,0
123,3,34,873.5,1367.5,50,129.3,396.633,337.676,NA,0,0,0,0
124,3,35,873.5,1367.5,51,138.6,396.633,337.676,NA,0,0,0,0
125,3,36,873.5,1367.5,52,137.6,396.633,337.676,NA,0,0,0,0
126,3,37,873.5,1367.5,53,128.6,396.633,337.676,NA,0,0,0,0
127,3,38,873.5,1367.5,54,137.5,396.633,337.676,NA,0,0,0,0
128,3,41,873.5,1367.5,55,137.8,396.633,337.676,NA,0,0,0,0
129,4,1,583.833,1208.833,0,174.1,0,0,NA,NA,NA,NA,NA
130,4,2,583.833,1208.833,1,168.1,0,0,NA,0,0,0,NA
131,4,3,583.833,1208.833,2,174.1,0,0,NA,0,0,0,0
132,4,4,583.833,1208.833,3,169.2,0,0,NA,0,0,0,0
133,4,5,583.833,1208.833,4,172.5,0,0,NA,0,0,0,0
134,4,6,583.833,1208.833,5,169,0,0,NA,0,0,0,0
135,4,7,583.833,1208.833,6,180.9,0,0,NA,0,0,0,0
136,4,8,583.833,1208.833,7,184.6,0,0,NA,0,0,0,0
137,4,9,583.833,1208.833,8,181.9,0,0,NA,0,0,0,0
138,4,10,583.833,1208.833,9,175.1,0,0,NA,0,0,0,0
139,4,11,583.833,1208.833,10,173.7,0,0,NA,0,0,0,0
140,4,12,583.833,1208.833,11,176,0,0,NA,0,0,0,0
141,4,13,533.833,1243.167,14,93.2,60.653,60.653,NA,60.653,20.218,145.524,145.524
142,4,14,533.833,1243.167,15,114.1,60.653,60.653,NA,0,0,0,-145.524
143,4,15,533.833,1243.167,16,163.6,60.653,60.653,NA,0,0,0,0
144,4,16,533.833,1243.167,17,175.9,60.653,60.653,NA,0,0,0,0
145,4,17,533.833,1243.167,18,173.1,60.653,60.653,NA,0,0,0,0
146,4,18,533.833,1243.167,19,159.8,60.653,60.653,NA,0,0,0,0
147,4,19,533.833,1243.167,20,164.6,60.653,60.653,NA,0,0,0,0
148,4,20,533.833,1243.167,21,158.6,60.653,60.653,NA,0,0,0,0
149,4,21,533.833,1243.167,22,152.6,60.653,60.653,NA,0,0,0,0
150,4,22,533.833,1243.167,23,168.2,60.653,60.653,NA,0,0,0,0
151,4,23,533.833,1243.167,24,164.6,60.653,60.653,NA,0,0,0,0
152,4,24,533.833,1243.167,25,141.3,60.653,60.653,NA,0,0,0,0
153,4,25,533.833,1243.167,26,70.3,60.653,60.653,NA,0,0,0,0
154,4,26,550.833,1260.5,28,177.8,84.931,61.306,NA,24.278,12.139,45.556,45.556
155,4,27,550.833,1260.5,29,175.5,84.931,61.306,NA,0,0,0,-45.556
156,4,28,550.833,1260.5,30,184.7,84.931,61.306,NA,0,0,0,0
157,4,29,550.833,1260.5,31,164.8,84.931,61.306,NA,0,0,0,0
158,4,30,550.833,1260.5,32,170.6,84.931,61.306,NA,0,0,0,0
159,4,31,550.833,1260.5,33,175.7,84.931,61.306,NA,0,0,0,0
160,4,32,550.833,1260.5,34,176,84.931,61.306,NA,0,0,0,0
161,4,33,550.833,1260.5,35,172.7,84.931,61.306,NA,0,0,0,0
162,4,34,550.833,1260.5,36,164.5,84.931,61.306,NA,0,0,0,0
163,4,35,550.833,1260.5,37,157.5,84.931,61.306,NA,0,0,0,0
164,4,36,551.833,1347.5,41,186.7,171.937,142.311,NA,87.006,21.751,89.341,89.341
165,4,37,551.833,1347.5,42,190.2,171.937,142.311,NA,0,0,0,-89.341
166,4,38,551.833,1347.5,43,180.7,171.937,142.311,NA,0,0,0,0
167,4,39,551.167,1345.5,44,188,174.045,140.517,NA,2.108,2.108,-108.435,-108.435
168,4,40,551.167,1345.5,45,175.3,174.045,140.517,NA,0,0,0,108.435
169,4,41,551.167,1345.5,46,177.7,174.045,140.517,NA,0,0,0,0
170,4,42,551.167,1345.5,47,168.2,174.045,140.517,NA,0,0,0,0
171,4,43,551.167,1345.5,48,174.2,174.045,140.517,NA,0,0,0,0
172,4,44,551.167,1345.5,49,170.6,174.045,140.517,NA,0,0,0,0
173,4,45,561.5,1390.5,52,162.8,220.217,183.034,NA,46.171,15.39,77.067,77.067
174,4,46,561.5,1390.5,53,84.8,220.217,183.034,NA,0,0,0,-77.067
175,4,47,561.5,1390.5,54,30.5,220.217,183.034,NA,0,0,0,0
176,4,49,561.5,1390.5,55,18.9,220.217,183.034,NA,0,0,0,0
177,5,1,754.833,985.5,0,165.7,0,0,NA,NA,NA,NA,NA
178,5,2,754.833,985.5,1,151.7,0,0,NA,0,0,0,NA
179,5,3,754.833,985.5,2,150.7,0,0,NA,0,0,0,0
180,5,4,754.833,985.5,3,151.7,0,0,NA,0,0,0,0
181,5,5,754.833,985.5,4,158.7,0,0,NA,0,0,0,0
182,5,6,754.833,985.5,5,170,0,0,NA,0,0,0,0
183,5,7,722.833,982.833,8,141,32.111,32.111,NA,32.111,10.704,-175.236,-175.236
184,5,8,798.5,1060.833,13,122.3,140.782,87.074,NA,108.671,21.734,45.87,-138.894
185,5,9,796.5,1062.167,14,119.3,143.186,87.258,NA,2.404,2.404,146.31,100.44
186,5,10,796.5,1062.167,15,109.6,143.186,87.258,NA,0,0,0,-146.31
187,5,11,796.5,1062.167,16,98.4,143.186,87.258,NA,0,0,0,0
188,5,12,796.5,1062.167,17,120.2,143.186,87.258,NA,0,0,0,0
189,5,13,796.5,1062.167,18,153.1,143.186,87.258,NA,0,0,0,0
190,5,14,796.5,1062.167,19,174.1,143.186,87.258,NA,0,0,0,0
191,5,15,796.5,1062.167,20,175.1,143.186,87.258,NA,0,0,0,0
192,5,16,796.5,1062.167,21,158.5,143.186,87.258,NA,0,0,0,0
193,5,17,796.5,1062.167,22,126.2,143.186,87.258,NA,0,0,0,0
194,5,18,816.833,1131.833,26,139.1,215.759,158.926,NA,72.573,18.143,73.729,73.729
195,5,19,816.833,1131.833,27,151.8,215.759,158.926,NA,0,0,0,-73.729
196,5,20,816.833,1131.833,28,151.1,215.759,158.926,NA,0,0,0,0
197,5,21,816.833,1131.833,29,136.7,215.759,158.926,NA,0,0,0,0
198,5,22,816.833,1131.833,30,129.9,215.759,158.926,NA,0,0,0,0
199,5,23,816.833,1131.833,31,121.6,215.759,158.926,NA,0,0,0,0
200,5,24,816.833,1131.833,32,112.5,215.759,158.926,NA,0,0,0,0
201,5,25,816.833,1131.833,33,108.7,215.759,158.926,NA,0,0,0,0
202,5,26,816.833,1131.833,34,120.4,215.759,158.926,NA,0,0,0,0
203,5,27,816.833,1131.833,35,141.3,215.759,158.926,NA,0,0,0,0
204,5,28,816.833,1131.833,36,160.1,215.759,158.926,NA,0,0,0,0
205,5,29,800.833,1212.167,41,107.4,297.67,231.287,NA,81.911,16.382,101.264,101.264
206,5,30,800.833,1212.167,42,107.2,297.67,231.287,NA,0,0,0,-101.264
207,5,31,800.833,1212.167,43,67,297.67,231.287,NA,0,0,0,0
208,5,32,802.5,1208.5,44,128.8,301.698,228.038,NA,4.028,4.028,-65.556,-65.556
209,5,33,802.5,1208.5,45,110.8,301.698,228.038,NA,0,0,0,65.556
210,5,34,802.5,1208.5,46,114.4,301.698,228.038,NA,0,0,0,0
211,5,35,799.167,1204.167,47,167.7,307.165,223.116,NA,5.467,5.467,-127.569,-127.569
212,5,36,799.167,1204.167,48,150.4,307.165,223.116,NA,0,0,0,127.569
213,5,37,797.167,1204.167,49,132.1,309.165,222.727,NA,2,2,180,180
214,5,38,795.167,1204.167,50,122.5,311.165,222.355,NA,2,2,180,0
215,5,39,795.167,1261.167,54,131.8,368.165,278.602,NA,57,14.25,90,-90
216,5,41,795.167,1261.167,55,127.5,368.165,278.602,NA,0,0,0,-90
217,6,1,588.167,1054.167,0,151.3,0,0,NA,NA,NA,NA,NA
218,6,2,588.167,1054.167,1,150.3,0,0,NA,0,0,0,NA
219,6,3,588.167,1054.167,2,157.3,0,0,NA,0,0,0,0
220,6,4,588.167,1054.167,3,157.9,0,0,NA,0,0,0,0
221,6,5,590.167,1051.5,4,157.8,3.333,3.333,NA,3.333,3.333,-53.13,-53.13
222,6,6,590.167,1051.5,5,155.4,3.333,3.333,NA,0,0,0,53.13
223,6,7,590.167,1051.5,6,159.7,3.333,3.333,NA,0,0,0,0
224,6,8,590.167,1051.5,7,152,3.333,3.333,NA,0,0,0,0
225,6,9,590.167,1051.5,8,149.4,3.333,3.333,NA,0,0,0,0
226,6,10,590.167,1051.5,9,154.4,3.333,3.333,NA,0,0,0,0
227,6,11,590.167,1051.5,10,157.8,3.333,3.333,NA,0,0,0,0
228,6,12,590.167,1051.5,11,161.4,3.333,3.333,NA,0,0,0,0
229,6,13,590.167,1051.5,12,158.5,3.333,3.333,NA,0,0,0,0
230,6,14,590.167,1051.5,13,155.2,3.333,3.333,NA,0,0,0,0
231,6,15,590.167,1051.5,14,156.9,3.333,3.333,NA,0,0,0,0
232,6,16,590.167,1051.5,15,153.1,3.333,3.333,NA,0,0,0,0
233,6,17,612.5,1108.5,20,164.4,64.552,59.533,NA,61.219,12.244,68.604,68.604
234,6,18,612.5,1108.5,21,168.3,64.552,59.533,NA,0,0,0,-68.604
235,6,19,610.167,1106.833,22,163.9,67.42,57.077,NA,2.867,2.867,-144.462,-144.462
236,6,20,610.167,1106.833,23,169.5,67.42,57.077,NA,0,0,0,144.462
237,6,21,610.167,1106.833,24,173.5,67.42,57.077,NA,0,0,0,0
238,6,22,610.167,1106.833,25,180.5,67.42,57.077,NA,0,0,0,0
239,6,23,610.167,1106.833,26,169.5,67.42,57.077,NA,0,0,0,0
240,6,24,614.167,1104.167,27,156.7,72.227,56.356,NA,4.807,4.807,-33.69,-33.69
241,6,25,619.167,1097.5,28,164.1,80.561,53.28,NA,8.333,8.333,-53.13,-19.44
242,6,26,623.5,1093.833,29,142.7,86.237,53.121,NA,5.676,5.676,-40.236,12.894
243,6,27,624.167,1093.5,30,129.9,86.982,53.321,NA,0.745,0.745,-26.565,13.671
244,6,28,613.167,1175.5,35,164.8,169.717,123.882,NA,82.735,16.547,97.64,124.205
245,6,29,610.167,1173.5,36,174.2,173.322,121.344,NA,3.606,3.606,-146.31,116.05
246,6,30,610.167,1173.5,37,160,173.322,121.344,NA,0,0,0,146.31
247,6,31,611.5,1171.5,38,186.9,175.726,119.631,NA,2.404,2.404,-56.31,-56.31
248,6,32,613.5,1168.5,39,173.1,179.332,117.106,NA,3.606,3.606,-56.31,0
249,6,33,615.833,1165.167,40,161.5,183.401,114.396,NA,4.069,4.069,-55.008,1.302
250,6,34,619.5,1163.5,41,162.4,187.428,113.735,NA,4.028,4.028,-24.444,30.564
251,6,35,620.5,1165.5,42,169.3,189.664,115.933,NA,2.236,2.236,63.435,87.879
252,6,36,627.167,1250.5,47,199.8,274.925,200.169,NA,85.261,17.052,85.515,22.08
253,6,37,627.167,1250.5,48,201,274.925,200.169,NA,0,0,0,-85.515
254,6,38,627.167,1250.5,49,183.9,274.925,200.169,NA,0,0,0,0
255,6,39,627.5,1246.833,50,173.8,278.607,196.641,NA,3.682,3.682,-84.806,-84.806
256,6,40,627.5,1246.833,51,168.2,278.607,196.641,NA,0,0,0,84.806
257,6,41,627.5,1246.833,52,163.8,278.607,196.641,NA,0,0,0,0
258,6,42,627.5,1246.833,53,171.4,278.607,196.641,NA,0,0,0,0
259,6,43,627.5,1246.833,54,176.6,278.607,196.641,NA,0,0,0,0
260,6,46,627.5,1246.833,55,170.5,278.607,196.641,NA,0,0,0,0
261,7,4,780,1238,0,152.8,0,0,NA,NA,NA,NA,NA
262,7,5,780,1238,1,158.8,0,0,NA,0,0,0,NA
263,7,6,780,1238,2,153.8,0,0,NA,0,0,0,0
264,7,7,780,1238,3,158.5,0,0,NA,0,0,0,0
265,7,8,773,1243,4,136.7,8.602,8.602,NA,8.602,8.602,144.462,144.462
266,7,9,765,1253,5,97.2,21.409,21.213,NA,12.806,12.806,128.66,-15.803
267,7,10,754,1260,6,104.6,34.447,34.059,NA,13.038,13.038,147.529,18.869
268,7,11,751,1263,7,95.3,38.69,38.288,NA,4.243,4.243,135,-12.529
269,7,12,751,1263,8,140.5,38.69,38.288,NA,0,0,0,-135
270,7,13,749,1270,9,111.4,45.97,44.553,NA,7.28,7.28,105.945,105.945
271,7,14,744,1275,10,119.2,53.041,51.624,NA,7.071,7.071,135,29.055
272,7,15,739,1278,11,127.7,58.872,57.28,NA,5.831,5.831,149.036,14.036
273,7,16,736,1282,12,101,63.872,62.225,NA,5,5,126.87,-22.166
274,7,17,732,1287,13,96.5,70.275,68.593,NA,6.403,6.403,128.66,1.79
275,7,18,729,1294,14,115.5,77.891,75.743,NA,7.616,7.616,113.199,-15.461
276,7,19,725,1296,15,162.2,82.363,79.931,NA,4.472,4.472,153.435,40.236
277,7,20,725,1299,16,164.1,85.363,82.134,NA,3,3,90,-63.435
278,7,21,723,1305,17,141.1,91.687,87.966,NA,6.325,6.325,108.435,18.435
279,7,22,725,1312,18,122.9,98.967,92.201,NA,7.28,7.28,74.055,-34.38
280,7,23,728,1318,19,136.6,105.676,95.415,NA,6.708,6.708,63.435,-10.62
281,7,24,725,1323,20,158.9,111.507,101.242,NA,5.831,5.831,120.964,57.529
282,7,25,722,1331,21,109,120.051,109.604,NA,8.544,8.544,110.556,-10.408
283,7,26,719,1332,22,168.5,123.213,112.058,NA,3.162,3.162,161.565,51.009
284,7,27,717,1341,23,88.5,132.432,120.739,NA,9.22,9.22,102.529,-59.036
285,7,28,718,1344,24,146,135.595,122.801,NA,3.162,3.162,71.565,-30.964
286,7,29,717,1348,25,119.9,139.718,126.764,NA,4.123,4.123,104.036,32.471
287,7,30,719,1354,26,46.7,146.042,131.061,NA,6.325,6.325,71.565,-32.471
