Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,532.5,1109,0,152.1,0,0,NA,NA,NA,NA,NA
2,1,2,532.5,1109,1,147.3,0,0,NA,0,0,0,NA
3,1,3,532.5,1109,2,140,0,0,NA,0,0,0,0
4,1,4,532.5,1109,3,156.7,0,0,NA,0,0,0,0
5,1,5,532.5,1109,4,155,0,0,NA,0,0,0,0
6,1,6,532.5,1109,5,153,0,0,NA,0,0,0,0
7,1,7,532.5,1109,6,141.6,0,0,NA,0,0,0,0
8,1,8,532.5,1109,7,148.6,0,0,NA,0,0,0,0
9,1,9,532.5,1109,8,146,0,0,NA,0,0,0,0
10,1,10,532.5,1109,9,146,0,0,NA,0,0,0,0
11,1,11,532.5,1109,10,161.3,0,0,NA,0,0,0,0
12,1,12,532.5,1109,11,158,0,0,NA,0,0,0,0
13,1,13,532.5,1109,12,150.4,0,0,NA,0,0,0,0
14,1,14,532.5,1109,13,149.8,0,0,NA,0,0,0,0
15,1,15,532.5,1109,14,156.8,0,0,NA,0,0,0,0
16,1,16,532.5,1109,15,154.1,0,0,NA,0,0,0,0
17,1,17,532.5,1109,16,147.3,0,0,NA,0,0,0,0
18,1,18,532.5,1109,17,151.7,0,0,NA,0,0,0,0
19,1,19,532.5,1109,18,145,0,0,NA,0,0,0,0
20,1,20,532.5,1109,19,133.3,0,0,NA,0,0,0,0
21,1,21,532.5,1109,20,140.1,0,0,NA,0,0,0,0
22,1,23,532,1114.5,22,137.1,5.523,5.523,NA,5.523,2.761,95.194,95.194
23,1,24,532,1114.5,23,137.1,5.523,5.523,NA,0,0,0,-95.194
24,1,25,532,1114.5,24,141.6,5.523,5.523,NA,0,0,0,0
25,1,26,532,1114.5,25,139.3,5.523,5.523,NA,0,0,0,0
26,1,27,583.5,1158.5,30,160.1,73.259,71.072,NA,67.737,13.547,40.51,40.51
27,1,28,583.5,1158.5,31,164.2,73.259,71.072,NA,0,0,0,-40.51
28,1,29,583.5,1158.5,32,159.5,73.259,71.072,NA,0,0,0,0
29,1,30,583.5,1158.5,33,168.7,73.259,71.072,NA,0,0,0,0
30,1,31,583.5,1158.5,34,168.2,73.259,71.072,NA,0,0,0,0
31,1,32,583.5,1158.5,35,165.2,73.259,71.072,NA,0,0,0,0
32,1,33,583.5,1158.5,36,164.7,73.259,71.072,NA,0,0,0,0
33,1,34,583.5,1158.5,37,163.7,73.259,71.072,NA,0,0,0,0
34,1,35,587.5,1157.5,38,136,77.382,73.33,NA,4.123,4.123,-14.036,-14.036
35,1,36,587.5,1157.5,39,158.2,77.382,73.33,NA,0,0,0,14.036
36,1,37,587.5,1157.5,40,153.2,77.382,73.33,NA,0,0,0,0
37,1,38,587.5,1157.5,41,170.7,77.382,73.33,NA,0,0,0,0
38,1,39,587.5,1157.5,42,161.4,77.382,73.33,NA,0,0,0,0
