Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,630.167,1316.5,0,161.5,0,0,NA,NA,NA,NA,NA
2,1,2,630.167,1316.5,1,165.5,0,0,NA,0,0,0,NA
3,1,3,630.167,1316.5,2,167.4,0,0,NA,0,0,0,0
4,1,4,630.167,1316.5,3,175.4,0,0,NA,0,0,0,0
5,1,5,630.167,1316.5,4,159.9,0,0,NA,0,0,0,0
6,1,6,630.167,1316.5,5,163.3,0,0,NA,0,0,0,0
7,1,7,630.167,1316.5,6,153.3,0,0,NA,0,0,0,0
8,1,8,630.167,1316.5,7,172,0,0,NA,0,0,0,0
9,1,9,630.167,1316.5,8,160.4,0,0,NA,0,0,0,0
10,1,10,630.167,1316.5,9,153.9,0,0,NA,0,0,0,0
11,1,11,630.167,1316.5,10,153.9,0,0,NA,0,0,0,0
12,1,12,630.167,1316.5,11,143.7,0,0,NA,0,0,0,0
13,1,13,630.167,1316.5,12,140.7,0,0,NA,0,0,0,0
14,1,14,631.5,1318.5,13,161.1,2.404,2.404,NA,2.404,2.404,56.31,56.31
15,1,15,631.5,1318.5,14,166.1,2.404,2.404,NA,0,0,0,-56.31
16,1,16,694.833,1342.5,20,156.1,70.132,69.698,NA,67.728,11.288,20.754,20.754
17,1,17,694.833,1342.5,21,162.7,70.132,69.698,NA,0,0,0,-20.754
18,1,18,694.833,1342.5,22,160.5,70.132,69.698,NA,0,0,0,0
19,1,19,694.833,1342.5,23,158.3,70.132,69.698,NA,0,0,0,0
20,1,20,694.833,1342.5,24,172.3,70.132,69.698,NA,0,0,0,0
21,1,21,694.833,1342.5,25,172.9,70.132,69.698,NA,0,0,0,0
22,1,22,694.833,1342.5,26,160.6,70.132,69.698,NA,0,0,0,0
23,1,23,694.833,1342.5,27,170.5,70.132,69.698,NA,0,0,0,0
24,1,24,694.833,1342.5,28,156.8,70.132,69.698,NA,0,0,0,0
25,1,25,694.833,1342.5,29,156.3,70.132,69.698,NA,0,0,0,0
26,1,26,697.5,1343.167,30,163.6,72.881,72.422,NA,2.749,2.749,14.036,14.036
27,1,27,739.5,1396.167,36,152.8,140.505,135.28,NA,67.624,11.271,51.605,37.569
28,1,28,738.167,1396.167,37,153.9,141.838,134.204,NA,1.333,1.333,180,128.395
29,1,29,738.167,1396.167,38,142.4,141.838,134.204,NA,0,0,0,-180
30,1,30,738.167,1396.167,39,163.6,141.838,134.204,NA,0,0,0,0
31,1,31,738.167,1396.167,40,147.2,141.838,134.204,NA,0,0,0,0
32,1,32,738.167,1396.167,41,160.1,141.838,134.204,NA,0,0,0,0
33,1,33,738.167,1396.167,42,151.7,141.838,134.204,NA,0,0,0,0
34,1,34,738.167,1396.167,43,152.1,141.838,134.204,NA,0,0,0,0
35,1,35,799.167,1390.5,49,168.2,203.101,184.491,NA,61.263,10.21,-5.307,-5.307
36,1,36,799.167,1390.5,50,154.1,203.101,184.491,NA,0,0,0,5.307
37,1,37,799.167,1390.5,51,153.1,203.101,184.491,NA,0,0,0,0
38,1,38,799.167,1390.5,52,168.4,203.101,184.491,NA,0,0,0,0
39,1,39,799.167,1390.5,53,169.4,203.101,184.491,NA,0,0,0,0
40,1,40,799.167,1390.5,54,160,203.101,184.491,NA,0,0,0,0
41,1,41,799.167,1390.5,55,135.6,203.101,184.491,NA,0,0,0,0
42,1,42,799.167,1390.5,56,138.3,203.101,184.491,NA,0,0,0,0
43,1,43,799.167,1390.5,57,133.3,203.101,184.491,NA,0,0,0,0
44,1,44,799.167,1390.5,58,139.3,203.101,184.491,NA,0,0,0,0
45,1,45,847.5,1436.833,66,143.3,270.055,248.423,NA,66.954,8.369,43.79,43.79
46,1,46,847.5,1436.833,67,133.1,270.055,248.423,NA,0,0,0,-43.79
47,1,49,847.5,1436.833,68,131.6,270.055,248.423,NA,0,0,0,0
48,2,1,378.5,1308.833,0,177.6,0,0,NA,NA,NA,NA,NA
49,2,2,378.5,1308.833,1,190.5,0,0,NA,0,0,0,NA
50,2,3,378.5,1308.833,2,179.7,0,0,NA,0,0,0,0
51,2,4,378.5,1308.833,3,194.6,0,0,NA,0,0,0,0
52,2,5,378.5,1308.833,4,198.5,0,0,NA,0,0,0,0
53,2,6,378.5,1308.833,5,188.5,0,0,NA,0,0,0,0
54,2,7,420.833,1335.5,7,126.1,50.032,50.032,NA,50.032,25.016,32.208,32.208
55,2,8,423.5,1335.5,8,182.7,52.699,52.308,NA,2.667,2.667,0,-32.208
56,2,9,423.5,1335.5,9,179,52.699,52.308,NA,0,0,0,0
57,2,10,423.5,1335.5,10,163.7,52.699,52.308,NA,0,0,0,0
58,2,11,423.5,1335.5,11,168.3,52.699,52.308,NA,0,0,0,0
59,2,12,423.5,1335.5,12,174.3,52.699,52.308,NA,0,0,0,0
60,2,13,423.5,1335.5,13,175.1,52.699,52.308,NA,0,0,0,0
61,2,14,423.5,1335.5,14,164.6,52.699,52.308,NA,0,0,0,0
62,2,15,423.5,1335.5,15,172.9,52.699,52.308,NA,0,0,0,0
63,2,16,423.5,1335.5,16,157.9,52.699,52.308,NA,0,0,0,0
64,2,17,423.5,1335.5,17,167.5,52.699,52.308,NA,0,0,0,0
65,2,18,423.5,1335.5,18,164.1,52.699,52.308,NA,0,0,0,0
