fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA60,g150,2_00-00-02,4,3.1511, ,0,1,"(311.75, 1138.0)",1,"(404.25, 1230.5)",1,"(247.25, 1318.25)",1,"(521.5, 1271.0)",1,"(237.75, 1428.25)",1,"(431.0, 1425.75)","(359.0, 1200.0)","(341.0, 1276.0)",0.1939220729762399,14.352194866873559,6,"(313.0, 1420.5)"
CA60,g150,2_00-00-02,4,3.1511, ,1,1,"(311.75, 1138.0)",0,0,1,"(247.25, 1318.25)",1,"(521.5, 1271.0)",0,0,1,"(431.0, 1425.75)","(366.0, 1189.5)","(343.0, 1262.0)",0.1347025768570205,9.969353165685494,4,"(310.5, 1407.5)"
CA60,g150,2_00-00-02,4,3.1511, ,2,1,"(311.75, 1138.0)",0,0,1,"(247.25, 1318.25)",1,"(521.5, 1271.0)",0,0,1,"(431.0, 1425.75)","(369.0, 1181.0)","(345.5, 1252.5)",0.16582888649384278,12.27301491258242,4,"(306.0, 1394.0)"
CA60,g150,2_00-00-02,4,3.1511, ,3,1,"(311.75, 1138.0)",0,0,1,"(247.25, 1318.25)",1,"(521.5, 1271.0)",0,0,1,"(424.75, 1421.0)","(375.5, 1169.0)","(344.0, 1240.5)",0.1648337620298039,12.199365636842524,4,"(303.5, 1382.5)"
CA60,g150,2_00-00-02,4,3.1511, ,4,1,"(311.75, 1138.0)",0,0,1,"(247.25, 1318.25)",1,"(521.5, 1271.0)",1,"(247.75, 1338.25)",1,"(424.5, 1418.25)","(377.0, 1155.0)","(347.5, 1229.0)",0.1659705600664529,12.283500189943473,5,"(318.0, 1367.5)"
CA60,g150,2_00-00-02,4,3.1511, ,5,1,"(311.75, 1138.0)",0,0,0,0,1,"(517.75, 1273.0)",1,"(247.75, 1338.25)",1,"(424.5, 1416.0)","(380.0, 1145.0)","(355.0, 1219.5)",0.21907616131592672,16.213851830462076,4,"(319.0, 1361.5)"
CA60,g150,2_00-00-02,4,3.1511, ,6,1,"(311.75, 1138.0)",1,"(493.25, 1093.75)",0,0,1,"(517.75, 1273.0)",1,"(247.75, 1338.25)",1,"(424.5, 1416.0)","(388.5, 1138.5)","(360.5, 1204.5)",0.06856180641162588,5.074267157638526,5,"(320.0, 1352.5)"
CA60,g150,2_00-00-02,4,3.1511, ,7,1,"(311.75, 1138.0)",1,"(493.25, 1093.75)",0,0,1,"(517.75, 1273.0)",1,"(247.75, 1338.25)",0,0,"(396.5, 1133.0)","(363.5, 1200.5)",0.09198531587794584,6.807843780284632,4,"(324.0, 1348.0)"
CA60,g150,2_00-00-02,4,3.1511, ,8,1,"(311.75, 1138.0)",1,"(493.25, 1093.75)",0,0,1,"(517.75, 1273.0)",1,"(247.75, 1338.25)",0,0,"(402.0, 1126.5)","(366.5, 1194.5)",0.09549554606862569,7.067636319375282,4,"(325.5, 1340.5)"
CA60,g150,2_00-00-02,4,3.1511, ,9,1,"(311.75, 1138.0)",1,"(493.25, 1093.75)",1,"(246.75, 1174.5)",1,"(517.75, 1273.0)",1,"(247.75, 1338.25)",0,0,"(403.0, 1118.0)","(369.0, 1188.0)",0.09696103648811995,7.176097433436779,5,"(326.0, 1338.0)"
CA60,g150,2_00-00-02,4,3.1511, ,10,1,"(311.75, 1138.0)",1,"(493.25, 1093.75)",1,"(246.75, 1174.5)",1,"(517.75, 1273.0)",1,"(247.75, 1338.25)",0,0,"(397.0, 1113.5)","(370.0, 1181.0)",0.08913034833511364,6.596547304930084,5,"(327.0, 1330.5)"
CA60,g150,2_00-00-02,4,3.1511, ,11,0,0,1,"(493.25, 1093.75)",1,"(246.75, 1174.5)",1,"(517.75, 1273.0)",1,"(247.75, 1338.25)",0,0,"(399.5, 1105.5)","(372.5, 1175.0)",0.10375283983291182,7.67875957811115,4,"(327.0, 1325.5)"
CA60,g150,2_00-00-02,4,3.1511, ,12,0,0,1,"(493.25, 1093.75)",1,"(246.75, 1174.5)",1,"(516.25, 1275.25)",1,"(247.75, 1338.25)",0,0,"(398.5, 1097.5)","(371.5, 1167.5)",0.1309871472292309,9.694373792714758,4,"(329.5, 1320.0)"
CA60,g150,2_00-00-02,4,3.1511, ,13,0,0,1,"(493.25, 1093.75)",1,"(246.75, 1174.5)",1,"(516.25, 1275.25)",1,"(247.75, 1338.25)",0,0,"(399.5, 1091.0)","(372.5, 1158.0)",0.0738433254002913,5.465152983862684,4,"(332.5, 1314.0)"
CA60,g150,2_00-00-02,4,3.1511, ,14,0,0,1,"(493.25, 1093.75)",1,"(246.75, 1174.5)",1,"(516.25, 1275.25)",1,"(247.75, 1338.25)",1,"(455.5, 1294.25)","(399.5, 1086.0)","(374.5, 1153.0)",0.0738433254002913,5.465152983862684,5,"(333.5, 1304.5)"
CA60,g150,2_00-00-02,4,3.1511, ,15,1,"(338.25, 992.25)",1,"(493.25, 1093.75)",1,"(246.75, 1174.5)",1,"(513.0, 1278.5)",0,0,1,"(455.5, 1294.25)","(399.5, 1083.0)","(376.5, 1148.0)",0.08672458750250948,6.4184966697305645,5,"(335.5, 1299.5)"
