fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA60,g100,1_00-01-57,5,3.1511, ,0,1,"(232.25, 1074.0)",1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",1,"(443.5, 1242.5)",1,"(187.5, 1270.75)",1,"(378.25, 1264.0)","(346.5, 1057.0)","(310.0, 1132.5)",0.0,0.0,6,"(269.5, 1274.5)"
CA60,g100,1_00-01-57,5,3.1511, ,1,0,0,1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",1,"(443.5, 1242.5)",1,"(185.25, 1272.75)",1,"(378.25, 1264.0)","(346.5, 1057.0)","(310.0, 1132.5)",0.0,0.0,5,"(269.5, 1274.5)"
CA60,g100,1_00-01-57,5,3.1511, ,2,0,0,1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",1,"(443.25, 1247.0)",1,"(185.25, 1272.75)",0,0,"(345.5, 1048.5)","(310.0, 1132.5)",0.10996944273676021,8.315793766722052,4,"(272.5, 1265.5)"
CA60,g100,1_00-01-57,5,3.1511, ,3,0,0,1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",1,"(443.25, 1247.0)",1,"(185.25, 1272.75)",0,0,"(343.5, 1042.0)","(311.5, 1124.5)",0.1330653406570016,10.062285511903832,4,"(273.0, 1252.5)"
CA60,g100,1_00-01-57,5,3.1511, ,4,0,0,1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",0,0,0,0,1,"(391.0, 1240.0)","(342.0, 1033.5)","(307.5, 1115.5)",0.10892705482520551,8.236969298017936,3,"(267.5, 1248.5)"
CA60,g100,1_00-01-57,5,3.1511, ,5,1,"(275.0, 948.25)",1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",0,0,0,0,1,"(391.0, 1240.0)","(340.5, 1028.0)","(303.5, 1108.5)",0.0821826128997587,6.214577823411081,4,"(265.5, 1238.0)"
CA60,g100,1_00-01-57,5,3.1511, ,6,1,"(275.0, 948.25)",1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",0,0,0,0,1,"(391.0, 1240.0)","(338.5, 1020.5)","(302.5, 1102.5)",0.17103228662723555,12.9333129972073,4,"(268.0, 1232.5)"
CA60,g100,1_00-01-57,5,3.1511, ,7,1,"(275.0, 948.25)",1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",0,0,0,0,1,"(391.0, 1240.0)","(337.0, 1007.5)","(304.5, 1090.0)",0.12817411802582632,9.692415503874951,4,"(272.5, 1226.0)"
CA60,g100,1_00-01-57,5,3.1511, ,8,1,"(275.0, 948.25)",1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",1,"(495.25, 1110.75)",0,0,1,"(391.0, 1240.0)","(335.5, 999.5)","(307.5, 1081.0)",0.10892705482520551,8.236969298017936,5,"(276.5, 1217.0)"
CA60,g100,1_00-01-57,5,3.1511, ,9,1,"(275.0, 948.25)",1,"(454.0, 1063.25)",1,"(191.75, 1120.5)",1,"(495.25, 1110.75)",1,"(221.0, 1172.5)",1,"(391.0, 1240.0)","(334.5, 993.0)","(308.5, 1073.0)",0.06228142636440143,4.7096673789956345,6,"(282.5, 1204.0)"
CA60,g100,1_00-01-57,5,3.1511, ,10,1,"(275.0, 948.25)",0,0,1,"(191.75, 1120.5)",1,"(495.25, 1110.75)",1,"(221.0, 1172.5)",1,"(391.0, 1240.0)","(334.0, 984.5)","(309.5, 1068.5)",0.040532215004485575,3.0650109020973404,5,"(283.0, 1196.0)"
CA60,g100,1_00-01-57,5,3.1511, ,11,1,"(275.0, 948.25)",0,0,1,"(191.75, 1120.5)",1,"(495.25, 1110.75)",1,"(213.5, 1176.75)",1,"(391.0, 1240.0)","(334.0, 980.0)","(309.5, 1065.5)",0.09553534695394293,7.224299977612422,5,"(283.5, 1194.5)"
CA60,g100,1_00-01-57,5,3.1511, ,12,1,"(275.0, 948.25)",0,0,0,0,1,"(495.25, 1110.75)",1,"(213.5, 1176.75)",1,"(391.0, 1240.0)","(338.5, 974.5)","(310.5, 1058.5)",0.12456285272880285,9.419334757991269,4,"(286.5, 1185.5)"
CA60,g100,1_00-01-57,5,3.1511, ,13,1,"(275.0, 948.25)",1,"(457.75, 934.5)",0,0,1,"(495.25, 1110.75)",1,"(213.5, 1176.75)",0,0,"(343.0, 969.0)","(317.5, 1052.5)",0.1386085866732995,10.481460962124862,4,"(290.5, 1180.0)"
CA60,g100,1_00-01-57,5,3.1511, ,14,1,"(275.0, 948.25)",1,"(457.75, 934.5)",0,0,1,"(495.25, 1110.75)",1,"(213.5, 1176.75)",0,0,"(347.5, 962.0)","(324.5, 1045.0)",0.08807923784847775,6.6604754816417735,4,"(292.0, 1174.0)"
CA60,g100,1_00-01-57,5,3.1511, ,15,1,"(275.0, 948.25)",1,"(457.75, 934.5)",1,"(207.0, 1029.5)",1,"(495.25, 1110.75)",1,"(213.5, 1176.75)",0,0,"(349.0, 953.5)","(328.0, 1039.5)",0.10573825270011113,7.995834850345538,5,"(294.0, 1164.0)"
CA60,g100,1_00-01-57,5,3.1511, ,16,1,"(275.0, 948.25)",1,"(457.75, 934.5)",1,"(207.0, 1029.5)",1,"(495.25, 1110.75)",1,"(213.5, 1176.75)",1,"(400.0, 1146.25)","(348.0, 948.0)","(331.5, 1032.5)",0.06408705901291316,4.8462077519374755,6,"(298.0, 1161.5)"
CA60,g100,1_00-01-57,5,3.1511, ,17,0,0,1,"(457.75, 934.5)",1,"(207.0, 1029.5)",1,"(495.25, 1110.75)",1,"(213.5, 1176.75)",1,"(400.0, 1146.25)","(348.5, 946.5)","(333.0, 1028.0)",0.0835593018518695,6.3186818465085,5,"(304.0, 1156.0)"
CA60,g100,1_00-01-57,5,3.1511, ,18,0,0,1,"(457.75, 934.5)",1,"(207.0, 1029.5)",0,0,1,"(213.5, 1176.75)",1,"(400.0, 1146.25)","(349.5, 940.5)","(334.5, 1022.0)",0.07461549125846625,5.6423586558799865,4,"(307.0, 1151.5)"
CA60,g100,1_00-01-57,5,3.1511, ,19,0,0,1,"(457.75, 934.5)",1,"(207.0, 1029.5)",0,0,0,0,1,"(400.0, 1146.25)","(348.5, 932.5)","(335.0, 1016.5)",0.17680493099123426,13.369835351281186,3,"(306.5, 1144.5)"
CA60,g100,1_00-01-57,5,3.1511, ,20,0,0,1,"(457.75, 934.5)",1,"(207.0, 1029.5)",0,0,0,0,1,"(400.0, 1146.25)","(347.0, 914.5)","(336.5, 1003.5)",0.20266107502242786,15.3250545104867,3,"(307.5, 1135.5)"
CA60,g100,1_00-01-57,5,3.1511, ,21,1,"(277.5, 838.75)",1,"(457.75, 934.5)",1,"(207.0, 1029.5)",0,0,0,0,1,"(400.0, 1146.25)","(350.5, 902.5)","(336.5, 988.5)",0.2233362235705172,16.888491290227527,4,"(310.0, 1118.5)"
CA60,g100,1_00-01-57,5,3.1511, ,22,1,"(277.5, 838.75)",1,"(457.75, 934.5)",1,"(207.0, 1029.5)",1,"(508.5, 977.25)",0,0,1,"(400.0, 1146.25)","(355.0, 889.0)","(335.5, 972.0)",0.12456285272880285,9.419334757991269,5,"(313.0, 1107.5)"
CA60,g100,1_00-01-57,5,3.1511, ,23,1,"(277.5, 838.75)",1,"(457.75, 934.5)",1,"(207.0, 1029.5)",1,"(508.5, 977.25)",0,0,1,"(400.0, 1146.25)","(352.5, 884.0)","(333.5, 963.0)",0.10996944273676021,8.315793766722052,5,"(312.5, 1098.5)"
CA60,g100,1_00-01-57,5,3.1511, ,24,1,"(277.5, 838.75)",1,"(457.75, 934.5)",1,"(207.0, 1029.5)",1,"(508.5, 977.25)",1,"(226.5, 1068.25)",1,"(400.0, 1146.25)","(354.0, 878.0)","(335.0, 955.0)",0.1179774505545684,8.921352364073483,6,"(312.0, 1091.5)"
CA60,g100,1_00-01-57,5,3.1511, ,25,1,"(277.5, 838.75)",0,0,0,0,1,"(508.5, 977.25)",1,"(226.5, 1068.25)",0,0,"(355.5, 868.5)","(337.0, 946.5)",0.13578123981453663,10.267659447819266,3,"(312.0, 1084.0)"
