fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA62,g60,1_00-00-10,3,2.8657, ,0,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1200.5)"
CA62,g60,1_00-00-10,3,2.8657, ,1,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1200.5)"
CA62,g60,1_00-00-10,3,2.8657, ,2,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1200.0)"
CA62,g60,1_00-00-10,3,2.8657, ,3,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1199.5)"
CA62,g60,1_00-00-10,3,2.8657, ,4,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1199.5)"
CA62,g60,1_00-00-10,3,2.8657, ,5,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1199.5)"
CA62,g60,1_00-00-10,3,2.8657, ,6,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1199.5)"
CA62,g60,1_00-00-10,3,2.8657, ,7,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1199.5)"
CA62,g60,1_00-00-10,3,2.8657, ,8,1,"(731.25, 926.75)",1,"(853.25, 1136.0)",1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.0,0.0,6,"(668.0, 1199.5)"
CA62,g60,1_00-00-10,3,2.8657, ,9,1,"(731.25, 926.75)",0,0,1,"(601.25, 1061.75)",1,"(843.25, 1207.5)",1,"(600.0, 1150.25)",1,"(690.5, 1282.25)","(796.0, 1026.5)","(752.5, 1098.5)",0.04784195164606866,3.5439576514881566,5,"(668.0, 1199.5)"
