fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA40,glass,2_00-00-12,2,3.56, ,0,1,"(897.5, 1215.5)",1,"(678.167, 1287.5)",1,"(817.5, 1034.5)",1,"(583.833, 1208.833)",1,"(754.833, 985.5)",1,"(588.167, 1054.167)","(780.0, 1238.0)","(740.0, 1142.0)",0.0,0.0,6,"(670.0, 1022.0)"
CA40,glass,2_00-00-12,2,3.56, ,1,1,"(897.5, 1215.5)",1,"(678.167, 1287.5)",1,"(817.5, 1034.5)",1,"(583.833, 1208.833)",1,"(754.833, 985.5)",1,"(588.167, 1054.167)","(780.0, 1238.0)","(740.0, 1142.0)",0.0,0.0,6,"(670.0, 1022.0)"
CA40,glass,2_00-00-12,2,3.56, ,2,1,"(897.5, 1215.5)",1,"(678.167, 1287.5)",1,"(817.5, 1034.5)",1,"(583.833, 1208.833)",1,"(754.833, 985.5)",1,"(588.167, 1054.167)","(780.0, 1238.0)","(740.0, 1142.0)",0.0,0.0,6,"(670.0, 1022.0)"
CA40,glass,2_00-00-12,2,3.56, ,3,1,"(897.5, 1215.5)",1,"(678.167, 1287.5)",1,"(817.5, 1034.5)",1,"(583.833, 1208.833)",1,"(754.833, 985.5)",1,"(588.167, 1054.167)","(780.0, 1238.0)","(740.0, 1142.0)",0.0,0.0,6,"(670.0, 1022.0)"
CA40,glass,2_00-00-12,2,3.56, ,4,1,"(897.5, 1215.5)",0,0,1,"(817.5, 1034.5)",1,"(583.833, 1208.833)",1,"(754.833, 985.5)",1,"(590.167, 1051.5)","(773.0, 1243.0)","(740.0, 1142.0)",0.10253405595429911,6.39007359881376,5,"(672.0, 1023.0)"
CA40,glass,2_00-00-12,2,3.56, ,5,1,"(897.5, 1215.5)",0,0,0,0,1,"(583.833, 1208.833)",1,"(754.833, 985.5)",1,"(590.167, 1051.5)","(765.0, 1253.0)","(740.0, 1149.0)",0.17082032795796986,10.645774788344005,4,"(677.0, 1025.0)"
CA40,glass,2_00-00-12,2,3.56, ,6,1,"(897.5, 1215.5)",0,0,0,0,1,"(583.833, 1208.833)",0,0,1,"(590.167, 1051.5)","(754.0, 1260.0)","(734.0, 1159.0)",0.08909861623404453,5.55275717895889,3,"(683.0, 1029.0)"
CA40,glass,2_00-00-12,2,3.56, ,7,1,"(897.5, 1215.5)",0,0,0,0,1,"(583.833, 1208.833)",0,0,1,"(590.167, 1051.5)","(751.0, 1263.0)","(733.0, 1165.0)",0.07323861139592794,4.56433828486697,3,"(682.0, 1033.0)"
CA40,glass,2_00-00-12,2,3.56, ,8,1,"(897.5, 1215.5)",1,"(595.833, 1302.5)",1,"(844.833, 1089.5)",1,"(583.833, 1208.833)",1,"(722.833, 982.833)",1,"(590.167, 1051.5)","(751.0, 1263.0)","(736.0, 1169.0)",0.0,0.0,6,"(682.0, 1033.0)"
CA40,glass,2_00-00-12,2,3.56, ,9,1,"(897.5, 1215.5)",1,"(595.833, 1302.5)",1,"(844.833, 1089.5)",1,"(583.833, 1208.833)",0,0,1,"(590.167, 1051.5)","(749.0, 1270.0)","(736.0, 1169.0)",0.20715007505098804,12.909898211435245,5,"(681.0, 1038.0)"
