fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA40,g100,3_00-02-32,3,3.56, ,0,1,"(673.5, 955.167)",1,"(902.833, 997.167)",1,"(613.833, 1073.167)",1,"(933.167, 1185.167)",1,"(623.833, 1214.5)",0,0,"(792.167, 1044.167)","(785.167, 1108.167)",0.0,0.0,5,"(748.833, 1262.833)"
CA40,g100,3_00-02-32,3,3.56, ,1,1,"(673.5, 955.167)",1,"(902.833, 997.167)",1,"(613.833, 1073.167)",1,"(933.167, 1185.167)",1,"(623.833, 1214.5)",1,"(811.5, 1305.833)","(792.167, 1044.167)","(785.167, 1108.167)",0.0,0.0,6,"(748.833, 1262.833)"
CA40,g100,3_00-02-32,3,3.56, ,2,1,"(673.5, 955.167)",1,"(902.833, 997.167)",1,"(613.833, 1073.167)",1,"(933.167, 1185.167)",1,"(623.833, 1214.5)",1,"(811.5, 1305.833)","(792.167, 1044.167)","(785.167, 1108.167)",0.0,0.0,6,"(748.833, 1262.833)"
CA40,g100,3_00-02-32,3,3.56, ,3,1,"(673.5, 955.167)",1,"(902.833, 997.167)",1,"(613.833, 1073.167)",1,"(933.167, 1185.167)",1,"(623.833, 1214.5)",1,"(811.5, 1305.833)","(792.167, 1044.167)","(785.167, 1108.167)",0.0,0.0,6,"(748.833, 1262.833)"
CA40,g100,3_00-02-32,3,3.56, ,4,1,"(673.5, 955.167)",1,"(902.833, 997.167)",1,"(613.833, 1073.167)",1,"(933.167, 1185.167)",1,"(623.833, 1214.5)",1,"(811.5, 1305.833)","(785.833, 1040.167)","(785.167, 1108.167)",0.0,0.0,6,"(748.833, 1262.833)"
CA40,g100,3_00-02-32,3,3.56, ,5,1,"(673.5, 955.167)",1,"(902.833, 997.167)",0,0,1,"(933.167, 1185.167)",1,"(623.833, 1214.5)",0,0,"(784.167, 1033.833)","(785.167, 1108.167)",0.09252122973079624,6.782252637566004,4,"(748.833, 1262.833)"
CA40,g100,3_00-02-32,3,3.56, ,6,1,"(673.5, 955.167)",1,"(902.833, 997.167)",0,0,1,"(932.167, 1187.5)",1,"(623.833, 1214.5)",0,0,"(783.5, 1026.5)","(784.5, 1101.167)",0.05263088643570479,3.858097967186668,4,"(748.833, 1262.833)"
CA40,g100,3_00-02-32,3,3.56, ,7,1,"(673.5, 955.167)",1,"(902.833, 997.167)",0,0,1,"(931.167, 1192.833)",1,"(623.833, 1214.5)",1,"(831.5, 1261.833)","(782.167, 1016.167)","(784.5, 1097.167)",0.11971132659296815,8.77541795427989,5,"(746.833, 1256.5)"
CA40,g100,3_00-02-32,3,3.56, ,8,1,"(673.5, 955.167)",1,"(902.833, 997.167)",0,0,0,0,1,"(623.833, 1214.5)",1,"(831.5, 1261.833)","(779.167, 1010.167)","(783.167, 1088.167)",0.07353088272088426,5.3901685562041,4,"(743.167, 1247.833)"
CA40,g100,3_00-02-32,3,3.56, ,9,1,"(673.5, 955.167)",1,"(902.833, 997.167)",0,0,0,0,1,"(623.833, 1214.5)",1,"(831.5, 1261.833)","(776.5, 1007.833)","(781.5, 1082.833)",0.09416349737951171,6.902638781637999,4,"(736.833, 1239.5)"
CA40,g100,3_00-02-32,3,3.56, ,10,1,"(673.5, 955.167)",1,"(902.833, 997.167)",0,0,0,0,1,"(623.833, 1214.5)",1,"(831.5, 1261.833)","(774.167, 1001.833)","(778.167, 1076.5)",0.07468879348166556,5.475049002932112,4,"(732.5, 1233.167)"
CA40,g100,3_00-02-32,3,3.56, ,11,1,"(673.5, 955.167)",1,"(902.833, 997.167)",1,"(565.167, 1034.833)",1,"(895.833, 1152.167)",1,"(623.833, 1214.5)",1,"(831.5, 1261.833)","(773.167, 997.5)","(774.5, 1072.167)",0.06325688620786901,4.63703503050964,6,"(729.5, 1228.167)"
