fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA40,g150,1_00-03-07,1,3.56, ,0,1,"(670.833, 969.5)",1,"(510.167, 851.5)",1,"(757.5, 861.5)",1,"(525.833, 695.833)",1,"(814.5, 756.5)",1,"(611.167, 651.167)","(582.833, 868.833)","(642.5, 808.833)",0.0,0.0,6,"(746.5, 677.167)"
CA40,g150,1_00-03-07,1,3.56, ,1,1,"(670.833, 969.5)",1,"(510.167, 851.5)",1,"(757.5, 861.5)",1,"(525.833, 695.833)",1,"(814.5, 756.5)",1,"(611.167, 651.167)","(582.833, 868.833)","(642.5, 808.833)",0.0,0.0,6,"(746.5, 677.167)"
CA40,g150,1_00-03-07,1,3.56, ,2,1,"(670.833, 969.5)",1,"(510.167, 851.5)",1,"(757.5, 861.5)",1,"(525.833, 695.833)",1,"(814.5, 756.5)",1,"(611.167, 651.167)","(582.833, 868.833)","(642.5, 808.833)",0.03855197476490532,2.567279118639644,6,"(746.5, 677.167)"
CA40,g150,1_00-03-07,1,3.56, ,3,1,"(670.833, 969.5)",0,0,1,"(757.5, 861.5)",1,"(525.833, 695.833)",1,"(814.5, 756.5)",1,"(611.167, 651.167)","(582.833, 868.833)","(639.833, 809.5)",0.07120303539406064,4.741600581180508,5,"(746.5, 677.167)"
CA40,g150,1_00-03-07,1,3.56, ,4,1,"(670.833, 969.5)",0,0,1,"(757.5, 861.5)",1,"(525.833, 695.833)",1,"(814.5, 756.5)",1,"(611.167, 651.167)","(573.5, 871.5)","(637.833, 814.167)",0.12714645594329443,8.467022593338141,5,"(738.5, 683.167)"
CA40,g150,1_00-03-07,1,3.56, ,5,1,"(670.833, 969.5)",0,0,1,"(757.5, 861.5)",1,"(525.833, 695.833)",0,0,1,"(611.167, 651.167)","(566.833, 875.5)","(629.167, 816.833)",0.13022216565667405,8.671842330078183,4,"(729.167, 688.5)"
CA40,g150,1_00-03-07,1,3.56, ,6,1,"(670.833, 969.5)",0,0,1,"(757.5, 861.5)",1,"(525.833, 695.833)",0,0,1,"(611.167, 651.167)","(560.167, 884.167)","(620.5, 820.167)",0.1389709354458644,9.254446311600292,4,"(720.5, 689.833)"
CA40,g150,1_00-03-07,1,3.56, ,7,1,"(670.5, 969.833)",0,0,1,"(757.5, 861.5)",1,"(525.833, 695.833)",0,0,1,"(611.167, 651.167)","(549.5, 887.5)","(613.167, 826.833)",0.1094358956329291,7.287629009961982,4,"(711.167, 693.167)"
CA40,g150,1_00-03-07,1,3.56, ,8,1,"(670.5, 969.833)",1,"(427.833, 890.5)",1,"(757.5, 861.5)",1,"(525.833, 695.833)",1,"(740.5, 787.833)",1,"(611.167, 651.167)","(541.5, 890.167)","(605.833, 829.5)",0.1460367358363553,9.724976859246745,6,"(698.5, 695.167)"
CA40,g150,1_00-03-07,1,3.56, ,9,1,"(670.5, 969.833)",1,"(427.833, 890.5)",1,"(757.5, 861.5)",1,"(525.833, 695.833)",1,"(740.5, 787.833)",1,"(611.167, 651.167)","(536.833, 894.167)","(597.833, 836.167)",0.15073933816323304,10.038135726741379,6,"(685.833, 696.5)"
