fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA62,g100,3_00-00-04,1,2.8657, ,0,1,"(643.5, 945.25)",1,"(473.75, 1094.25)",1,"(669.5, 908.25)",1,"(382.0, 954.75)",1,"(553.0, 785.0)",1,"(443.0, 862.0)","(560.0, 1042.5)","(540.0, 954.0)",0.0,0.0,6,"(489.0, 836.0)"
CA62,g100,3_00-00-04,1,2.8657, ,1,1,"(643.5, 945.25)",1,"(473.75, 1094.25)",1,"(669.5, 908.25)",1,"(382.0, 954.75)",1,"(553.0, 785.0)",1,"(443.0, 862.0)","(560.0, 1042.5)","(540.0, 954.0)",0.0,0.0,6,"(489.0, 836.0)"
CA62,g100,3_00-00-04,1,2.8657, ,2,1,"(643.5, 945.25)",1,"(473.75, 1094.25)",1,"(669.5, 908.25)",1,"(382.0, 954.75)",1,"(553.0, 785.0)",1,"(443.0, 862.0)","(560.0, 1042.5)","(540.0, 954.0)",0.0,0.0,6,"(489.0, 836.0)"
CA62,g100,3_00-00-04,1,2.8657, ,3,1,"(643.5, 945.25)",1,"(473.75, 1094.25)",1,"(669.5, 908.25)",1,"(382.0, 954.75)",1,"(553.0, 785.0)",1,"(443.0, 862.0)","(560.0, 1042.5)","(540.0, 954.0)",0.0,0.0,6,"(489.0, 836.0)"
CA62,g100,3_00-00-04,1,2.8657, ,4,1,"(643.5, 945.25)",1,"(473.75, 1094.25)",1,"(669.5, 908.25)",1,"(382.0, 954.75)",1,"(553.0, 785.0)",1,"(443.0, 862.0)","(560.0, 1042.5)","(540.0, 954.0)",0.0,0.0,6,"(489.0, 836.0)"
CA62,g100,3_00-00-04,1,2.8657, ,5,0,0,1,"(473.75, 1094.25)",1,"(669.5, 908.25)",1,"(382.0, 954.75)",1,"(553.0, 785.0)",1,"(441.5, 856.25)","(560.0, 1042.5)","(540.0, 954.0)",0.0649061521945419,5.4041549095195345,5,"(489.0, 836.0)"
CA62,g100,3_00-00-04,1,2.8657, ,6,0,0,1,"(473.75, 1094.25)",1,"(669.5, 908.25)",1,"(389.0, 954.25)",1,"(553.0, 785.0)",1,"(441.5, 856.25)","(570.0, 1053.5)","(544.0, 957.0)",0.11932850892946541,9.935417916069975,5,"(495.0, 846.0)"
CA62,g100,3_00-00-04,1,2.8657, ,7,0,0,1,"(473.75, 1094.25)",1,"(669.5, 908.25)",0,0,1,"(553.0, 785.0)",1,"(441.5, 856.25)","(574.5, 1063.0)","(550.5, 963.5)",0.14815104713761695,12.335212944675828,4,"(495.5, 853.5)"
CA62,g100,3_00-00-04,1,2.8657, ,8,0,0,1,"(473.75, 1094.25)",1,"(669.5, 908.25)",0,0,1,"(553.0, 785.0)",1,"(441.5, 856.25)","(593.0, 1070.5)","(556.0, 973.5)",0.2069885585914583,17.234086404839545,4,"(509.5, 862.5)"
CA62,g100,3_00-00-04,1,2.8657, ,9,0,0,1,"(473.75, 1094.25)",1,"(669.5, 903.75)",0,0,0,0,1,"(441.5, 856.25)","(603.0, 1077.0)","(568.0, 984.0)",0.19740435527739655,16.436095495776296,3,"(513.5, 873.5)"
CA62,g100,3_00-00-04,1,2.8657, ,10,1,"(731.25, 1059.0)",1,"(473.75, 1094.25)",1,"(668.25, 901.25)",1,"(459.0, 1058.5)",0,0,1,"(441.5, 856.25)","(613.5, 1079.0)","(578.5, 995.0)",0.11034045873072125,9.187063346183209,5,"(516.5, 878.5)"
CA62,g100,3_00-00-04,1,2.8657, ,11,1,"(731.25, 1059.0)",1,"(473.75, 1094.25)",1,"(668.25, 901.25)",1,"(459.0, 1058.5)",0,0,1,"(441.5, 856.25)","(618.5, 1092.0)","(578.5, 1003.5)",0.04680449196609807,3.8969915253646277,5,"(520.0, 882.5)"
CA62,g100,3_00-00-04,1,2.8657, ,12,1,"(731.25, 1059.0)",0,0,1,"(668.25, 901.25)",1,"(459.0, 1058.5)",0,0,0,0,"(622.0, 1095.0)","(581.5, 1005.5)",0.019471845658362574,1.6212464728558607,3,"(524.0, 891.0)"
CA62,g100,3_00-00-04,1,2.8657, ,13,1,"(731.25, 1059.0)",0,0,1,"(668.25, 901.25)",1,"(459.0, 1058.5)",1,"(626.0, 852.5)",0,0,"(629.0, 1095.0)","(583.0, 1005.5)",0.08437799785290448,7.025401382375395,4,"(526.0, 892.0)"
CA62,g100,3_00-00-04,1,2.8657, ,14,1,"(731.25, 1059.0)",0,0,0,0,1,"(459.0, 1058.5)",1,"(626.0, 852.5)",0,0,"(638.0, 1095.5)","(589.0, 1008.0)",0.11091168148886314,9.234623957442205,3,"(530.5, 897.0)"
CA62,g100,3_00-00-04,1,2.8657, ,15,1,"(731.25, 1059.0)",0,0,0,0,1,"(459.0, 1058.5)",1,"(626.0, 852.5)",0,0,"(654.0, 1101.5)","(597.0, 1011.0)",0.16624086251015063,13.841390113594503,3,"(541.5, 911.0)"
CA62,g100,3_00-00-04,1,2.8657, ,16,1,"(731.25, 1059.0)",0,0,0,0,1,"(459.0, 1058.5)",1,"(626.0, 852.5)",0,0,"(666.0, 1111.0)","(607.0, 1019.0)",0.17464459399350302,14.541093688964692,3,"(548.0, 920.5)"
CA62,g100,3_00-00-04,1,2.8657, ,17,1,"(731.25, 1059.0)",1,"(612.0, 1206.25)",0,0,1,"(459.0, 1058.5)",1,"(626.0, 852.5)",1,"(505.5, 971.0)","(676.0, 1124.0)","(617.0, 1028.0)",0.2453589916626204,20.42884926245582,5,"(555.5, 933.5)"
CA62,g100,3_00-00-04,1,2.8657, ,18,1,"(731.25, 1059.0)",1,"(612.0, 1206.25)",1,"(756.75, 976.5)",1,"(459.0, 1058.5)",1,"(626.0, 852.5)",1,"(505.5, 971.0)","(679.0, 1130.5)","(628.5, 1043.0)",0.1607000829908229,13.380058948065045,6,"(564.5, 939.5)"
CA62,g100,3_00-00-04,1,2.8657, ,19,0,0,1,"(612.0, 1206.25)",1,"(756.75, 976.5)",0,0,1,"(626.0, 852.5)",1,"(505.5, 971.0)","(691.5, 1137.0)","(637.5, 1051.5)",0.12246468303154052,10.19653909022367,4,"(572.0, 947.5)"
CA62,g100,3_00-00-04,1,2.8657, ,20,0,0,1,"(612.0, 1206.25)",1,"(756.75, 976.5)",0,0,0,0,1,"(505.5, 971.0)","(701.5, 1139.0)","(645.5, 1056.5)",0.24800605930790307,20.649246915488895,3,"(581.5, 956.0)"
CA62,g100,3_00-00-04,1,2.8657, ,21,0,0,1,"(612.0, 1206.25)",1,"(756.75, 976.5)",0,0,0,0,1,"(510.0, 968.75)","(711.5, 1145.5)","(659.5, 1069.5)",0.17656382298191123,14.700890725293563,3,"(591.5, 966.5)"
CA62,g100,3_00-00-04,1,2.8657, ,22,0,0,1,"(612.0, 1206.25)",1,"(756.75, 976.5)",1,"(568.25, 1181.25)",0,0,1,"(510.0, 968.75)","(719.0, 1154.5)","(670.5, 1077.5)",0.12932459206594513,10.767702374961607,4,"(599.5, 974.0)"
CA62,g100,3_00-00-04,1,2.8657, ,23,0,0,1,"(612.0, 1206.25)",1,"(756.75, 976.5)",1,"(568.25, 1181.25)",0,0,0,0,"(724.5, 1166.0)","(673.5, 1087.0)",0.10645400468918863,8.863473070392114,3,"(608.5, 986.0)"
CA62,g100,3_00-00-04,1,2.8657, ,24,1,"(839.0, 1139.25)",1,"(612.0, 1206.25)",1,"(756.75, 976.5)",1,"(568.25, 1181.25)",0,0,0,0,"(723.5, 1178.5)","(678.5, 1093.5)",0.20901393519645944,17.402721404041724,4,"(617.0, 994.5)"
CA62,g100,3_00-00-04,1,2.8657, ,25,1,"(839.0, 1139.25)",0,0,1,"(756.75, 976.5)",1,"(568.25, 1181.25)",0,0,0,0,"(728.5, 1188.5)","(688.0, 1106.5)",0.08708074107896573,7.250434643174944,3,"(622.0, 1001.0)"
CA62,g100,3_00-00-04,1,2.8657, ,26,1,"(839.0, 1139.25)",0,0,1,"(756.75, 976.5)",1,"(568.25, 1181.25)",1,"(696.5, 963.5)",0,0,"(736.5, 1196.5)","(691.0, 1112.5)",0.08261204464347605,6.878366249586904,4,"(629.5, 1006.5)"
