fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA58,g150,1_0-03-00,3,3.1732, ,0,1,"(1146.0, 500.75)",1,"(1224.0, 722.0)",1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1169.0, 613.5)","(1088.5, 644.0)",0.0,0.0,6,"(973.5, 715.0)"
CA58,g150,1_0-03-00,3,3.1732, ,1,1,"(1146.0, 500.75)",1,"(1224.0, 722.0)",1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1169.0, 613.5)","(1088.5, 644.0)",0.0,0.0,6,"(973.5, 715.0)"
CA58,g150,1_0-03-00,3,3.1732, ,2,1,"(1146.0, 500.75)",1,"(1224.0, 722.0)",1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1169.0, 613.5)","(1088.5, 644.0)",0.0,0.0,6,"(973.5, 715.0)"
CA58,g150,1_0-03-00,3,3.1732, ,3,1,"(1146.0, 500.75)",1,"(1224.0, 722.0)",1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1169.0, 613.5)","(1088.5, 644.0)",0.0,0.0,6,"(973.5, 715.0)"
CA58,g150,1_0-03-00,3,3.1732, ,4,1,"(1146.0, 500.75)",1,"(1224.0, 722.0)",1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1169.0, 613.5)","(1088.5, 644.0)",0.0,0.0,6,"(973.5, 715.0)"
CA58,g150,1_0-03-00,3,3.1732, ,5,1,"(1146.0, 500.75)",1,"(1224.0, 722.0)",1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1169.0, 613.5)","(1088.5, 644.0)",0.0,0.0,6,"(973.5, 715.0)"
CA58,g150,1_0-03-00,3,3.1732, ,6,1,"(1146.0, 500.75)",1,"(1224.0, 722.0)",1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1169.0, 613.5)","(1088.5, 644.0)",0.0,0.0,6,"(973.5, 715.0)"
CA58,g150,1_0-03-00,3,3.1732, ,7,1,"(1146.0, 500.75)",1,"(1224.0, 722.0)",1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1169.0, 613.5)","(1088.5, 644.0)",0.0894198626571527,6.186620265132072,6,"(973.5, 715.0)"
CA58,g150,1_0-03-00,3,3.1732, ,8,1,"(1146.0, 500.75)",0,0,1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1174.5, 616.5)","(1095.0, 643.0)",0.11735972385739583,8.119673016165066,5,"(980.0, 711.0)"
CA58,g150,1_0-03-00,3,3.1732, ,9,1,"(1146.0, 500.75)",0,0,1,"(1015.5, 524.25)",1,"(1163.5, 769.0)",1,"(935.5, 613.0)",1,"(997.0, 832.5)","(1183.5, 617.0)","(1103.5, 641.5)",0.08599455198565195,5.949636045016134,5,"(984.0, 708.0)"
