fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA60,g24,1_00-01-05,1,3.1511, ,0,1,"(1028.0, 719.75)",1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1211.75, 511.25)",1,"(1255.0, 798.5)",1,"(1332.0, 619.0)","(1067.0, 619.0)","(1164.5, 660.5)",0.0,0.0,6,"(1287.5, 725.0)"
CA60,g24,1_00-01-05,1,3.1511, ,1,1,"(1028.0, 719.75)",1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1211.75, 511.25)",1,"(1255.0, 798.5)",1,"(1332.0, 619.0)","(1067.0, 619.0)","(1164.5, 660.5)",0.0,0.0,6,"(1287.5, 725.0)"
CA60,g24,1_00-01-05,1,3.1511, ,2,1,"(1028.0, 719.75)",1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1211.75, 511.25)",1,"(1255.0, 798.5)",1,"(1332.0, 619.0)","(1067.0, 619.0)","(1164.5, 660.5)",0.0,0.0,6,"(1287.5, 725.0)"
CA60,g24,1_00-01-05,1,3.1511, ,3,0,0,1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1211.75, 511.25)",1,"(1255.0, 798.5)",1,"(1332.0, 619.0)","(1067.0, 619.0)","(1164.5, 660.5)",0.0,0.0,5,"(1287.5, 725.0)"
CA60,g24,1_00-01-05,1,3.1511, ,4,0,0,1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1211.75, 511.25)",1,"(1255.0, 798.5)",1,"(1332.0, 619.0)","(1061.0, 610.5)","(1164.5, 660.5)",0.15872686588930068,11.473885670140104,5,"(1276.5, 723.0)"
CA60,g24,1_00-01-05,1,3.1511, ,5,0,0,1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1211.75, 511.25)",0,0,1,"(1332.0, 619.0)","(1057.0, 596.0)","(1156.5, 651.0)",0.11730669779085078,8.479746835879698,4,"(1259.5, 721.5)"
CA60,g24,1_00-01-05,1,3.1511, ,6,0,0,1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1213.75, 507.0)",0,0,1,"(1332.0, 619.0)","(1055.0, 586.0)","(1148.5, 646.5)",0.10881953304914246,7.866235333813497,4,"(1254.0, 721.0)"
CA60,g24,1_00-01-05,1,3.1511, ,7,0,0,1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1213.75, 507.0)",0,0,1,"(1332.0, 619.0)","(1051.5, 579.5)","(1143.0, 640.0)",0.046079688105002035,3.330961460558564,4,"(1248.0, 720.0)"
CA60,g24,1_00-01-05,1,3.1511, ,8,0,0,1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1213.75, 507.0)",1,"(1175.25, 769.5)",0,0,"(1047.5, 574.0)","(1141.0, 637.0)",0.08900383583304015,6.433818439182446,4,"(1243.0, 720.0)"
CA60,g24,1_00-01-05,1,3.1511, ,9,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",1,"(1110.5, 772.75)",1,"(1213.75, 507.0)",1,"(1175.25, 769.5)",0,0,"(1042.0, 573.0)","(1134.5, 634.5)",0.17441586872116377,12.607996293207826,5,"(1238.0, 717.5)"
CA60,g24,1_00-01-05,1,3.1511, ,10,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",0,0,1,"(1213.75, 507.0)",1,"(1175.25, 769.5)",0,0,"(1038.5, 572.5)","(1122.5, 628.0)",0.046079688105002035,3.330961460558564,4,"(1231.0, 714.0)"
CA60,g24,1_00-01-05,1,3.1511, ,11,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",0,0,1,"(1213.75, 507.0)",1,"(1175.25, 769.5)",0,0,"(1031.0, 571.0)","(1119.5, 626.0)",0.05891383877318257,4.258703444343188,4,"(1225.5, 714.0)"
CA60,g24,1_00-01-05,1,3.1511, ,12,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",0,0,1,"(1213.75, 507.0)",1,"(1175.25, 769.5)",0,0,"(1023.0, 568.5)","(1115.0, 625.0)",0.1632918275589888,11.803872959897987,4,"(1214.5, 712.0)"
CA60,g24,1_00-01-05,1,3.1511, ,13,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",0,0,1,"(1219.5, 511.75)",1,"(1175.25, 769.5)",0,0,"(1010.5, 563.0)","(1104.0, 618.5)",0.1407274208620584,10.172760159903017,4,"(1199.0, 712.0)"
CA60,g24,1_00-01-05,1,3.1511, ,14,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",0,0,0,0,1,"(1175.25, 769.5)",1,"(1200.25, 597.25)","(1005.0, 558.0)","(1093.0, 619.0)",0.2789775829172491,20.166446763693802,4,"(1190.5, 711.5)"
CA60,g24,1_00-01-05,1,3.1511, ,15,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",1,"(972.75, 694.25)",0,0,1,"(1175.25, 769.5)",1,"(1200.25, 597.25)","(995.0, 556.0)","(1072.5, 626.5)",0.11519922026250509,8.32740365139641,5,"(1173.0, 709.5)"
CA60,g24,1_00-01-05,1,3.1511, ,16,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",1,"(972.75, 694.25)",0,0,0,0,1,"(1200.25, 597.25)","(985.0, 558.0)","(1063.5, 626.0)",0.12859834239129225,9.295985715463432,4,"(1170.0, 709.0)"
CA60,g24,1_00-01-05,1,3.1511, ,17,1,"(939.0, 613.25)",1,"(1062.5, 501.75)",1,"(972.75, 694.25)",0,0,0,0,1,"(1200.25, 597.25)","(975.0, 558.5)","(1054.5, 621.5)",0.1188627868372714,8.592231812579481,4,"(1164.0, 706.0)"
