fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA61,g60,1_00-00-17,3,3.3756, ,0,1,"(162.0, 937.75)",1,"(214.75, 965.75)",1,"(111.5, 789.0)",1,"(299.0, 943.25)",1,"(223.0, 725.25)",1,"(392.0, 843.0)","(166.0, 937.0)","(202.0, 838.5)",0.0,0.0,6,"(307.5, 772.5)"
CA61,g60,1_00-00-17,3,3.3756, ,1,1,"(162.0, 937.75)",1,"(214.75, 965.75)",1,"(111.5, 789.0)",1,"(299.0, 943.25)",1,"(223.0, 725.25)",1,"(392.0, 843.0)","(166.0, 937.0)","(202.0, 838.5)",0.0,0.0,6,"(307.5, 772.5)"
CA61,g60,1_00-00-17,3,3.3756, ,2,0,0,1,"(214.75, 965.75)",1,"(111.5, 789.0)",1,"(299.0, 943.25)",1,"(223.0, 725.25)",1,"(392.0, 843.0)","(166.0, 939.5)","(202.0, 838.5)",0.14933252424115442,11.5642119959593,5,"(307.5, 772.5)"
CA61,g60,1_00-00-17,3,3.3756, ,3,0,0,1,"(214.75, 965.75)",1,"(111.5, 789.0)",0,0,1,"(223.0, 725.25)",1,"(392.0, 843.0)","(171.0, 952.5)","(199.0, 849.0)",0.18244636437032177,14.12852589341676,4,"(300.5, 777.0)"
CA61,g60,1_00-00-17,3,3.3756, ,4,0,0,1,"(214.75, 965.75)",1,"(111.5, 789.0)",0,0,0,0,1,"(392.0, 843.0)","(174.5, 965.0)","(196.0, 862.0)",0.1779055722789644,13.776889954488725,3,"(284.0, 782.5)"
CA61,g60,1_00-00-17,3,3.3756, ,5,0,0,1,"(214.75, 965.75)",1,"(111.5, 789.0)",0,0,0,0,1,"(392.0, 843.0)","(190.5, 984.0)","(195.5, 875.0)",0.24954411315863143,19.324531220338002,3,"(283.0, 783.5)"
CA61,g60,1_00-00-17,3,3.3756, ,6,0,0,0,0,1,"(111.5, 789.0)",0,0,0,0,1,"(392.0, 843.0)","(203.5, 997.5)","(198.5, 893.0)",0.3171877090997984,24.56280659007215,2,"(277.5, 792.5)"
CA61,g60,1_00-00-17,3,3.3756, ,7,1,"(172.75, 1088.5)",0,0,1,"(111.5, 789.0)",1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(219.0, 1012.0)","(201.5, 916.0)",0.13275958673632404,10.28081466724244,5,"(275.0, 801.5)"
CA61,g60,1_00-00-17,3,3.3756, ,8,1,"(172.75, 1088.5)",0,0,0,0,1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(222.5, 1024.0)","(203.5, 925.5)",0.08888706556446707,6.8833556193443775,4,"(271.0, 807.5)"
CA61,g60,1_00-00-17,3,3.3756, ,9,1,"(172.75, 1088.5)",0,0,0,0,1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(223.0, 1032.5)","(203.5, 932.0)",0.15785517398774995,12.224200360434946,4,"(270.5, 809.0)"
CA61,g60,1_00-00-17,3,3.3756, ,10,1,"(172.75, 1088.5)",0,0,0,0,1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(228.0, 1033.5)","(207.0, 943.0)",0.061156160283885874,4.735892639433598,4,"(271.5, 810.5)"
CA61,g60,1_00-00-17,3,3.3756, ,11,1,"(172.75, 1088.5)",0,0,0,0,1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(231.5, 1033.5)","(211.0, 945.0)",0.09717865892359061,7.525451129859881,4,"(272.0, 812.5)"
CA61,g60,1_00-00-17,3,3.3756, ,12,1,"(172.75, 1088.5)",0,0,1,"(145.75, 900.25)",1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(240.0, 1038.0)","(216.5, 949.5)",0.1113058918182855,8.619454709727838,5,"(273.5, 817.5)"
CA61,g60,1_00-00-17,3,3.3756, ,13,1,"(172.75, 1088.5)",1,"(379.25, 1076.25)",1,"(145.75, 900.25)",1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(247.5, 1044.0)","(222.5, 955.0)",0.11025083585702242,8.537751873285163,6,"(272.5, 818.0)"
CA61,g60,1_00-00-17,3,3.3756, ,14,1,"(172.75, 1088.5)",1,"(379.25, 1076.25)",1,"(145.75, 900.25)",1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(250.0, 1047.0)","(226.5, 962.0)",0.11763622307976764,9.109671379434767,6,"(272.5, 818.5)"
CA61,g60,1_00-00-17,3,3.3756, ,15,1,"(172.75, 1088.5)",1,"(379.25, 1076.25)",1,"(145.75, 900.25)",1,"(396.5, 960.0)",1,"(188.5, 783.5)",1,"(392.0, 843.0)","(253.5, 1050.0)","(233.5, 967.0)",0.015289040070971469,1.1839731598583996,6,"(274.0, 820.0)"
CA61,g60,1_00-00-17,3,3.3756, ,16,1,"(172.75, 1088.5)",1,"(379.25, 1076.25)",1,"(145.75, 900.25)",1,"(396.5, 960.0)",0,0,1,"(392.0, 843.0)","(255.0, 1052.5)","(234.5, 967.5)",0.0773571037789636,5.990482997854692,5,"(274.0, 820.0)"
