fly,treatment,trial,iteration,body_length,limb_length,frame,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,head_pos,center_pos,COM_dist,COM_speed,num_feet_down,tail_pos
CA60,g60,1_00-00-34,3,3.1511, ,0,1,"(942.0, 164.0)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.0, 439.25)",1,"(749.75, 192.25)",1,"(763.5, 348.5)","(983.5, 268.0)","(904.0, 266.5)",0.0,0.0,6,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,1,1,"(942.0, 164.0)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.0, 439.25)",1,"(749.75, 192.25)",1,"(763.5, 348.5)","(983.5, 268.0)","(904.0, 266.5)",0.0,0.0,6,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,2,1,"(942.0, 164.0)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.0, 439.25)",1,"(749.75, 192.25)",1,"(763.5, 348.5)","(983.5, 268.0)","(904.0, 266.5)",0.0,0.0,6,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,3,1,"(942.0, 164.0)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.0, 439.25)",1,"(749.75, 192.25)",1,"(763.5, 348.5)","(983.5, 268.0)","(904.0, 266.5)",0.0,0.0,6,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,4,1,"(942.0, 164.0)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.0, 439.25)",1,"(749.75, 192.25)",1,"(763.5, 348.5)","(983.5, 268.0)","(904.0, 266.5)",0.0,0.0,6,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,5,1,"(942.0, 164.0)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.0, 439.25)",1,"(749.75, 192.25)",1,"(763.5, 348.5)","(983.5, 268.0)","(904.0, 266.5)",0.0,0.0,6,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,6,1,"(942.0, 164.0)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.0, 439.25)",1,"(749.75, 192.25)",1,"(763.5, 348.5)","(983.5, 268.0)","(904.0, 266.5)",0.0,0.0,6,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,7,1,"(942.0, 164.0)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.0, 439.25)",1,"(749.75, 192.25)",1,"(763.5, 348.5)","(983.5, 268.0)","(904.0, 266.5)",0.0,0.0,6,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,8,0,0,1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.5, 444.25)",1,"(749.75, 192.25)",1,"(759.75, 352.25)","(983.5, 268.0)","(904.0, 266.5)",0.10942483558023777,7.89121410434407,5,"(762.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,9,0,0,1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.5, 445.75)",1,"(749.75, 192.25)",0,0,"(996.0, 270.0)","(912.0, 265.5)",0.10269444919767338,7.405849701755293,4,"(772.5, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,10,0,0,1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.5, 445.75)",1,"(749.75, 192.25)",0,0,"(1002.5, 270.0)","(919.5, 264.5)",0.1426725302607181,10.288884393801787,4,"(779.5, 272.0)"
CA60,g60,1_00-00-34,3,3.1511, ,11,0,0,1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.5, 445.75)",1,"(749.75, 192.25)",0,0,"(1014.5, 263.5)","(929.0, 260.0)",0.06107616197398155,4.4045309115852085,4,"(788.0, 273.0)"
CA60,g60,1_00-00-34,3,3.1511, ,12,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.5, 445.75)",0,0,1,"(845.25, 370.5)","(1019.0, 263.5)","(933.5, 260.0)",0.19726842774688183,14.226088539438594,5,"(795.0, 271.0)"
CA60,g60,1_00-00-34,3,3.1511, ,13,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.5, 445.75)",0,0,1,"(845.25, 370.5)","(1028.0, 268.0)","(946.5, 253.5)",0.07464864241264413,5.383315558604144,5,"(801.5, 260.0)"
CA60,g60,1_00-00-34,3,3.1511, ,14,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",1,"(896.5, 445.75)",0,0,1,"(845.25, 370.5)","(1037.5, 270.0)","(952.0, 253.5)",0.0971641731527946,7.007031717749611,5,"(813.5, 259.0)"
CA60,g60,1_00-00-34,3,3.1511, ,15,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",0,0,0,0,1,"(845.25, 370.5)","(1043.0, 270.5)","(959.0, 255.0)",0.09230284620842881,6.65645525541554,4,"(823.0, 259.0)"
CA60,g60,1_00-00-34,3,3.1511, ,16,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",0,0,0,0,1,"(845.25, 370.5)","(1053.5, 273.5)","(965.5, 257.0)",0.0407174413159877,2.936353941056806,4,"(832.5, 264.0)"
CA60,g60,1_00-00-34,3,3.1511, ,17,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",1,"(869.25, 177.5)",0,0,1,"(874.5, 201.25)",1,"(845.25, 370.5)","(1064.0, 269.0)","(968.5, 257.0)",0.17019803883065554,12.27389703105689,5,"(842.0, 269.5)"
CA60,g60,1_00-00-34,3,3.1511, ,18,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",0,0,1,"(1026.5, 434.0)",1,"(874.5, 201.25)",1,"(843.5, 365.0)","(1069.0, 269.0)","(981.0, 258.0)",0.05428992175465027,3.9151385880757408,5,"(851.0, 275.5)"
CA60,g60,1_00-00-34,3,3.1511, ,19,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",0,0,1,"(1026.5, 434.0)",1,"(874.5, 201.25)",0,0,"(1080.0, 270.0)","(985.0, 258.0)",0.08848174712029491,6.380895225021268,4,"(859.5, 273.5)"
CA60,g60,1_00-00-34,3,3.1511, ,20,1,"(1066.25, 161.25)",1,"(1046.0, 366.0)",0,0,1,"(1026.5, 434.0)",1,"(874.5, 201.25)",0,0,"(1089.5, 270.5)","(991.5, 258.5)",0.19726842774688183,14.226088539438594,4,"(868.5, 271.5)"
CA60,g60,1_00-00-34,3,3.1511, ,21,1,"(1066.25, 161.25)",0,0,0,0,1,"(1026.5, 434.0)",1,"(874.5, 201.25)",0,0,"(1094.5, 269.5)","(1006.0, 257.5)",0.14379785215780105,10.370037415226038,3,"(873.0, 271.5)"
CA60,g60,1_00-00-34,3,3.1511, ,22,1,"(1066.25, 161.25)",0,0,0,0,1,"(1026.5, 434.0)",1,"(874.5, 201.25)",0,0,"(1108.0, 261.0)","(1016.0, 254.0)",0.16413725337035667,11.836821156516105,3,"(886.0, 272.5)"
CA60,g60,1_00-00-34,3,3.1511, ,23,1,"(1066.25, 161.25)",0,0,1,"(1028.5, 137.75)",1,"(1026.5, 434.0)",1,"(874.5, 201.25)",0,0,"(1114.5, 257.0)","(1026.5, 248.0)",0.15475008653801828,11.15986200995324,4,"(891.0, 268.0)"
CA60,g60,1_00-00-34,3,3.1511, ,24,1,"(1066.25, 161.25)",0,0,1,"(1028.5, 137.75)",1,"(1026.5, 434.0)",1,"(874.5, 201.25)",0,0,"(1128.5, 250.0)","(1037.5, 245.0)",0.22229469050210304,16.030867103517046,4,"(898.5, 267.0)"
CA60,g60,1_00-00-34,3,3.1511, ,25,1,"(1066.25, 161.25)",1,"(1182.5, 354.75)",1,"(1028.5, 137.75)",1,"(1026.5, 434.0)",0,0,0,0,"(1137.5, 246.5)","(1053.5, 241.5)",0.08925905412003438,6.43695101827171,4,"(908.0, 268.5)"
CA60,g60,1_00-00-34,3,3.1511, ,26,0,0,1,"(1182.5, 354.75)",1,"(1028.5, 137.75)",1,"(1026.5, 434.0)",0,0,1,"(968.0, 365.75)","(1142.0, 246.5)","(1060.0, 242.5)",0.08822112285130669,6.362100205623078,4,"(916.0, 268.0)"
CA60,g60,1_00-00-34,3,3.1511, ,27,0,0,1,"(1182.5, 354.75)",1,"(1028.5, 137.75)",1,"(1026.5, 434.0)",0,0,1,"(968.0, 365.75)","(1155.0, 245.0)","(1066.5, 242.5)",0.1171486695686806,8.448221363126006,4,"(926.0, 266.5)"
CA60,g60,1_00-00-34,3,3.1511, ,28,0,0,1,"(1182.5, 354.75)",1,"(1023.0, 141.25)",0,0,0,0,1,"(968.0, 365.75)","(1164.0, 245.0)","(1075.0, 244.0)",0.14395789433550105,10.381578918425557,3,"(934.5, 266.5)"
CA60,g60,1_00-00-34,3,3.1511, ,29,0,0,1,"(1182.5, 354.75)",1,"(1023.0, 141.25)",0,0,0,0,1,"(968.0, 365.75)","(1174.5, 238.0)","(1082.5, 236.5)",0.16315228024690115,11.765789440882296,3,"(948.0, 266.0)"
CA60,g60,1_00-00-34,3,3.1511, ,30,0,0,1,"(1182.75, 354.75)",1,"(1023.0, 141.25)",0,0,0,0,1,"(968.0, 365.75)","(1182.5, 227.5)","(1094.0, 233.0)",0.19194385911400139,13.842105224567408,3,"(959.0, 268.0)"
CA60,g60,1_00-00-34,3,3.1511, ,31,1,"(1211.75, 134.25)",1,"(1182.75, 354.75)",1,"(1023.0, 141.25)",0,0,0,0,1,"(968.0, 365.75)","(1185.0, 225.0)","(1108.0, 231.0)",0.09500736307063798,6.851492529132546,4,"(971.0, 266.0)"
CA60,g60,1_00-00-34,3,3.1511, ,32,1,"(1211.75, 134.25)",1,"(1182.75, 354.75)",1,"(1023.0, 141.25)",1,"(1160.0, 390.75)",0,0,1,"(969.25, 362.25)","(1193.0, 223.0)","(1115.0, 231.0)",0.07309004400380713,5.270916634889938,5,"(979.5, 266.0)"
