Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,995,378.75,0,47.9,0,0,NA,NA,NA,NA,NA
2,1,2,995,378.75,1,43.2,0,0,NA,0,0,0,NA
3,1,3,883.5,401.5,7,30.3,113.797,113.797,NA,113.797,18.966,168.468,168.468
4,1,4,883.5,401.5,8,38.6,113.797,113.797,NA,0,0,0,-168.468
5,1,5,883.5,401.5,9,44.3,113.797,113.797,NA,0,0,0,0
6,1,6,883.5,401.5,10,38.6,113.797,113.797,NA,0,0,0,0
7,1,7,883.5,401.5,11,39.6,113.797,113.797,NA,0,0,0,0
8,1,8,883.5,401.5,12,33.7,113.797,113.797,NA,0,0,0,0
9,1,9,883.5,401.5,13,31.6,113.797,113.797,NA,0,0,0,0
10,1,10,883.5,401.5,14,21.3,113.797,113.797,NA,0,0,0,0
11,1,11,883.5,401.5,15,14.3,113.797,113.797,NA,0,0,0,0
12,1,12,883.5,401.5,16,26.9,113.797,113.797,NA,0,0,0,0
13,1,13,759.5,427.5,21,45.6,240.494,240.493,NA,126.696,25.339,168.158,168.158
14,1,14,759.5,427.5,22,46.6,240.494,240.493,NA,0,0,0,-168.158
15,1,15,759.5,427.5,23,49.3,240.494,240.493,NA,0,0,0,0
16,1,16,759.5,427.5,24,50.3,240.494,240.493,NA,0,0,0,0
17,1,17,759.5,427.5,25,46.6,240.494,240.493,NA,0,0,0,0
18,1,18,759.5,427.5,26,40.7,240.494,240.493,NA,0,0,0,0
19,1,19,759.5,427.5,27,42.3,240.494,240.493,NA,0,0,0,0
20,1,20,759.5,427.5,28,42.3,240.494,240.493,NA,0,0,0,0
21,1,21,640.75,458.5,32,48.7,363.223,363.116,NA,122.73,30.682,165.369,165.369
22,1,22,640.75,458.5,33,41.7,363.223,363.116,NA,0,0,0,-165.369
23,1,23,640.75,458.5,34,45.6,363.223,363.116,NA,0,0,0,0
24,1,24,640.75,458.5,35,47.7,363.223,363.116,NA,0,0,0,0
25,1,25,640.75,458.5,36,43.6,363.223,363.116,NA,0,0,0,0
26,1,26,640.75,458.5,37,37.6,363.223,363.116,NA,0,0,0,0
27,1,27,640.75,458.5,38,33.7,363.223,363.116,NA,0,0,0,0
28,1,28,640.75,458.5,39,32.6,363.223,363.116,NA,0,0,0,0
29,1,29,640.75,458.5,40,33.7,363.223,363.116,NA,0,0,0,0
30,1,30,640.75,458.5,41,32.6,363.223,363.116,NA,0,0,0,0
31,1,31,640.75,458.5,42,35,363.223,363.116,NA,0,0,0,0
32,1,32,640.75,458.5,43,36.6,363.223,363.116,NA,0,0,0,0
33,1,33,640.75,458.5,44,38.6,363.223,363.116,NA,0,0,0,0
34,1,34,640.75,458.5,45,38.6,363.223,363.116,NA,0,0,0,0
35,1,35,640.75,458.5,46,40.7,363.223,363.116,NA,0,0,0,0
36,2,1,889.75,184.5,0,102.2,0,0,NA,NA,NA,NA,NA
37,2,2,889.75,184.5,1,96.2,0,0,NA,0,0,0,NA
38,2,3,889.75,184.5,2,98.2,0,0,NA,0,0,0,0
39,2,4,889.75,184.5,3,90.2,0,0,NA,0,0,0,0
40,2,5,889.75,184.5,4,89.2,0,0,NA,0,0,0,0
41,2,6,889.75,184.5,5,78.6,0,0,NA,0,0,0,0
42,2,7,889.75,184.5,6,76.5,0,0,NA,0,0,0,0
43,2,8,889.75,184.5,7,74.9,0,0,NA,0,0,0,0
44,2,9,770,216.25,12,108.5,123.888,123.888,NA,123.888,24.778,165.151,165.151
45,2,10,770,216.25,13,83.5,123.888,123.888,NA,0,0,0,-165.151
46,2,11,770,216.25,14,91.5,123.888,123.888,NA,0,0,0,0
47,2,12,770,216.25,15,81.9,123.888,123.888,NA,0,0,0,0
48,2,13,770,216.25,16,79.6,123.888,123.888,NA,0,0,0,0
49,2,14,770,216.25,17,81.8,123.888,123.888,NA,0,0,0,0
50,2,15,770,216.25,18,80.7,123.888,123.888,NA,0,0,0,0
51,2,16,770,216.25,19,82.3,123.888,123.888,NA,0,0,0,0
52,2,17,770,216.25,20,80.7,123.888,123.888,NA,0,0,0,0
53,2,18,770,216.25,21,78.3,123.888,123.888,NA,0,0,0,0
54,2,19,653,208.5,26,74.8,241.144,237.963,NA,117.256,23.451,-176.21,-176.21
55,2,20,653,208.5,27,73.5,241.144,237.963,NA,0,0,0,176.21
56,2,21,653,208.5,28,69.4,241.144,237.963,NA,0,0,0,0
57,2,22,653,208.5,29,68.2,241.144,237.963,NA,0,0,0,0
58,2,23,653,208.5,30,65.9,241.144,237.963,NA,0,0,0,0
59,2,24,653,208.5,31,65.7,241.144,237.963,NA,0,0,0,0
60,2,25,653,208.5,32,56.6,241.144,237.963,NA,0,0,0,0
61,2,26,653,208.5,33,55.7,241.144,237.963,NA,0,0,0,0
62,2,27,653,208.5,34,73.5,241.144,237.963,NA,0,0,0,0
63,2,28,518.5,209.25,39,101,375.646,372.074,NA,134.502,26.9,179.681,179.681
64,2,29,518.5,209.25,40,99.7,375.646,372.074,NA,0,0,0,-179.681
65,2,30,518.5,209.25,41,91.6,375.646,372.074,NA,0,0,0,0
66,2,31,518.5,209.25,42,81.9,375.646,372.074,NA,0,0,0,0
67,2,32,518.5,209.25,43,92.3,375.646,372.074,NA,0,0,0,0
68,2,33,518.5,209.25,44,90.2,375.646,372.074,NA,0,0,0,0
69,2,34,518.5,209.25,45,90.2,375.646,372.074,NA,0,0,0,0
70,2,35,518.5,209.25,46,87.9,375.646,372.074,NA,0,0,0,0
71,3,1,1058.5,423.75,0,51.3,0,0,NA,NA,NA,NA,NA
72,3,2,1058.5,423.75,1,30.3,0,0,NA,0,0,0,NA
73,3,3,1058.5,424,2,26.7,0.25,0.25,NA,0.25,0.25,90,90
74,3,4,1058.5,424,3,33.7,0.25,0.25,NA,0,0,0,-90
75,3,5,1058.5,424,4,31.6,0.25,0.25,NA,0,0,0,0
76,3,6,1058.5,424,5,33.7,0.25,0.25,NA,0,0,0,0
77,3,7,1058.5,424,6,39.6,0.25,0.25,NA,0,0,0,0
78,3,8,1058.5,424,7,37.3,0.25,0.25,NA,0,0,0,0
79,3,9,1058.5,424,8,43.3,0.25,0.25,NA,0,0,0,0
80,3,10,1058.5,424,9,51.3,0.25,0.25,NA,0,0,0,0
81,3,11,1058.5,424,10,78.3,0.25,0.25,NA,0,0,0,0
82,3,12,919.75,456.25,15,26.7,142.699,142.505,NA,142.449,28.49,166.915,166.915
83,3,13,919.75,456.25,16,29.6,142.699,142.505,NA,0,0,0,-166.915
84,3,14,919.75,456.25,17,22.3,142.699,142.505,NA,0,0,0,0
85,3,15,919.75,456.25,18,27.3,142.699,142.505,NA,0,0,0,0
86,3,16,919.75,456.25,19,24.3,142.699,142.505,NA,0,0,0,0
87,3,17,919.75,456.25,20,28.3,142.699,142.505,NA,0,0,0,0
88,3,18,919.75,456.25,21,23.3,142.699,142.505,NA,0,0,0,0
89,3,19,919.75,456.25,22,24.3,142.699,142.505,NA,0,0,0,0
90,3,20,818.25,460.25,26,9,244.277,243.007,NA,101.579,25.395,177.743,177.743
91,3,21,818.25,460.25,27,9.9,244.277,243.007,NA,0,0,0,-177.743
92,3,22,818.25,460.25,28,4.5,244.277,243.007,NA,0,0,0,0
93,3,23,818.25,460.25,29,4.5,244.277,243.007,NA,0,0,0,0
94,3,24,818.25,460.25,30,8.1,244.277,243.007,NA,0,0,0,0
95,3,25,818.25,460.25,31,9,244.277,243.007,NA,0,0,0,0
96,3,26,818.25,460.25,32,9,244.277,243.007,NA,0,0,0,0
97,3,27,818.25,460.25,33,6.3,244.277,243.007,NA,0,0,0,0
98,3,28,818.25,460.25,34,6.3,244.277,243.007,NA,0,0,0,0
99,3,29,818.25,460.25,35,31.6,244.277,243.007,NA,0,0,0,0
100,3,30,700.5,474.5,38,26.7,362.887,361.579,NA,118.609,39.536,173.1,173.1
101,3,31,700.5,474.5,39,24.6,362.887,361.579,NA,0,0,0,-173.1
102,3,32,700.5,474.5,40,50.6,362.887,361.579,NA,0,0,0,0
103,3,33,700.5,474.5,41,72.6,362.887,361.579,NA,0,0,0,0
104,3,34,700.5,474.5,42,78.6,362.887,361.579,NA,0,0,0,0
105,3,35,700.5,474.5,43,75.7,362.887,361.579,NA,0,0,0,0
106,3,36,700.5,474.5,44,74.6,362.887,361.579,NA,0,0,0,0
107,3,37,700.5,474.5,45,73.6,362.887,361.579,NA,0,0,0,0
108,3,38,700.5,474.5,46,69.7,362.887,361.579,NA,0,0,0,0
109,4,1,1051.25,55,0,117.7,0,0,NA,NA,NA,NA,NA
110,4,2,1051.25,55,1,122.2,0,0,NA,0,0,0,NA
111,4,3,915,113,5,104.6,148.081,148.081,NA,148.081,37.02,156.941,156.941
112,4,4,915,113,6,95.3,148.081,148.081,NA,0,0,0,-156.941
113,4,5,915,113,7,94,148.081,148.081,NA,0,0,0,0
114,4,6,915,113,8,95.1,148.081,148.081,NA,0,0,0,0
115,4,7,915,113,9,98,148.081,148.081,NA,0,0,0,0
116,4,8,915,113,10,103.6,148.081,148.081,NA,0,0,0,0
117,4,9,915,113,11,96.5,148.081,148.081,NA,0,0,0,0
118,4,10,915,113,12,97.8,148.081,148.081,NA,0,0,0,0
119,4,11,915,113,13,91.8,148.081,148.081,NA,0,0,0,0
120,4,12,915,113,14,89.6,148.081,148.081,NA,0,0,0,0
121,4,13,915,113,15,101.3,148.081,148.081,NA,0,0,0,0
122,4,14,806.5,150.75,19,56.7,262.961,262.813,NA,114.88,28.72,160.816,160.816
123,4,15,806.5,150.75,20,51.3,262.961,262.813,NA,0,0,0,-160.816
124,4,16,806.5,150.75,21,52.8,262.961,262.813,NA,0,0,0,0
125,4,17,806.5,150.75,22,59.1,262.961,262.813,NA,0,0,0,0
126,4,18,806.5,150.75,23,62.4,262.961,262.813,NA,0,0,0,0
127,4,19,806.5,150.75,24,62.4,262.961,262.813,NA,0,0,0,0
128,4,20,806.5,150.75,25,59.7,262.961,262.813,NA,0,0,0,0
129,4,21,806.5,150.75,26,60.3,262.961,262.813,NA,0,0,0,0
130,4,22,806.5,150.75,27,59.3,262.961,262.813,NA,0,0,0,0
131,4,23,806.5,150.75,28,58.9,262.961,262.813,NA,0,0,0,0
132,4,24,687,169,32,105.4,383.846,381.673,NA,120.886,30.221,171.317,171.317
133,4,25,687,169,33,103.1,383.846,381.673,NA,0,0,0,-171.317
134,4,26,687,169,34,95.1,383.846,381.673,NA,0,0,0,0
135,4,27,687,169,35,79.1,383.846,381.673,NA,0,0,0,0
136,4,28,687,169,36,81.3,383.846,381.673,NA,0,0,0,0
137,4,29,687,169,37,85,383.846,381.673,NA,0,0,0,0
138,4,30,687,169,38,78.6,383.846,381.673,NA,0,0,0,0
139,4,31,687,169,39,68,383.846,381.673,NA,0,0,0,0
140,4,32,687,169,40,68.2,383.846,381.673,NA,0,0,0,0
141,4,33,687,169,41,72.4,383.846,381.673,NA,0,0,0,0
142,4,34,687,169,42,74.8,383.846,381.673,NA,0,0,0,0
143,4,35,687,169,43,77.6,383.846,381.673,NA,0,0,0,0
144,4,36,687,169,44,76,383.846,381.673,NA,0,0,0,0
