Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,665,344,0,36.4,0,0,NA,NA,NA,NA,NA
2,1,2,665,344,1,32.4,0,0,NA,0,0,0,NA
3,1,3,665,344,2,39.4,0,0,NA,0,0,0,0
4,1,4,665,344,3,36,0,0,NA,0,0,0,0
5,1,5,665,344,4,37.5,0,0,NA,0,0,0,0
6,1,6,665,344,5,37.5,0,0,NA,0,0,0,0
7,1,7,665,344,6,31.9,0,0,NA,0,0,0,0
8,1,8,665,344,7,33.8,0,0,NA,0,0,0,0
9,1,9,665,344,8,37.7,0,0,NA,0,0,0,0
10,1,10,665,344,9,43.3,0,0,NA,0,0,0,0
11,1,11,705.25,246.75,13,70.2,105.25,105.25,NA,105.25,26.313,-67.516,-67.516
12,1,12,705.25,246.75,14,72.9,105.25,105.25,NA,0,0,0,67.516
13,1,13,705.25,246.75,15,68.9,105.25,105.25,NA,0,0,0,0
14,1,14,705.25,246.75,16,82.9,105.25,105.25,NA,0,0,0,0
15,1,15,705.25,246.75,17,73.9,105.25,105.25,NA,0,0,0,0
16,1,16,705.25,246.75,18,54.9,105.25,105.25,NA,0,0,0,0
17,1,17,705.25,246.75,19,53.9,105.25,105.25,NA,0,0,0,0
18,1,18,705.25,246.75,20,49,105.25,105.25,NA,0,0,0,0
19,1,19,705.25,246.75,21,43.6,105.25,105.25,NA,0,0,0,0
20,1,20,756.25,185,25,107.6,185.338,183.324,NA,80.088,20.022,-50.446,-50.446
21,1,21,756.25,185,26,95.1,185.338,183.324,NA,0,0,0,50.446
22,1,22,756.25,185,27,86.2,185.338,183.324,NA,0,0,0,0
23,1,23,756.25,185,28,78.2,185.338,183.324,NA,0,0,0,0
24,1,24,756.25,185,29,81.1,185.338,183.324,NA,0,0,0,0
25,1,25,756.25,185,30,80.6,185.338,183.324,NA,0,0,0,0
26,1,26,756.25,185,31,82.4,185.338,183.324,NA,0,0,0,0
27,1,27,756.25,185,32,65.9,185.338,183.324,NA,0,0,0,0
28,1,28,802.25,98.75,37,116.5,283.088,281.043,NA,97.75,19.55,-61.928,-61.928
29,1,29,802.25,98.75,38,115.1,283.088,281.043,NA,0,0,0,61.928
30,1,30,802.25,98.75,39,109.3,283.088,281.043,NA,0,0,0,0
31,1,31,802.25,98.75,40,92,283.088,281.043,NA,0,0,0,0
