Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,1175.5,491.25,0,90.9,0,0,NA,NA,NA,NA,NA
2,1,2,1175.5,491.25,1,84.9,0,0,NA,0,0,0,NA
3,1,3,1107.75,539.75,6,61.7,83.321,83.321,NA,83.321,16.664,144.402,144.402
4,1,4,1107.75,539.75,7,59.9,83.321,83.321,NA,0,0,0,-144.402
5,1,5,1107.75,539.75,8,59.9,83.321,83.321,NA,0,0,0,0
6,1,6,1107.75,539.75,9,59.9,83.321,83.321,NA,0,0,0,0
7,1,7,1107.75,539.75,10,59.9,83.321,83.321,NA,0,0,0,0
8,1,8,1107.75,539.75,11,58.3,83.321,83.321,NA,0,0,0,0
9,1,9,1107.75,539.75,12,59.5,83.321,83.321,NA,0,0,0,0
10,1,10,1107.75,539.75,13,58.4,83.321,83.321,NA,0,0,0,0
11,1,11,1107.75,539.75,14,57.4,83.321,83.321,NA,0,0,0,0
12,1,12,1107.75,539.75,15,58.4,83.321,83.321,NA,0,0,0,0
13,1,13,997,602.5,20,59.3,210.612,210.33,NA,127.291,25.458,150.464,150.464
14,1,14,997,602.5,21,52.6,210.612,210.33,NA,0,0,0,-150.464
15,1,15,997,602.5,22,55.2,210.612,210.33,NA,0,0,0,0
16,1,16,997,602.5,23,55.2,210.612,210.33,NA,0,0,0,0
17,1,17,997,602.5,24,52.6,210.612,210.33,NA,0,0,0,0
18,1,18,997,602.5,25,51.3,210.612,210.33,NA,0,0,0,0
19,1,19,997,602.5,26,52.3,210.612,210.33,NA,0,0,0,0
20,1,20,997,602.5,27,63.3,210.612,210.33,NA,0,0,0,0
21,1,21,997,602.5,28,60.6,210.612,210.33,NA,0,0,0,0
22,1,22,927.25,682,33,80.7,316.373,313.071,NA,105.761,21.152,131.262,131.262
23,1,23,927.25,682,34,80.7,316.373,313.071,NA,0,0,0,-131.262
24,1,24,927.25,682,35,82.7,316.373,313.071,NA,0,0,0,0
25,1,25,927.25,682,36,79.4,316.373,313.071,NA,0,0,0,0
26,1,26,927.25,682,37,86.1,316.373,313.071,NA,0,0,0,0
27,1,27,927.25,682,38,84.8,316.373,313.071,NA,0,0,0,0
28,1,28,927.25,682,39,90.8,316.373,313.071,NA,0,0,0,0
29,1,29,927.25,682,40,91.1,316.373,313.071,NA,0,0,0,0
30,1,30,927.25,682,41,89.7,316.373,313.071,NA,0,0,0,0
31,1,31,927.25,682,42,92.1,316.373,313.071,NA,0,0,0,0
32,1,32,830.75,740.75,48,69,429.35,425.562,NA,112.977,18.83,148.667,148.667
33,1,33,830.75,740.75,49,70.3,429.35,425.562,NA,0,0,0,-148.667
34,1,34,830.75,740.75,50,74.9,429.35,425.562,NA,0,0,0,0
35,1,35,830.75,740.75,51,72.6,429.35,425.562,NA,0,0,0,0
36,1,36,830.75,740.75,52,71.2,429.35,425.562,NA,0,0,0,0
37,1,37,830.75,740.75,53,66.5,429.35,425.562,NA,0,0,0,0
38,1,39,830.75,740.75,54,68.7,429.35,425.562,NA,0,0,0,0
39,2,1,1083.75,285,0,37.2,0,0,NA,NA,NA,NA,NA
40,2,2,1083.75,285,1,38.4,0,0,NA,0,0,0,NA
