Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,232.25,1074,0,21.2,0,0,NA,NA,NA,NA,NA
2,1,2,275,948.25,5,10.8,132.818,132.818,NA,132.818,26.564,-71.224,NA
3,1,3,275,948.25,6,32.9,132.818,132.818,NA,0,0,0,71.224
4,1,4,275,948.25,7,32.9,132.818,132.818,NA,0,0,0,0
5,1,5,275,948.25,8,65.3,132.818,132.818,NA,0,0,0,0
6,1,6,275,948.25,9,37.5,132.818,132.818,NA,0,0,0,0
7,1,7,275,948.25,10,45.5,132.818,132.818,NA,0,0,0,0
8,1,8,275,948.25,11,51.5,132.818,132.818,NA,0,0,0,0
9,1,9,275,948.25,12,3.8,132.818,132.818,NA,0,0,0,0
10,1,10,275,948.25,13,0,132.818,132.818,NA,0,0,0,0
11,1,11,275,948.25,14,0,132.818,132.818,NA,0,0,0,0
12,1,12,275,948.25,15,0,132.818,132.818,NA,0,0,0,0
13,1,13,275,948.25,16,0,132.818,132.818,NA,0,0,0,0
14,1,14,277.5,838.75,21,54.6,242.347,239.562,NA,109.529,21.906,-88.692,-88.692
15,1,15,277.5,838.75,22,5.7,242.347,239.562,NA,0,0,0,88.692
16,1,16,277.5,838.75,23,2.4,242.347,239.562,NA,0,0,0,0
17,1,17,277.5,838.75,24,0.6,242.347,239.562,NA,0,0,0,0
18,1,18,277.5,838.75,25,0,242.347,239.562,NA,0,0,0,0
19,1,19,277.5,838.75,26,0.6,242.347,239.562,NA,0,0,0,0
20,1,20,277.5,838.75,27,0.6,242.347,239.562,NA,0,0,0,0
21,1,21,277.5,838.75,28,0,242.347,239.562,NA,0,0,0,0
22,1,22,277.5,838.75,29,0,242.347,239.562,NA,0,0,0,0
23,1,23,277.5,838.75,30,0.3,242.347,239.562,NA,0,0,0,0
24,1,24,274.75,703.25,35,56.8,377.874,373.178,NA,135.528,27.106,-91.163,-91.163
25,1,25,274.75,703.25,36,53.9,377.874,373.178,NA,0,0,0,91.163
26,1,26,274.75,703.25,37,49,377.874,373.178,NA,0,0,0,0
27,1,27,274.75,703.25,38,59.3,377.874,373.178,NA,0,0,0,0
28,1,28,274.75,703.25,39,63,377.874,373.178,NA,0,0,0,0
29,1,29,274.75,703.25,40,62,377.874,373.178,NA,0,0,0,0
30,1,30,274.75,703.25,41,59.6,377.874,373.178,NA,0,0,0,0
31,1,31,274.75,703.25,42,61.7,377.874,373.178,NA,0,0,0,0
32,1,32,323.25,564.75,47,30.4,524.621,517.317,NA,146.746,29.349,-70.701,-70.701
33,1,33,323.25,564.75,48,24.4,524.621,517.317,NA,0,0,0,70.701
34,1,34,323.25,564.75,49,39.7,524.621,517.317,NA,0,0,0,0
35,1,35,323.25,564.75,50,35.1,524.621,517.317,NA,0,0,0,0
36,1,39,323.25,564.75,51,36.4,524.621,517.317,NA,0,0,0,0
37,1,40,323.25,564.75,52,47.8,524.621,517.317,NA,0,0,0,0
38,1,41,323.25,564.75,53,53.5,524.621,517.317,NA,0,0,0,0
39,1,42,323.25,564.75,54,53.6,524.621,517.317,NA,0,0,0,0
40,1,43,323.25,564.75,55,53.6,524.621,517.317,NA,0,0,0,0
41,1,44,323.25,564.75,56,48.8,524.621,517.317,NA,0,0,0,0
42,1,45,323.25,564.75,57,45.7,524.621,517.317,NA,0,0,0,0
43,1,46,323.25,564.75,58,47.6,524.621,517.317,NA,0,0,0,0
44,1,47,323.25,564.75,59,50.2,524.621,517.317,NA,0,0,0,0
