Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,359.5,901,0,38.8,0,0,NA,NA,NA,NA,NA
2,1,2,359.5,901,1,38.8,0,0,NA,0,0,0,NA
3,1,3,359.5,901,2,36.2,0,0,NA,0,0,0,0
4,1,4,359.5,901,3,37.2,0,0,NA,0,0,0,0
5,1,5,359.5,901,4,36.2,0,0,NA,0,0,0,0
6,1,6,307.5,808.5,9,27.1,106.114,106.114,NA,106.114,21.223,-119.343,-119.343
7,1,7,307.5,808.5,10,23.1,106.114,106.114,NA,0,0,0,119.343
8,1,8,307.5,808.5,11,21,106.114,106.114,NA,0,0,0,0
9,1,9,307.5,808.5,12,20,106.114,106.114,NA,0,0,0,0
10,1,10,307.5,808.5,13,20,106.114,106.114,NA,0,0,0,0
11,1,11,307.5,808.5,14,20,106.114,106.114,NA,0,0,0,0
12,1,12,307.5,808.5,15,21,106.114,106.114,NA,0,0,0,0
13,1,13,307.5,808.5,16,15.3,106.114,106.114,NA,0,0,0,0
14,1,14,307.5,808.5,17,16.3,106.114,106.114,NA,0,0,0,0
15,1,15,307.5,808.5,18,19.7,106.114,106.114,NA,0,0,0,0
16,1,16,307.5,808.5,19,18.7,106.114,106.114,NA,0,0,0,0
17,1,17,307.5,808.5,20,15.2,106.114,106.114,NA,0,0,0,0
18,1,18,307.5,808.5,21,15.2,106.114,106.114,NA,0,0,0,0
19,1,19,261.25,675.25,25,27.2,247.163,246.203,NA,141.048,35.262,-109.141,-109.141
20,1,20,261.25,675,26,24.2,247.413,246.433,NA,0.25,0.25,-90,19.141
21,1,21,261.25,675,27,29.2,247.413,246.433,NA,0,0,0,90
22,1,22,261.25,675,28,27.2,247.413,246.433,NA,0,0,0,0
23,1,23,261.25,675,29,27.9,247.413,246.433,NA,0,0,0,0
24,1,24,261.25,675,30,31.5,247.413,246.433,NA,0,0,0,0
25,1,25,261.25,675,31,31.5,247.413,246.433,NA,0,0,0,0
26,1,26,261.25,675,32,33.9,247.413,246.433,NA,0,0,0,0
27,1,27,261.25,675,33,27.9,247.413,246.433,NA,0,0,0,0
28,1,28,261.25,675,34,23.2,247.413,246.433,NA,0,0,0,0
29,1,29,261.25,675,35,22.2,247.413,246.433,NA,0,0,0,0
30,1,30,261.25,675,36,29.2,247.413,246.433,NA,0,0,0,0
31,1,31,218.5,554.25,40,30,375.507,374.321,NA,128.094,32.024,-109.496,-109.496
32,1,32,218.5,554.25,41,29,375.507,374.321,NA,0,0,0,109.496
33,1,33,218.5,554.25,42,29,375.507,374.321,NA,0,0,0,0
34,1,34,218.5,554.25,43,31.6,375.507,374.321,NA,0,0,0,0
35,1,35,218.5,554.25,44,31.6,375.507,374.321,NA,0,0,0,0
36,1,36,218.5,554.25,45,36.1,375.507,374.321,NA,0,0,0,0
37,1,37,218.5,554.25,46,28.7,375.507,374.321,NA,0,0,0,0
38,1,38,218.5,554.25,47,35.7,375.507,374.321,NA,0,0,0,0
39,1,39,218.5,554.25,48,37.1,375.507,374.321,NA,0,0,0,0
40,1,40,185,421.75,52,29.3,512.176,510.03,NA,136.669,34.167,-104.189,-104.189
41,1,41,185,421.75,53,36.1,512.176,510.03,NA,0,0,0,104.189
42,1,42,185,421.75,54,36.1,512.176,510.03,NA,0,0,0,0
43,1,45,185,421.75,55,37.1,512.176,510.03,NA,0,0,0,0
44,2,1,509.75,884.75,0,31.2,0,0,NA,NA,NA,NA,NA
45,2,2,509.75,884.75,1,27.9,0,0,NA,0,0,0,NA
46,2,3,509.75,884.75,2,27.9,0,0,NA,0,0,0,0
47,2,4,509.75,884.75,3,29.9,0,0,NA,0,0,0,0
48,2,5,509.75,884.75,4,31.2,0,0,NA,0,0,0,0
49,2,6,509.75,884.75,5,35.9,0,0,NA,0,0,0,0
50,2,7,509.75,884.75,6,33.9,0,0,NA,0,0,0,0
51,2,8,509.75,884.75,7,34.7,0,0,NA,0,0,0,0
52,2,9,509.75,884.75,8,39.7,0,0,NA,0,0,0,0
53,2,10,509.75,884.75,9,30.3,0,0,NA,0,0,0,0
54,2,11,509.75,884.75,10,32.7,0,0,NA,0,0,0,0
55,2,12,509.75,884.75,11,39.7,0,0,NA,0,0,0,0
56,2,13,509.75,884.75,12,20.9,0,0,NA,0,0,0,0
57,2,14,509.75,884.75,13,44.5,0,0,NA,0,0,0,0
58,2,15,501.25,745.25,17,50.1,139.759,139.759,NA,139.759,34.94,-93.487,-93.487
59,2,16,501.25,745.25,18,56.1,139.759,139.759,NA,0,0,0,93.487
60,2,17,501.25,745.25,19,49.1,139.759,139.759,NA,0,0,0,0
61,2,18,501.25,745.25,20,53.4,139.759,139.759,NA,0,0,0,0
62,2,19,501.25,745.25,21,64.4,139.759,139.759,NA,0,0,0,0
63,2,20,501.25,745.25,22,69.1,139.759,139.759,NA,0,0,0,0
64,2,21,501.25,745.25,23,69.9,139.759,139.759,NA,0,0,0,0
65,2,22,501.25,745.25,24,80.6,139.759,139.759,NA,0,0,0,0
66,2,23,501.25,745.25,25,68.7,139.759,139.759,NA,0,0,0,0
67,2,24,501.25,745.25,26,68.7,139.759,139.759,NA,0,0,0,0
68,2,25,501.25,745.25,27,68,139.759,139.759,NA,0,0,0,0
69,2,26,453.25,585.75,31,31.3,306.325,304.291,NA,166.566,41.642,-106.749,-106.749
70,2,27,453.25,585.75,32,9.2,306.325,304.291,NA,0,0,0,106.749
71,2,28,453.25,585.75,33,10.8,306.325,304.291,NA,0,0,0,0
72,2,29,453.25,585.75,34,11.7,306.325,304.291,NA,0,0,0,0
73,2,30,453.25,585.75,35,9.6,306.325,304.291,NA,0,0,0,0
74,2,31,453.25,585.75,36,7,306.325,304.291,NA,0,0,0,0
75,2,32,453.25,585.75,37,17.4,306.325,304.291,NA,0,0,0,0
76,2,33,453.25,585.75,38,13.9,306.325,304.291,NA,0,0,0,0
77,2,34,453.25,585.75,39,15.5,306.325,304.291,NA,0,0,0,0
78,2,35,453.25,585.75,40,8.7,306.325,304.291,NA,0,0,0,0
79,2,36,453.25,585.75,41,19.6,306.325,304.291,NA,0,0,0,0
80,2,37,453.25,585.75,42,32.9,306.325,304.291,NA,0,0,0,0
81,2,38,410.25,450.75,45,41,448.008,445.26,NA,141.683,47.228,-107.668,-107.668
82,2,39,410.25,450.75,46,35,448.008,445.26,NA,0,0,0,107.668
83,2,40,410.25,450.75,47,45.8,448.008,445.26,NA,0,0,0,0
84,2,41,410.25,450.75,48,46.8,448.008,445.26,NA,0,0,0,0
85,2,42,410.25,450.75,49,51.5,448.008,445.26,NA,0,0,0,0
86,2,43,410.25,450.75,50,53.7,448.008,445.26,NA,0,0,0,0
87,2,44,410.25,450.75,51,50.4,448.008,445.26,NA,0,0,0,0
88,2,45,410.25,450.75,52,51.7,448.008,445.26,NA,0,0,0,0
89,2,46,410.25,450.75,53,41.8,448.008,445.26,NA,0,0,0,0
90,2,47,410.25,450.75,54,39.7,448.008,445.26,NA,0,0,0,0
91,2,48,410.25,450.75,55,34.5,448.008,445.26,NA,0,0,0,0
92,3,1,290.5,953.75,0,20.1,0,0,NA,NA,NA,NA,NA
93,3,2,290.5,953.75,1,16.1,0,0,NA,0,0,0,NA
94,3,3,290.5,953.75,2,14.1,0,0,NA,0,0,0,0
95,3,8,290.5,953.75,3,12.1,0,0,NA,0,0,0,0
96,3,9,290.5,953.75,4,14.1,0,0,NA,0,0,0,0
97,3,10,290.5,953.75,5,43.4,0,0,NA,0,0,0,0
98,3,11,290.5,953.75,6,53.7,0,0,NA,0,0,0,0
99,3,12,293.5,954,7,29.1,3.01,3.01,NA,3.01,3.01,4.764,4.764
100,3,13,293.5,954,8,30.6,3.01,3.01,NA,0,0,0,-4.764
101,3,14,293.5,954,9,37.6,3.01,3.01,NA,0,0,0,0
102,3,15,293.5,954,10,36.2,3.01,3.01,NA,0,0,0,0
103,3,16,293.5,954,11,27.1,3.01,3.01,NA,0,0,0,0
104,3,17,293.5,954,12,37.6,3.01,3.01,NA,0,0,0,0
105,3,18,293.5,954,13,40.7,3.01,3.01,NA,0,0,0,0
106,3,19,293.5,954,14,61.8,3.01,3.01,NA,0,0,0,0
107,3,20,293.5,954,15,59.1,3.01,3.01,NA,0,0,0,0
108,3,21,293.5,954,16,56.1,3.01,3.01,NA,0,0,0,0
109,3,22,260.5,840.75,19,1.8,120.97,116.914,NA,117.96,39.32,-106.246,-106.246
110,3,23,260.5,840.75,20,24.6,120.97,116.914,NA,0,0,0,106.246
111,3,24,260.5,840.75,21,27,120.97,116.914,NA,0,0,0,0
112,3,25,260.5,840.75,22,27,120.97,116.914,NA,0,0,0,0
113,3,26,260.5,840.75,23,31.6,120.97,116.914,NA,0,0,0,0
