Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,816,1226.75,0,66.5,0,0,NA,NA,NA,NA,NA
2,1,2,790.75,1158.75,6,48.9,72.537,72.537,NA,72.537,12.089,-110.371,NA
3,1,3,790.75,1158.75,7,53.8,72.537,72.537,NA,0,0,0,110.371
4,1,4,790.75,1158.75,8,50.2,72.537,72.537,NA,0,0,0,0
5,1,5,790.75,1158.75,9,51.2,72.537,72.537,NA,0,0,0,0
6,1,6,790.75,1158.75,10,58.2,72.537,72.537,NA,0,0,0,0
7,1,7,790.75,1158.75,11,51.2,72.537,72.537,NA,0,0,0,0
8,1,8,790.75,1158.75,12,56.1,72.537,72.537,NA,0,0,0,0
9,1,9,790.75,1158.75,13,45.4,72.537,72.537,NA,0,0,0,0
10,1,10,790.75,1158.75,14,53.4,72.537,72.537,NA,0,0,0,0
11,1,11,790.75,1158.75,15,58.1,72.537,72.537,NA,0,0,0,0
12,1,12,790.75,1158.75,16,53.6,72.537,72.537,NA,0,0,0,0
13,1,13,790.75,1158.75,17,49.3,72.537,72.537,NA,0,0,0,0
14,1,14,790.75,1158.75,18,43.2,72.537,72.537,NA,0,0,0,0
15,1,15,790.75,1158.75,19,41.1,72.537,72.537,NA,0,0,0,0
16,1,16,790.75,1158.75,20,42.2,72.537,72.537,NA,0,0,0,0
17,1,17,692.25,1084.25,25,23.4,196.038,188.733,NA,123.501,24.7,-142.898,-142.898
18,1,18,692.25,1084.25,26,22.6,196.038,188.733,NA,0,0,0,142.898
19,1,19,692.25,1084.25,27,67.5,196.038,188.733,NA,0,0,0,0
20,1,20,692.25,1084.25,28,107.1,196.038,188.733,NA,0,0,0,0
21,1,21,692.25,1084.25,29,106.1,196.038,188.733,NA,0,0,0,0
22,1,22,692.25,1084.25,30,83.5,196.038,188.733,NA,0,0,0,0
23,1,23,692.25,1084.25,31,60.4,196.038,188.733,NA,0,0,0,0
24,1,24,692.25,1084.25,32,64,196.038,188.733,NA,0,0,0,0
25,1,25,692.25,1084.25,33,52.3,196.038,188.733,NA,0,0,0,0
26,1,26,692.25,1084.25,34,50,196.038,188.733,NA,0,0,0,0
27,1,27,692.25,1084.25,35,32.5,196.038,188.733,NA,0,0,0,0
28,1,28,692.25,1084.25,36,30.4,196.038,188.733,NA,0,0,0,0
29,1,29,692.25,1084.25,37,30.6,196.038,188.733,NA,0,0,0,0
30,1,30,692.25,1084.25,38,35,196.038,188.733,NA,0,0,0,0
31,1,31,692.25,1084.25,39,36,196.038,188.733,NA,0,0,0,0
32,1,32,692.25,1084.25,40,33.7,196.038,188.733,NA,0,0,0,0
33,1,33,692.25,1084.25,41,37.6,196.038,188.733,NA,0,0,0,0
34,1,34,701.25,947.75,45,31.2,332.834,301.676,NA,136.796,34.199,-86.228,-86.228
35,1,35,701.25,947.75,46,30.2,332.834,301.676,NA,0,0,0,86.228
36,1,36,701.25,947.75,47,28.2,332.834,301.676,NA,0,0,0,0
37,1,37,701.25,947.75,48,35.2,332.834,301.676,NA,0,0,0,0
38,1,38,701.25,947.75,49,36.2,332.834,301.676,NA,0,0,0,0
39,1,39,701.25,947.75,50,44.5,332.834,301.676,NA,0,0,0,0
40,1,40,701.25,947.75,51,42.1,332.834,301.676,NA,0,0,0,0
41,1,41,701.25,947.75,52,32.7,332.834,301.676,NA,0,0,0,0
42,1,42,701.25,947.75,53,30.7,332.834,301.676,NA,0,0,0,0
43,1,43,701.25,947.75,54,42.2,332.834,301.676,NA,0,0,0,0
44,1,44,701.25,947.75,55,56,332.834,301.676,NA,0,0,0,0
45,1,45,795.5,835.5,60,41.7,479.405,391.787,NA,146.571,29.314,-49.982,-49.982
46,1,46,795.5,835.5,61,37.6,479.405,391.787,NA,0,0,0,49.982
47,1,47,795.5,835.5,62,37.6,479.405,391.787,NA,0,0,0,0
48,1,48,795.5,835.5,63,36,479.405,391.787,NA,0,0,0,0
49,1,49,795.5,835.5,64,43.4,479.405,391.787,NA,0,0,0,0
50,1,50,795.5,835.5,65,47.8,479.405,391.787,NA,0,0,0,0
51,1,51,795.5,835.5,66,49.1,479.405,391.787,NA,0,0,0,0
52,1,52,795.5,835.5,67,48.1,479.405,391.787,NA,0,0,0,0
53,1,53,795.5,835.5,68,52.4,479.405,391.787,NA,0,0,0,0
54,1,54,795.5,835.5,69,49.1,479.405,391.787,NA,0,0,0,0
55,1,56,795.5,835.5,70,44.4,479.405,391.787,NA,0,0,0,0
56,2,1,933.75,1243.75,0,70.8,0,0,NA,NA,NA,NA,NA
57,2,2,933.75,1243.75,1,67.7,0,0,NA,0,0,0,NA
58,2,3,933.75,1243.75,2,65.7,0,0,NA,0,0,0,0
59,2,4,933.75,1243.75,3,66.7,0,0,NA,0,0,0,0
60,2,5,933.75,1243.75,4,68.8,0,0,NA,0,0,0,0
61,2,6,933.75,1243.75,5,69.8,0,0,NA,0,0,0,0
62,2,7,933.75,1243.75,6,59.3,0,0,NA,0,0,0,0
63,2,8,933.75,1243.75,7,63,0,0,NA,0,0,0,0
64,2,9,933.75,1243.75,8,67.9,0,0,NA,0,0,0,0
65,2,10,933.75,1243.75,9,67.9,0,0,NA,0,0,0,0
66,2,11,933.75,1243.75,10,66.3,0,0,NA,0,0,0,0
