Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,1546,543.75,0,42.2,0,0,NA,NA,NA,NA,NA
2,1,2,1546,543.75,1,43.8,0,0,NA,0,0,0,NA
3,1,3,1395.75,639.75,7,24.5,178.3,178.3,NA,178.3,29.717,147.424,147.424
4,1,4,1395.75,639.75,8,22.2,178.3,178.3,NA,0,0,0,-147.424
5,1,5,1395.75,639.75,9,22.2,178.3,178.3,NA,0,0,0,0
6,1,6,1395.75,639.75,10,20,178.3,178.3,NA,0,0,0,0
7,1,7,1395.75,639.75,11,25.7,178.3,178.3,NA,0,0,0,0
8,1,8,1395.75,639.75,12,22.4,178.3,178.3,NA,0,0,0,0
9,1,9,1395.75,639.75,13,23.5,178.3,178.3,NA,0,0,0,0
10,1,10,1395.75,639.75,14,24.9,178.3,178.3,NA,0,0,0,0
11,1,11,1395.75,639.75,15,45.7,178.3,178.3,NA,0,0,0,0
12,1,12,1369.5,724,20,39.6,266.545,252.274,NA,88.245,17.649,107.306,107.306
13,1,13,1369.5,724,21,38.6,266.545,252.274,NA,0,0,0,-107.306
14,1,14,1369.5,724,22,38.6,266.545,252.274,NA,0,0,0,0
15,1,15,1369.5,724,23,37.6,266.545,252.274,NA,0,0,0,0
16,1,16,1369.5,724,24,50.3,266.545,252.274,NA,0,0,0,0
17,1,17,1369.5,724,25,59.6,266.545,252.274,NA,0,0,0,0
18,1,18,1369.5,724,26,65.4,266.545,252.274,NA,0,0,0,0
19,1,19,1369.5,724,27,48.1,266.545,252.274,NA,0,0,0,0
20,1,20,1369.5,724,28,37.9,266.545,252.274,NA,0,0,0,0
21,1,21,1369.5,724,29,29.7,266.545,252.274,NA,0,0,0,0
22,1,22,1369.5,724,30,36.6,266.545,252.274,NA,0,0,0,0
23,1,23,1369.5,724,31,37.8,266.545,252.274,NA,0,0,0,0
24,1,24,1348,830.25,36,35.3,374.949,348.262,NA,108.403,21.681,101.44,101.44
25,1,25,1348,830.25,37,65.7,374.949,348.262,NA,0,0,0,-101.44
26,1,26,1348,830.25,38,78.3,374.949,348.262,NA,0,0,0,0
27,1,27,1348,830.25,39,57.5,374.949,348.262,NA,0,0,0,0
28,1,28,1348,830.25,40,52.4,374.949,348.262,NA,0,0,0,0
29,1,29,1348,830.25,41,40.9,374.949,348.262,NA,0,0,0,0
30,1,30,1348,830.25,42,31.5,374.949,348.262,NA,0,0,0,0
31,1,31,1348,830.25,43,21.3,374.949,348.262,NA,0,0,0,0
32,1,32,1348,830.25,44,24.6,374.949,348.262,NA,0,0,0,0
33,1,33,1348,830.25,45,24.6,374.949,348.262,NA,0,0,0,0
34,1,34,1348,830.25,46,28.1,374.949,348.262,NA,0,0,0,0
35,1,35,1371.5,923.75,51,152.3,471.357,418.151,NA,96.408,19.282,75.892,75.892
36,1,36,1371.5,923.75,52,154.5,471.357,418.151,NA,0,0,0,-75.892
37,1,37,1371.5,923.75,53,151.2,471.357,418.151,NA,0,0,0,0
38,1,38,1371.5,923.75,54,151.2,471.357,418.151,NA,0,0,0,0
