Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,910.25,1000.75,0,38.5,0,0,NA,NA,NA,NA,NA
2,1,2,910.25,1000.75,1,56.1,0,0,NA,0,0,0,NA
3,1,3,852.25,1145.75,6,43.4,156.17,156.17,NA,156.17,31.234,111.801,111.801
4,1,4,852.25,1145.75,7,52.7,156.17,156.17,NA,0,0,0,-111.801
5,1,5,852.25,1145.75,8,54.8,156.17,156.17,NA,0,0,0,0
6,1,6,852.25,1145.75,9,96.7,156.17,156.17,NA,0,0,0,0
7,1,7,852.25,1145.75,10,161.5,156.17,156.17,NA,0,0,0,0
8,1,8,852.25,1145.75,11,164.2,156.17,156.17,NA,0,0,0,0
9,1,9,852.25,1145.75,12,161.6,156.17,156.17,NA,0,0,0,0
10,1,10,852.25,1145.75,13,146.8,156.17,156.17,NA,0,0,0,0
11,1,11,852.25,1145.75,14,134,156.17,156.17,NA,0,0,0,0
12,1,12,852.25,1145.75,15,121,156.17,156.17,NA,0,0,0,0
13,1,13,852.25,1145.75,16,48.9,156.17,156.17,NA,0,0,0,0
14,1,14,852.25,1145.75,17,52.7,156.17,156.17,NA,0,0,0,0
15,1,15,852.25,1145.75,18,44.7,156.17,156.17,NA,0,0,0,0
16,1,16,871.75,1220,24,153.9,232.938,222.605,NA,76.768,12.795,75.285,75.285
17,1,17,871.75,1220,25,115.4,232.938,222.605,NA,0,0,0,-75.285
18,1,18,871.75,1220,26,101.4,232.938,222.605,NA,0,0,0,0
19,1,19,871.75,1220,27,62.9,232.938,222.605,NA,0,0,0,0
20,1,20,871.75,1220,28,46.9,232.938,222.605,NA,0,0,0,0
21,1,21,871.75,1220,29,54.9,232.938,222.605,NA,0,0,0,0
22,1,22,871.75,1220,30,53.5,232.938,222.605,NA,0,0,0,0
23,1,23,871.75,1220,31,56.9,232.938,222.605,NA,0,0,0,0
24,1,24,871.75,1220,32,77.8,232.938,222.605,NA,0,0,0,0
25,1,25,871.75,1220,33,91.9,232.938,222.605,NA,0,0,0,0
26,1,26,871.75,1220,34,92.2,232.938,222.605,NA,0,0,0,0
27,1,27,958.75,1321,39,53.9,366.242,323.902,NA,133.304,26.661,49.259,49.259
28,1,28,958.75,1321,40,60.9,366.242,323.902,NA,0,0,0,-49.259
29,1,29,958.75,1321,41,55,366.242,323.902,NA,0,0,0,0
30,1,30,958.75,1321,42,55,366.242,323.902,NA,0,0,0,0
31,1,31,958.75,1321,43,53.9,366.242,323.902,NA,0,0,0,0
32,1,32,958.75,1321,44,51.6,366.242,323.902,NA,0,0,0,0
33,1,33,958.75,1321,45,46.9,366.242,323.902,NA,0,0,0,0
34,1,34,958.75,1321,46,49,366.242,323.902,NA,0,0,0,0
35,1,35,958.75,1321,47,46.9,366.242,323.902,NA,0,0,0,0
36,1,41,921.5,1477.5,53,64.5,527.114,476.883,NA,160.872,26.812,103.388,103.388
37,1,42,921.5,1477.5,54,59.8,527.114,476.883,NA,0,0,0,-103.388
38,1,43,921.5,1477.5,55,74.8,527.114,476.883,NA,0,0,0,0
39,1,44,921.5,1477.5,56,79.8,527.114,476.883,NA,0,0,0,0
40,1,45,921.5,1477.5,57,79.8,527.114,476.883,NA,0,0,0,0
41,1,46,921.5,1477.5,58,82.9,527.114,476.883,NA,0,0,0,0
42,1,47,921.5,1477.5,59,81.9,527.114,476.883,NA,0,0,0,0
43,1,48,921.5,1477.5,60,81.9,527.114,476.883,NA,0,0,0,0
44,1,49,921.5,1477.5,61,81.9,527.114,476.883,NA,0,0,0,0
45,1,50,921.5,1477.5,62,81.9,527.114,476.883,NA,0,0,0,0
46,1,51,921.5,1477.5,63,79.3,527.114,476.883,NA,0,0,0,0
47,1,52,921.5,1477.5,64,80.3,527.114,476.883,NA,0,0,0,0
48,1,53,921.5,1477.5,65,81.9,527.114,476.883,NA,0,0,0,0
49,1,54,921.5,1477.5,66,81.9,527.114,476.883,NA,0,0,0,0
50,1,55,921.5,1477.5,67,82.9,527.114,476.883,NA,0,0,0,0
51,1,56,921.5,1477.5,68,81.9,527.114,476.883,NA,0,0,0,0
