Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,422.75,846,0,16,0,0,NA,NA,NA,NA,NA
2,1,2,422.75,846,1,9,0,0,NA,0,0,0,NA
3,1,3,422.75,846,2,3.3,0,0,NA,0,0,0,0
4,1,4,422.75,846,3,6.3,0,0,NA,0,0,0,0
5,1,5,422.75,846,4,8.7,0,0,NA,0,0,0,0
6,1,6,422.75,846,5,3.6,0,0,NA,0,0,0,0
7,1,7,422.75,846,6,6.3,0,0,NA,0,0,0,0
8,1,8,422.75,846,7,8.4,0,0,NA,0,0,0,0
9,1,9,422.75,846,8,4.9,0,0,NA,0,0,0,0
10,1,10,422.75,846,9,0,0,0,NA,0,0,0,0
11,1,11,422.75,846,10,1.2,0,0,NA,0,0,0,0
12,1,12,443.25,951.5,15,49.1,107.473,107.473,NA,107.473,21.495,79.004,79.004
13,1,13,443.25,951.5,16,14.2,107.473,107.473,NA,0,0,0,-79.004
14,1,14,443.25,951.5,17,0.1,107.473,107.473,NA,0,0,0,0
15,1,15,443.25,951.5,18,1.5,107.473,107.473,NA,0,0,0,0
16,1,16,443.25,951.5,19,0.8,107.473,107.473,NA,0,0,0,0
17,1,17,443.25,951.5,20,11.6,107.473,107.473,NA,0,0,0,0
18,1,18,443.25,951.5,21,11.6,107.473,107.473,NA,0,0,0,0
19,1,19,443.25,951.5,22,2.8,107.473,107.473,NA,0,0,0,0
20,1,20,443.25,951.5,23,0,107.473,107.473,NA,0,0,0,0
21,1,21,443.25,951.5,24,0,107.473,107.473,NA,0,0,0,0
22,1,22,443.25,951.5,25,0,107.473,107.473,NA,0,0,0,0
23,1,23,443.25,951.5,26,35.2,107.473,107.473,NA,0,0,0,0
24,1,24,463.25,1086,30,12.6,243.452,243.393,NA,135.979,33.995,81.542,81.542
25,1,25,463.25,1086,31,22.1,243.452,243.393,NA,0,0,0,-81.542
26,1,26,463.25,1086,32,23,243.452,243.393,NA,0,0,0,0
27,1,27,463.25,1086,33,26.7,243.452,243.393,NA,0,0,0,0
28,1,28,463.25,1086,34,25.7,243.452,243.393,NA,0,0,0,0
29,1,29,463.25,1086,35,31.6,243.452,243.393,NA,0,0,0,0
30,1,30,463.25,1086,36,29.5,243.452,243.393,NA,0,0,0,0
31,1,31,463.25,1086,37,28.2,243.452,243.393,NA,0,0,0,0
32,1,32,463.25,1086,38,26.6,243.452,243.393,NA,0,0,0,0
33,1,33,442,1207,43,2.4,366.304,361.513,NA,122.852,24.57,99.961,99.961
34,1,34,442,1207,44,0,366.304,361.513,NA,0,0,0,-99.961
35,1,35,442,1207,45,0,366.304,361.513,NA,0,0,0,0
36,1,36,442,1207,46,0,366.304,361.513,NA,0,0,0,0
37,1,37,442,1207,47,2.1,366.304,361.513,NA,0,0,0,0
38,1,38,442,1207,48,0.6,366.304,361.513,NA,0,0,0,0
39,1,39,442,1207,49,3,366.304,361.513,NA,0,0,0,0
40,1,40,442,1207,50,1.5,366.304,361.513,NA,0,0,0,0
41,1,41,442,1207,51,0.6,366.304,361.513,NA,0,0,0,0
42,1,42,385.75,1354,56,13,523.699,509.346,NA,157.395,31.479,110.94,110.94
43,1,43,385.75,1354,57,6.9,523.699,509.346,NA,0,0,0,-110.94
44,1,44,385.75,1354,58,10.5,523.699,509.346,NA,0,0,0,0
45,1,45,385.75,1354,59,8.1,523.699,509.346,NA,0,0,0,0
46,1,47,385.75,1354,60,13.1,523.699,509.346,NA,0,0,0,0
47,2,1,242,745,0,16.5,0,0,NA,NA,NA,NA,NA
48,2,2,242,745,1,15.6,0,0,NA,0,0,0,NA
49,2,3,242,745,2,18,0,0,NA,0,0,0,0
50,2,4,242,745,3,23.6,0,0,NA,0,0,0,0
51,2,5,265,878.75,7,16.3,135.713,135.713,NA,135.713,33.928,80.243,80.243
52,2,6,265,878.75,8,14.3,135.713,135.713,NA,0,0,0,-80.243
