Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,1120.5,115,0,122.5,0,0,NA,NA,NA,NA,NA
2,1,2,1120.5,115,1,121.2,0,0,NA,0,0,0,NA
3,1,3,1120.5,115,2,118.1,0,0,NA,0,0,0,0
4,1,4,1120.5,115,3,118.8,0,0,NA,0,0,0,0
5,1,5,1120.5,115,4,108.7,0,0,NA,0,0,0,0
6,1,6,1120.5,115,5,107.4,0,0,NA,0,0,0,0
7,1,7,1120.5,115,6,72.3,0,0,NA,0,0,0,0
8,1,8,1120.5,115,7,64.5,0,0,NA,0,0,0,0
9,1,9,1190,129.25,10,81.7,70.946,70.946,NA,70.946,23.649,11.587,11.587
10,1,10,1190,129.25,11,74.8,70.946,70.946,NA,0,0,0,-11.587
11,1,11,1190,129.25,12,76.9,70.946,70.946,NA,0,0,0,0
12,1,12,1190,129.25,13,81.6,70.946,70.946,NA,0,0,0,0
13,1,13,1190,129.25,14,79.6,70.946,70.946,NA,0,0,0,0
14,1,14,1190,129.25,15,75.9,70.946,70.946,NA,0,0,0,0
15,1,15,1190,129.25,16,70,70.946,70.946,NA,0,0,0,0
16,1,16,1190,129.25,17,73.4,70.946,70.946,NA,0,0,0,0
17,1,17,1190,129.25,18,71,70.946,70.946,NA,0,0,0,0
18,1,18,1190,129.25,19,75.6,70.946,70.946,NA,0,0,0,0
19,1,19,1297.75,162.25,23,89,183.636,183.44,NA,112.69,28.173,17.028,17.028
20,1,20,1297.75,162.25,24,69,183.636,183.44,NA,0,0,0,-17.028
21,1,21,1297.75,162.25,25,67.2,183.636,183.44,NA,0,0,0,0
22,1,22,1297.75,162.25,26,61.9,183.636,183.44,NA,0,0,0,0
23,1,23,1297.75,162.25,27,61.1,183.636,183.44,NA,0,0,0,0
24,1,24,1297.75,162.25,28,59.1,183.636,183.44,NA,0,0,0,0
25,1,25,1297.75,162.25,29,59.1,183.636,183.44,NA,0,0,0,0
26,1,26,1297.75,162.25,30,58.7,183.636,183.44,NA,0,0,0,0
27,1,27,1297.75,162.25,31,57.9,183.636,183.44,NA,0,0,0,0
28,1,28,1297.75,162.25,32,56.7,183.636,183.44,NA,0,0,0,0
29,1,29,1297.75,162.25,33,61.1,183.636,183.44,NA,0,0,0,0
30,1,30,1297.75,162.25,34,58.7,183.636,183.44,NA,0,0,0,0
31,1,31,1396.75,171.25,39,75.1,283.044,281.919,NA,99.408,19.882,5.194,5.194
32,1,32,1396.75,171.25,40,71.2,283.044,281.919,NA,0,0,0,-5.194
33,1,33,1396.75,171.25,41,66.7,283.044,281.919,NA,0,0,0,0
34,1,34,1396.75,171.25,42,67.7,283.044,281.919,NA,0,0,0,0
35,1,35,1396.75,171.25,43,70.3,283.044,281.919,NA,0,0,0,0
36,1,36,1396.75,171.25,44,70.3,283.044,281.919,NA,0,0,0,0
37,1,37,1396.75,171.25,45,61.8,283.044,281.919,NA,0,0,0,0
38,1,38,1396.75,171.25,46,63.3,283.044,281.919,NA,0,0,0,0
39,1,39,1396.75,171.25,47,49.4,283.044,281.919,NA,0,0,0,0
40,1,40,1396.75,171.25,48,16.5,283.044,281.919,NA,0,0,0,0
41,1,41,1396.75,171.25,49,19.9,283.044,281.919,NA,0,0,0,0
42,1,42,1507.75,149.75,53,64.5,396.107,388.806,NA,113.063,28.266,-10.962,-10.962
43,1,43,1507.75,149.75,54,62.1,396.107,388.806,NA,0,0,0,10.962
