Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,224.75,835.5,0,29,0,0,NA,NA,NA,NA,NA
2,1,2,224.75,835.5,1,23.3,0,0,NA,0,0,0,NA
3,1,3,224.75,835.5,2,20.3,0,0,NA,0,0,0,0
4,1,4,224.75,835.5,3,15.2,0,0,NA,0,0,0,0
5,1,5,224.75,835.5,4,12.7,0,0,NA,0,0,0,0
6,1,6,224.75,835.5,5,12.7,0,0,NA,0,0,0,0
7,1,7,224.75,835.5,6,21,0,0,NA,0,0,0,0
8,1,8,224.75,835.5,7,23.6,0,0,NA,0,0,0,0
9,1,9,224.75,835.5,8,22.6,0,0,NA,0,0,0,0
10,1,10,224.75,835.5,9,24.6,0,0,NA,0,0,0,0
11,1,11,224.75,835.5,10,27,0,0,NA,0,0,0,0
12,1,12,252,738.75,14,19.8,100.514,100.514,NA,100.514,25.129,-74.27,-74.27
13,1,13,252,738.75,15,23.5,100.514,100.514,NA,0,0,0,74.27
14,1,14,252,738.75,16,26.9,100.514,100.514,NA,0,0,0,0
15,1,15,252,738.75,17,23.5,100.514,100.514,NA,0,0,0,0
16,1,16,252,738.75,18,24.8,100.514,100.514,NA,0,0,0,0
17,1,17,252,738.75,19,23.5,100.514,100.514,NA,0,0,0,0
18,1,18,252,738.75,20,23.5,100.514,100.514,NA,0,0,0,0
19,1,19,252,738.75,21,21.9,100.514,100.514,NA,0,0,0,0
20,1,20,252,738.75,22,19.9,100.514,100.514,NA,0,0,0,0
21,1,21,252,738.75,23,23.5,100.514,100.514,NA,0,0,0,0
22,1,22,252,738.75,24,27.9,100.514,100.514,NA,0,0,0,0
23,1,23,235.25,661.5,29,27,179.559,174.317,NA,79.045,15.809,-102.234,-102.234
24,1,24,235.25,661.5,30,32.8,179.559,174.317,NA,0,0,0,102.234
25,1,25,235.25,661.5,31,27,179.559,174.317,NA,0,0,0,0
26,1,26,235.25,661.5,32,23.3,179.559,174.317,NA,0,0,0,0
27,1,27,235.25,661.5,33,27,179.559,174.317,NA,0,0,0,0
28,1,28,235.25,661.5,34,27.6,179.559,174.317,NA,0,0,0,0
