Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,681.75,1032.5,0,18.9,0,0,NA,NA,NA,NA,NA
2,1,2,681.75,1032.5,1,24.8,0,0,NA,0,0,0,NA
3,1,3,681.75,1032.5,2,19.9,0,0,NA,0,0,0,0
4,1,4,681.75,1032.5,3,18.9,0,0,NA,0,0,0,0
5,1,5,681.75,1032.5,4,16.2,0,0,NA,0,0,0,0
6,1,6,681.75,1032.5,5,21.2,0,0,NA,0,0,0,0
7,1,7,681.75,1032.5,6,19.9,0,0,NA,0,0,0,0
8,1,8,681.75,1032.5,7,23.2,0,0,NA,0,0,0,0
9,1,9,681.75,1032.5,8,22.2,0,0,NA,0,0,0,0
10,1,10,681.75,1032.5,9,30.2,0,0,NA,0,0,0,0
11,1,11,621,951.75,14,86.6,101.05,101.05,NA,101.05,20.21,-126.955,-126.955
12,1,12,621,951.75,15,47.7,101.05,101.05,NA,0,0,0,126.955
13,1,13,621,951.75,16,26.8,101.05,101.05,NA,0,0,0,0
14,1,14,621,951.75,17,29.5,101.05,101.05,NA,0,0,0,0
15,1,15,621,951.75,18,32.6,101.05,101.05,NA,0,0,0,0
16,1,16,621,951.75,19,37.6,101.05,101.05,NA,0,0,0,0
17,1,17,621,951.75,20,57.2,101.05,101.05,NA,0,0,0,0
18,1,18,621,951.75,21,53.8,101.05,101.05,NA,0,0,0,0
19,1,19,621,951.75,22,46.4,101.05,101.05,NA,0,0,0,0
20,1,20,621,951.75,23,38.6,101.05,101.05,NA,0,0,0,0
21,1,21,621,951.75,24,34.7,101.05,101.05,NA,0,0,0,0
22,1,22,621,951.75,25,31.6,101.05,101.05,NA,0,0,0,0
23,1,23,621,951.75,26,38.6,101.05,101.05,NA,0,0,0,0
24,1,24,621,951.75,27,33.7,101.05,101.05,NA,0,0,0,0
25,1,25,540.75,858.75,31,79.9,223.888,223.763,NA,122.838,30.709,-130.791,-130.791
26,1,26,540.75,858.75,32,28.5,223.888,223.763,NA,0,0,0,130.791
27,1,27,540.75,858.75,33,20.1,223.888,223.763,NA,0,0,0,0
28,1,28,540.75,858.75,34,24.6,223.888,223.763,NA,0,0,0,0
29,1,29,540.75,858.75,35,27.6,223.888,223.763,NA,0,0,0,0
30,1,30,540.75,858.75,36,26.4,223.888,223.763,NA,0,0,0,0
31,1,31,540.75,858.75,37,21.3,223.888,223.763,NA,0,0,0,0
32,1,32,540.75,858.75,38,21.3,223.888,223.763,NA,0,0,0,0
33,1,33,540.75,858.75,39,26.4,223.888,223.763,NA,0,0,0,0
34,1,34,540.75,858.75,40,28.5,223.888,223.763,NA,0,0,0,0
35,1,35,540.75,858.75,41,25.5,223.888,223.763,NA,0,0,0,0
36,1,36,540.75,858.75,42,18.3,223.888,223.763,NA,0,0,0,0
37,1,37,443.5,803,47,28.2,335.984,330.807,NA,112.096,22.419,-150.176,-150.176
38,1,38,443.5,803,48,24.8,335.984,330.807,NA,0,0,0,150.176
