Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,1028,719.75,0,35,0,0,NA,NA,NA,NA,NA
2,1,2,1028,719.75,1,32.9,0,0,NA,0,0,0,NA
3,1,3,1028,719.75,2,35,0,0,NA,0,0,0,0
4,1,5,939,613.25,9,82.9,138.792,138.792,NA,138.792,19.827,-129.885,-129.885
5,1,6,939,613.25,10,81.3,138.792,138.792,NA,0,0,0,129.885
6,1,7,939,613.25,11,69,138.792,138.792,NA,0,0,0,0
7,1,8,939,613.25,12,55.2,138.792,138.792,NA,0,0,0,0
8,1,9,939,613.25,13,62.1,138.792,138.792,NA,0,0,0,0
9,1,10,939,613.25,14,55.2,138.792,138.792,NA,0,0,0,0
10,1,11,939,613.25,15,59.8,138.792,138.792,NA,0,0,0,0
11,1,12,939,613.25,16,54.1,138.792,138.792,NA,0,0,0,0
12,1,13,939,613.25,17,55.2,138.792,138.792,NA,0,0,0,0
13,1,14,939,613.25,18,52.8,138.792,138.792,NA,0,0,0,0
14,1,15,939,613.25,19,67.8,138.792,138.792,NA,0,0,0,0
15,1,16,939,613.25,20,66.5,138.792,138.792,NA,0,0,0,0
16,1,17,939,613.25,21,63.5,138.792,138.792,NA,0,0,0,0
17,1,18,939,613.25,22,63.2,138.792,138.792,NA,0,0,0,0
18,1,19,939,613.25,23,65.5,138.792,138.792,NA,0,0,0,0
19,1,20,939,613.25,24,61.5,138.792,138.792,NA,0,0,0,0
20,1,21,939,613.25,25,64.3,138.792,138.792,NA,0,0,0,0
21,1,22,939,613.25,26,64.4,138.792,138.792,NA,0,0,0,0
22,1,23,939,613.25,27,45.4,138.792,138.792,NA,0,0,0,0
23,1,24,939,613.25,28,29.7,138.792,138.792,NA,0,0,0,0
24,1,25,939,613.25,29,27.1,138.792,138.792,NA,0,0,0,0
25,1,26,939,613.25,30,41.3,138.792,138.792,NA,0,0,0,0
26,1,27,939,613.25,31,41.1,138.792,138.792,NA,0,0,0,0
27,1,28,821.25,575.5,33,78.4,262.445,252.098,NA,123.653,61.827,-162.224,-162.224
28,1,29,821.25,575.5,34,67.8,262.445,252.098,NA,0,0,0,162.224
29,1,30,821.25,575.5,35,65.8,262.445,252.098,NA,0,0,0,0
30,1,31,821.25,575.5,36,53.5,262.445,252.098,NA,0,0,0,0
31,1,32,732,521.25,41,82.9,366.89,356.396,NA,104.444,20.889,-148.707,-148.707
32,1,33,732,521.25,42,73.7,366.89,356.396,NA,0,0,0,148.707
33,1,34,732,521.25,43,64.4,366.89,356.396,NA,0,0,0,0
34,1,35,732,521.25,44,87.4,366.89,356.396,NA,0,0,0,0
35,1,36,732,521.25,45,80.7,366.89,356.396,NA,0,0,0,0
36,1,37,732,521.25,46,77,366.89,356.396,NA,0,0,0,0
37,1,38,732,521.25,47,85.6,366.89,356.396,NA,0,0,0,0
38,1,39,732,521.25,48,88.6,366.89,356.396,NA,0,0,0,0
39,1,40,732,521.25,49,78.6,366.89,356.396,NA,0,0,0,0
40,1,41,732,521.25,50,77,366.89,356.396,NA,0,0,0,0
41,1,42,732,521.25,51,75.9,366.89,356.396,NA,0,0,0,0
42,1,43,732,521.25,52,72.4,366.89,356.396,NA,0,0,0,0
43,1,44,656,502,58,19.8,445.29,431.044,NA,78.4,13.067,-165.787,-165.787
44,1,45,656,502,59,46.9,445.29,431.044,NA,0,0,0,165.787
45,1,46,656,502,60,45.6,445.29,431.044,NA,0,0,0,0
46,1,47,656,502,61,52.5,445.29,431.044,NA,0,0,0,0
47,1,48,665,505,62,31.4,454.777,421.766,NA,9.487,9.487,18.435,18.435
48,1,49,665,505,63,34,454.777,421.766,NA,0,0,0,-18.435
49,1,50,665,505,64,34,454.777,421.766,NA,0,0,0,0
50,1,51,665,505,65,35,454.777,421.766,NA,0,0,0,0
51,1,52,665,505,66,35,454.777,421.766,NA,0,0,0,0
52,1,53,606.25,388.75,72,34.3,585.029,536.129,NA,130.252,21.709,-116.811,-116.811
53,1,54,606.25,388.75,73,27.3,585.029,536.129,NA,0,0,0,116.811
54,1,55,606.25,388.75,74,27.3,585.029,536.129,NA,0,0,0,0
55,1,56,606.25,388.75,75,23.3,585.029,536.129,NA,0,0,0,0
56,1,60,606.25,388.75,76,21.3,585.029,536.129,NA,0,0,0,0
57,2,1,1062.5,501.75,0,64.2,0,0,NA,NA,NA,NA,NA
58,2,2,1062.5,501.75,1,59.5,0,0,NA,0,0,0,NA
59,2,3,1062.5,501.75,2,61,0,0,NA,0,0,0,0
60,2,4,1062.5,501.75,3,64.1,0,0,NA,0,0,0,0
61,2,5,1062.5,501.75,4,86.2,0,0,NA,0,0,0,0
62,2,6,1062.5,501.75,5,79.4,0,0,NA,0,0,0,0
63,2,7,1062.5,501.75,6,80.4,0,0,NA,0,0,0,0
64,2,8,1062.5,501.75,7,80.4,0,0,NA,0,0,0,0
65,2,9,1062.5,501.75,8,80.9,0,0,NA,0,0,0,0
66,2,10,1062.5,501.75,9,81.9,0,0,NA,0,0,0,0
67,2,11,1062.5,501.75,10,79.3,0,0,NA,0,0,0,0
68,2,12,1062.5,501.75,11,85.6,0,0,NA,0,0,0,0
69,2,13,1062.5,501.75,12,79.4,0,0,NA,0,0,0,0
70,2,14,1062.5,501.75,13,77.5,0,0,NA,0,0,0,0
71,2,15,1062.5,501.75,14,80.4,0,0,NA,0,0,0,0
72,2,16,1062.5,501.75,15,79.8,0,0,NA,0,0,0,0
