Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,815.25,796,0,45.2,0,0,NA,NA,NA,NA,NA
2,1,2,815.25,796,1,43.2,0,0,NA,0,0,0,NA
3,1,3,815.25,796,2,44.2,0,0,NA,0,0,0,0
4,1,4,815.25,796,3,42.2,0,0,NA,0,0,0,0
5,1,5,815.25,796,4,43.2,0,0,NA,0,0,0,0
6,1,6,815.25,796,5,44.2,0,0,NA,0,0,0,0
7,1,7,815.25,796,6,47.6,0,0,NA,0,0,0,0
8,1,8,815.25,796,7,50.2,0,0,NA,0,0,0,0
9,1,9,815.25,796,8,45.2,0,0,NA,0,0,0,0
10,1,10,815.25,796,9,36.2,0,0,NA,0,0,0,0
11,1,11,815.25,796,10,43.2,0,0,NA,0,0,0,0
12,1,12,815.25,796,11,49.2,0,0,NA,0,0,0,0
13,1,13,815.25,796,12,49.2,0,0,NA,0,0,0,0
14,1,14,815.25,796,13,42.2,0,0,NA,0,0,0,0
15,1,15,815.25,796,14,120.7,0,0,NA,0,0,0,0
16,1,16,815.25,796,15,67.5,0,0,NA,0,0,0,0
17,1,17,710,794.25,24,29,105.265,105.265,NA,105.265,11.696,-179.047,-179.047
18,1,18,710,794.25,25,23,105.265,105.265,NA,0,0,0,179.047
19,1,19,710,794.25,26,26,105.265,105.265,NA,0,0,0,0
20,1,20,710,794.25,27,28,105.265,105.265,NA,0,0,0,0
21,1,21,710,794.25,28,19,105.265,105.265,NA,0,0,0,0
22,1,22,710,794.25,29,21,105.265,105.265,NA,0,0,0,0
23,1,23,710,794.25,30,43,105.265,105.265,NA,0,0,0,0
24,1,24,630.75,675.75,35,52.6,247.823,220.228,NA,142.558,28.512,-123.774,-123.774
25,1,25,630.75,675.75,36,65.1,247.823,220.228,NA,0,0,0,123.774
26,1,26,630.75,675.75,37,71.1,247.823,220.228,NA,0,0,0,0
27,1,27,630.75,675.75,38,71.1,247.823,220.228,NA,0,0,0,0
28,1,28,630.75,675.75,39,72.1,247.823,220.228,NA,0,0,0,0
29,1,29,630.75,675.75,40,77.5,247.823,220.228,NA,0,0,0,0
30,1,30,630.75,675.75,41,78.5,247.823,220.228,NA,0,0,0,0
31,1,31,630.75,675.75,42,67.5,247.823,220.228,NA,0,0,0,0
32,1,32,630.75,675.75,43,67.6,247.823,220.228,NA,0,0,0,0
33,1,33,630.75,675.75,44,68.9,247.823,220.228,NA,0,0,0,0
34,1,34,630.75,675.75,45,60.8,247.823,220.228,NA,0,0,0,0
35,1,35,611,538.75,50,35.1,386.239,328.475,NA,138.416,27.683,-98.203,-98.203
36,1,36,611,538.75,51,35.1,386.239,328.475,NA,0,0,0,98.203
37,1,37,611,538.75,52,41.1,386.239,328.475,NA,0,0,0,0
38,1,38,611,538.75,53,41.1,386.239,328.475,NA,0,0,0,0
39,1,39,611,538.75,54,38.6,386.239,328.475,NA,0,0,0,0
40,1,40,611,538.75,55,41.2,386.239,328.475,NA,0,0,0,0
41,1,41,611,538.75,56,39.5,386.239,328.475,NA,0,0,0,0
42,1,42,611,538.75,57,46.7,386.239,328.475,NA,0,0,0,0
43,1,43,611,538.75,58,35.1,386.239,328.475,NA,0,0,0,0
44,1,45,611,538.75,59,44.5,386.239,328.475,NA,0,0,0,0
45,2,1,1041,933.25,0,59.4,0,0,NA,NA,NA,NA,NA
46,2,2,1041,933.25,1,58.4,0,0,NA,0,0,0,NA
47,2,3,1041,933.25,2,58.4,0,0,NA,0,0,0,0
48,2,4,1041,933.25,3,57.4,0,0,NA,0,0,0,0
49,2,5,1041,933.25,4,60.7,0,0,NA,0,0,0,0
50,2,6,1041,933.25,5,60.7,0,0,NA,0,0,0,0
51,2,7,1041,933.25,6,59.4,0,0,NA,0,0,0,0
52,2,8,1041,933.25,7,61.8,0,0,NA,0,0,0,0
53,2,9,1041,933.25,8,58.4,0,0,NA,0,0,0,0
54,2,10,953.5,828.5,13,115.8,136.487,136.487,NA,136.487,27.297,-129.873,-129.873
55,2,11,953.5,828.5,14,108.5,136.487,136.487,NA,0,0,0,129.873
56,2,12,953.5,828.5,15,108.5,136.487,136.487,NA,0,0,0,0
57,2,13,953.5,828.5,16,86.1,136.487,136.487,NA,0,0,0,0
58,2,14,953.5,828.5,17,86.3,136.487,136.487,NA,0,0,0,0
59,2,15,953.5,828.5,18,98.1,136.487,136.487,NA,0,0,0,0
60,2,16,953.5,828.5,19,112.4,136.487,136.487,NA,0,0,0,0
