Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,830.75,367.5,0,89.4,0,0,NA,NA,NA,NA,NA
2,1,2,830.75,367.5,1,90.7,0,0,NA,0,0,0,NA
3,1,3,941,353,5,60.5,111.199,111.199,NA,111.199,27.8,-7.492,-7.492
4,1,4,941,353,6,128.2,111.199,111.199,NA,0,0,0,7.492
5,1,5,941,353,7,101.5,111.199,111.199,NA,0,0,0,0
6,1,6,941,353,8,67.5,111.199,111.199,NA,0,0,0,0
7,1,7,941,353,9,56.2,111.199,111.199,NA,0,0,0,0
8,1,8,941,353,10,49.2,111.199,111.199,NA,0,0,0,0
9,1,9,941,353,11,67.7,111.199,111.199,NA,0,0,0,0
10,1,10,941,353,12,84.4,111.199,111.199,NA,0,0,0,0
11,1,11,941,353,13,91.4,111.199,111.199,NA,0,0,0,0
12,1,12,941,353,14,105.4,111.199,111.199,NA,0,0,0,0
13,1,13,941,353,15,114.4,111.199,111.199,NA,0,0,0,0
14,1,14,1051.5,317.25,20,57.5,227.339,226.397,NA,116.139,23.228,-17.928,-17.928
15,1,15,1051.5,317.25,21,34.5,227.339,226.397,NA,0,0,0,17.928
16,1,16,1051.5,317.25,22,34.5,227.339,226.397,NA,0,0,0,0
17,1,17,1051.5,317.25,23,36.5,227.339,226.397,NA,0,0,0,0
18,1,18,1051.5,317.25,24,30.5,227.339,226.397,NA,0,0,0,0
19,1,19,1051.5,317.25,25,27.5,227.339,226.397,NA,0,0,0,0
20,1,20,1051.5,317.25,26,39.5,227.339,226.397,NA,0,0,0,0
21,1,21,1051.5,317.25,27,45.5,227.339,226.397,NA,0,0,0,0
22,1,22,1051.5,317.25,28,45.5,227.339,226.397,NA,0,0,0,0
23,1,23,1051.5,317.25,29,59.8,227.339,226.397,NA,0,0,0,0
24,1,24,1143,241.75,34,67.8,345.966,336.62,NA,118.628,23.726,-39.527,-39.527
25,1,25,1143,241.75,35,70.2,345.966,336.62,NA,0,0,0,39.527
26,1,26,1143,241.75,36,80.5,345.966,336.62,NA,0,0,0,0
27,1,27,1143,241.75,37,90.1,345.966,336.62,NA,0,0,0,0
28,1,28,1143,241.75,38,98.2,345.966,336.62,NA,0,0,0,0
29,1,29,1143,241.75,39,93.2,345.966,336.62,NA,0,0,0,0
30,1,30,1143,241.75,40,79.2,345.966,336.62,NA,0,0,0,0
31,1,31,1143,241.75,41,69.1,345.966,336.62,NA,0,0,0,0
32,1,32,1143,241.75,42,86.2,345.966,336.62,NA,0,0,0,0
33,1,33,1140.75,242,43,52.4,348.23,334.44,NA,2.264,2.264,173.66,173.66
34,1,34,1140.75,242,44,52.4,348.23,334.44,NA,0,0,0,-173.66
35,1,35,1140.75,242,45,50.4,348.23,334.44,NA,0,0,0,0
36,1,36,1140.75,242,46,51.4,348.23,334.44,NA,0,0,0,0
37,1,37,1140.75,242,47,52.4,348.23,334.44,NA,0,0,0,0
38,1,38,1140.75,242,48,53.7,348.23,334.44,NA,0,0,0,0
39,1,39,1140.75,242,49,53.7,348.23,334.44,NA,0,0,0,0
40,2,1,859.25,526.25,0,38.5,0,0,NA,NA,NA,NA,NA
41,2,2,859.25,526.25,1,37.5,0,0,NA,0,0,0,NA
42,2,3,859.25,526.25,2,48,0,0,NA,0,0,0,0
43,2,4,859.25,526.25,3,54.4,0,0,NA,0,0,0,0
44,2,5,859.25,526.25,4,53.9,0,0,NA,0,0,0,0
45,2,6,859.25,526.25,5,46.9,0,0,NA,0,0,0,0
46,2,7,859.25,526.25,6,59.9,0,0,NA,0,0,0,0
47,2,8,859.25,526.25,7,54.9,0,0,NA,0,0,0,0
48,2,9,859.25,526.25,8,71.8,0,0,NA,0,0,0,0
49,2,10,1006,536,12,48.3,147.074,147.074,NA,147.074,36.768,3.801,3.801
50,2,11,1006,536,13,40.3,147.074,147.074,NA,0,0,0,-3.801
51,2,12,1006,536,14,51.8,147.074,147.074,NA,0,0,0,0
52,2,13,1006,536,15,47.1,147.074,147.074,NA,0,0,0,0
53,2,14,1006,536,16,43.4,147.074,147.074,NA,0,0,0,0
54,2,15,1006,536,17,47.3,147.074,147.074,NA,0,0,0,0
55,2,16,1006,536,18,48,147.074,147.074,NA,0,0,0,0
56,2,17,1006,536,19,34,147.074,147.074,NA,0,0,0,0
57,2,18,1006,536,20,27.9,147.074,147.074,NA,0,0,0,0
58,2,19,1006,536,21,27.1,147.074,147.074,NA,0,0,0,0
59,2,20,1006,536,22,36.2,147.074,147.074,NA,0,0,0,0
60,2,21,1141.25,475.5,26,71.4,295.238,286.53,NA,148.165,37.041,-24.1,-24.1
61,2,22,1141.25,475.5,27,94.5,295.238,286.53,NA,0,0,0,24.1
62,2,23,1135.5,467.25,28,50.2,305.294,282.48,NA,10.056,10.056,-124.875,-124.875
63,2,24,1131.75,466.5,29,51.4,309.119,278.974,NA,3.824,3.824,-168.69,-43.815
64,2,25,1124.5,465,30,40.1,316.522,272.23,NA,7.404,7.404,-168.311,0.379
65,2,26,1124.5,465,31,59.7,316.522,272.23,NA,0,0,0,168.311
66,2,27,1124.5,465,32,49.2,316.522,272.23,NA,0,0,0,0
67,2,28,1124.5,465,33,44.5,316.522,272.23,NA,0,0,0,0
68,2,29,1124.5,465,34,37.5,316.522,272.23,NA,0,0,0,0
69,2,30,1124.5,465,35,35.2,316.522,272.23,NA,0,0,0,0
70,2,31,1229.75,426,39,59.6,428.766,383.823,NA,112.243,28.061,-20.332,-20.332
71,2,32,1224.25,422.25,40,28.4,435.422,379.527,NA,6.657,6.657,-145.713,-125.381
72,2,33,1224.25,422.25,41,48,435.422,379.527,NA,0,0,0,145.713
73,2,34,1224.25,422.25,42,57.3,435.422,379.527,NA,0,0,0,0
74,2,35,1224.25,422.25,43,51.3,435.422,379.527,NA,0,0,0,0
75,2,36,1224.25,422.25,44,53.9,435.422,379.527,NA,0,0,0,0
76,2,37,1224.25,422.25,45,60.9,435.422,379.527,NA,0,0,0,0
77,2,38,1224.25,422.25,46,58.3,435.422,379.527,NA,0,0,0,0
78,2,39,1224.25,422.25,47,59.3,435.422,379.527,NA,0,0,0,0
79,2,40,1224.25,422.25,48,59.3,435.422,379.527,NA,0,0,0,0
80,2,41,1224.25,422.25,49,57.5,435.422,379.527,NA,0,0,0,0
81,3,1,773.5,308.5,0,63.2,0,0,NA,NA,NA,NA,NA
82,3,2,773.5,308.5,1,65.5,0,0,NA,0,0,0,NA
83,3,3,773.5,308.5,2,67.7,0,0,NA,0,0,0,0
84,3,4,773.5,308.5,3,65.7,0,0,NA,0,0,0,0
85,3,5,773.5,308.5,4,68.8,0,0,NA,0,0,0,0
86,3,6,773.5,308.5,5,65.7,0,0,NA,0,0,0,0
87,3,7,773.5,308.5,6,53.7,0,0,NA,0,0,0,0
88,3,8,773.5,308.5,7,61.8,0,0,NA,0,0,0,0
89,3,9,773.5,308.5,8,79.7,0,0,NA,0,0,0,0
90,3,10,866.25,295.75,13,39.9,93.622,93.622,NA,93.622,18.724,-7.827,-7.827
91,3,11,866.25,295.75,14,42,93.622,93.622,NA,0,0,0,7.827
