Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,830.75,406.25,0,87.6,0,0,NA,NA,NA,NA,NA
2,1,2,830.75,406.25,1,85,0,0,NA,0,0,0,NA
3,1,3,830.75,406.25,2,86.6,0,0,NA,0,0,0,0
4,1,4,830.75,406.25,3,93.6,0,0,NA,0,0,0,0
5,1,5,830.75,406.25,4,86.6,0,0,NA,0,0,0,0
6,1,6,830.75,406.25,5,85,0,0,NA,0,0,0,0
7,1,7,830.75,406.25,6,81.6,0,0,NA,0,0,0,0
8,1,8,830.75,406.25,7,77.1,0,0,NA,0,0,0,0
9,1,9,830.75,406.25,8,61.8,0,0,NA,0,0,0,0
10,1,10,830.75,406.25,9,57.1,0,0,NA,0,0,0,0
11,1,11,830.75,406.25,10,59.5,0,0,NA,0,0,0,0
12,1,12,830.75,406.25,11,52.5,0,0,NA,0,0,0,0
13,1,13,830.75,406.25,12,36.1,0,0,NA,0,0,0,0
14,1,14,830.75,406.25,13,22,0,0,NA,0,0,0,0
15,1,15,924.25,258.5,18,84.1,174.849,174.849,NA,174.849,34.97,-57.673,-57.673
16,1,16,924.25,258.5,19,127.8,174.849,174.849,NA,0,0,0,57.673
17,1,17,924.25,258.5,20,183.6,174.849,174.849,NA,0,0,0,0
18,1,18,924.25,258.5,21,181.6,174.849,174.849,NA,0,0,0,0
19,1,19,924.25,258.5,22,176.9,174.849,174.849,NA,0,0,0,0
20,1,20,924.25,258.5,23,175.1,174.849,174.849,NA,0,0,0,0
21,1,21,924.25,258.5,24,135,174.849,174.849,NA,0,0,0,0
22,1,22,924.25,258.5,25,136.3,174.849,174.849,NA,0,0,0,0
23,1,23,924.25,258.5,26,130.3,174.849,174.849,NA,0,0,0,0
24,1,24,924.25,258.5,27,134,174.849,174.849,NA,0,0,0,0
25,1,25,924.25,258.5,28,128,174.849,174.849,NA,0,0,0,0
26,1,26,924.25,258.5,29,131.9,174.849,174.849,NA,0,0,0,0
27,1,27,924.25,258.5,30,130.7,174.849,174.849,NA,0,0,0,0
28,1,28,983.75,185,34,58.7,269.414,268.999,NA,94.565,23.641,-51.009,-51.009
29,1,29,983.75,185,35,68.9,269.414,268.999,NA,0,0,0,51.009
30,1,30,983.75,185,36,72.3,269.414,268.999,NA,0,0,0,0
31,1,31,983.75,185,37,71.3,269.414,268.999,NA,0,0,0,0
32,1,32,983.75,185,38,74.9,269.414,268.999,NA,0,0,0,0
33,1,33,983.75,185,39,71.3,269.414,268.999,NA,0,0,0,0
34,1,34,983.75,185,40,70.3,269.414,268.999,NA,0,0,0,0
35,1,35,983.75,185,41,53.6,269.414,268.999,NA,0,0,0,0
36,1,36,983.75,185,42,56.3,269.414,268.999,NA,0,0,0,0
37,1,37,983.75,185,43,52.3,269.414,268.999,NA,0,0,0,0
38,1,38,983.75,185,44,56.3,269.414,268.999,NA,0,0,0,0
39,1,39,983.75,185,45,52.3,269.414,268.999,NA,0,0,0,0
40,1,40,983.75,185,46,56.3,269.414,268.999,NA,0,0,0,0
41,1,41,983.75,185,47,52.3,269.414,268.999,NA,0,0,0,0
42,1,42,983.75,185,48,57.3,269.414,268.999,NA,0,0,0,0
43,1,43,1079.5,206,53,93.7,367.44,319.338,NA,98.026,19.605,12.37,12.37
44,1,44,1079.5,206,54,85.4,367.44,319.338,NA,0,0,0,-12.37
45,1,45,1079.5,206,55,82,367.44,319.338,NA,0,0,0,0
46,1,46,1079.5,206,56,92.4,367.44,319.338,NA,0,0,0,0
47,1,47,1079.5,206,57,92.4,367.44,319.338,NA,0,0,0,0
48,1,48,1079.5,206,58,91.1,367.44,319.338,NA,0,0,0,0
49,1,49,1079.5,206,59,89,367.44,319.338,NA,0,0,0,0
50,1,52,1079.5,206,60,91.1,367.44,319.338,NA,0,0,0,0
51,2,1,748.25,583.75,0,41.4,0,0,NA,NA,NA,NA,NA
52,2,2,748.25,583.75,1,41.4,0,0,NA,0,0,0,NA
53,2,3,748.25,583.75,2,39.7,0,0,NA,0,0,0,0
54,2,4,748.25,583.75,3,42.4,0,0,NA,0,0,0,0
55,2,5,748.25,583.75,4,36.8,0,0,NA,0,0,0,0
56,2,6,748.25,583.75,5,33.9,0,0,NA,0,0,0,0
57,2,7,748.25,583.75,6,43.2,0,0,NA,0,0,0,0
58,2,8,908,486.5,11,72.6,187.023,187.023,NA,187.023,37.405,-31.332,-31.332
59,2,9,908,486.5,12,101.6,187.023,187.023,NA,0,0,0,31.332
60,2,10,908,486.5,13,59.6,187.023,187.023,NA,0,0,0,0
61,2,11,908,486.5,14,42.1,187.023,187.023,NA,0,0,0,0
62,2,12,908,486.5,15,40.8,187.023,187.023,NA,0,0,0,0
63,2,13,908,486.5,16,46.7,187.023,187.023,NA,0,0,0,0
64,2,14,908,486.5,17,45.7,187.023,187.023,NA,0,0,0,0
65,2,15,908,486.5,18,33,187.023,187.023,NA,0,0,0,0
66,2,16,908,486.5,19,40,187.023,187.023,NA,0,0,0,0
67,2,17,908,486.5,20,52.5,187.023,187.023,NA,0,0,0,0
68,2,18,908,486.5,21,51.5,187.023,187.023,NA,0,0,0,0
69,2,19,1032,416.25,26,116.2,329.54,329.5,NA,142.517,28.503,-29.533,-29.533
70,2,20,1032,416.25,27,39.9,329.54,329.5,NA,0,0,0,29.533
71,2,21,1032,416.25,28,44.3,329.54,329.5,NA,0,0,0,0
72,2,22,1028.75,412.75,29,42.3,334.316,328.514,NA,4.776,4.776,-132.879,-132.879
73,2,23,1022.5,408.75,30,9.6,341.737,325.328,NA,7.42,7.42,-147.381,-14.502
74,2,24,1022.5,408.75,31,15.5,341.737,325.328,NA,0,0,0,147.381
75,2,25,1022.5,408.75,32,19.9,341.737,325.328,NA,0,0,0,0
76,2,26,1022.5,408.75,33,13.9,341.737,325.328,NA,0,0,0,0
77,2,27,1022.5,408.75,34,17.5,341.737,325.328,NA,0,0,0,0
78,2,28,1022.5,408.75,35,12.9,341.737,325.328,NA,0,0,0,0
79,2,29,1026.25,409.5,36,8.1,345.561,328.096,NA,3.824,3.824,11.31,11.31
80,2,30,1026.25,409.5,37,16.7,345.561,328.096,NA,0,0,0,-11.31
81,2,31,1133.5,322.5,41,32.4,483.661,465.477,NA,138.1,34.525,-39.049,-39.049
82,2,32,1133.5,322.5,42,21.4,483.661,465.477,NA,0,0,0,39.049
