"species","ID","video","time1","time2","done","EB comments","other comments","use","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_glass_2_2","00:02:50","00:02:53","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_glass_2_2","00:02:54","00:02:57","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g150_3_1","00:02:06","00:02:09","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g150_3_1","0:03:00","00:03:03","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g150_3_2","00:00:20","00:00:23","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g150_3_3","00:01:50","00:01:54","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g24_4_1","00:00:27","00:00:30","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g24_4_2","00:00:39","00:00:43","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g24_4_2","00:01:38","00:01:41","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g100_5_1","00:00:23","00:00:25","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g100_5_1","00:00:59","00:01:02","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g100_5_1","00:01:38","00:01:41","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g100_5_2","00:02:03","00:02:05","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g100_5_2","00:03:06","00:03:09","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g100_5_2","00:03:48","00:03:51","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA58","CA58_g100_5_3","00:00:44","00:00:47","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g24_1_1","00:00:06","00:00:09","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g24_1_1","00:01:05","00:01:08","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g24_1_2","00:01:02","00:01:05","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g24_1_2","00:01:20","00:01:23","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g24_1_2","00:01:49","00:01:53","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g24_1_3","00:01:19","00:01:24","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g24_1_3","00:01:26","00:01:29","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g24_1_4","00:02:34","00:02:38","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_glass_2_1","00:00:04","00:00:07","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_glass_2_1","00:00:51","00:00:53","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_glass_2_2","00:01:42","00:01:45","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_glass_2_2","00:01:50","00:01:53","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_glass_2_2","00:01:55","00:01:58","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_glass_2_2","00:02:05","00:02:08","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_glass_2_3","00:00:17","00:00:20","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_glass_2_3","00:01:56","00:01:59","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g60_3_1","00:00:02","00:00:06","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g60_3_1","00:00:34","00:00:37","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g60_3_1","00:01:08","00:01:11","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g60_3_1","00:01:24","00:01:27","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g60_3_2","00:01:12","00:01:15","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g60_3_2","00:01:58","00:02:01","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g60_3_3","00:00:37","00:00:40","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g60_3_4","00:00:04","00:00:07","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g150_4_1","00:00:39","00:00:44","yes","","done","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g150_4_1","00:00:52","00:00:55","yes","","done","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g150_4_1","00:01:05","00:01:08","yes","","done","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g150_4_1","00:01:09","00:01:11","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g150_4_2","00:00:02","00:00:05","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g150_4_2","00:00:18","00:00:23","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g150_4_3","00:01:15","00:00:18","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g150_4_3","00:01:24","00:01:29","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_1","00:00:11","00:00:14","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_1","00:00:57","00:01:00","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_1","00:00:59","00:01:02","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_1","00:01:57","00:02:00","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_1","00:02:33","00:02:37","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_1","00:02:52","00:02:55","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_1","00:03:07","00:03:10","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_1","00:03:28","00:03:34","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_2","00:00:11","00:00:13","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA60","CA60_g100_5_2","00:00:29","00:00:33","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_1","00:00:20","00:00:24","yes","","","too much on sides","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_1","00:00:22","00:00:25","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_1","00:00:32","00:00:36","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_1","00:00:43","00:00:45","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_2","00:00:11","00:00:14","yes","","","probably ok but need to navigate stepping on the scale","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_2","00:00:21","00:00:24","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_2","00:00:24","00:00:26","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_2","00:01:00","00:01:05","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_3","00:00:09","00:00:12","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_3","00:00:13","00:00:16","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_3","00:00:26","00:00:29","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_3","00:01:12","00:01:15","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_3","00:01:15","00:01:17","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g150_1_3","00:01:41","00:01:44","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g100_2_1","00:00:25","00:00:28","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g100_2_1","00:00:28","00:00:30","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g100_2_1","00:00:37","00:00:40","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g100_2_1","00:00:40","00:00:43","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g100_2_1","00:00:53","00:00:56","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g100_2_1","00:01:11","00:01:14","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g100_2_1","00:01:41","00:01:45","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g100_2_1","00:02:29","00:02:32","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g60_3_1","00:00:12","00:00:15","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g60_3_1","00:00:17","00:00:19","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g60_3_1","00:00:24","00:00:27","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g60_3_1","00:00:27","00:00:30","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g60_3_1","00:00:50","00:00:54","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g60_3_1","00:00:54","00:00:56","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g60_3_2","00:00:16","00:00:19","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g60_3_2","00:00:39","00:00:41","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_glass_4_1","00:00:01","00:00:04","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_glass_4_1","00:00:05","00:00:07","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_glass_4_2","00:00:35","00:00:37","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_glass_4_2","00:00:38","00:00:41","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_glass_4_2","00:01:21","00:01:24","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_glass_4_2","00:01:24","00:01:27","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g24_5_1","00:00:34","00:00:38","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g24_5_1","00:00:38","00:00:41","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g24_5_1","00:00:49","00:00:52","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g24_5_1","00:01:14","00:01:17","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g24_5_1","00:01:17","00:01:20","yes","","two strides on right back leg","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g24_5_1","00:01:30","00:01:34","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g24_5_1","00:02:03","00:02:07","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA61","CA61_g24_5_1","00:00:42","00:00:45","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g60_3_1","00:00:05","00:00:08","yes","","only two strides on left middle leg","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g60_3_1","00:00:10","00:00:13","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g60_3_1","00:00:42","00:00:44","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g60_3_1","00:01:02","00:01:04","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g60_3_2","00:00:20","00:00:23","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g60_3_3","00:00:14","00:00:18","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g60_3_3","00:00:56","00:01:00","yes","","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g100_1_1","00:00:55","00:00:58","yes","ok","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g100_1_1","00:00:57","00:01:00","yes","ok","slight turn","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g100_1_2","00:00:28","00:00:30","yes","ok","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g100_1_3","00:00:03","00:00:06","yes","ok","not enough strides","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g100_1_3","00:00:04","00:00:07","yes","ok","","done","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g24_2_1","00:00:14","0:00:16","","ok","fourth stride touching side","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g24_2_3","00:01:20","00:01:22","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g24_2_3","00:01:37","00:01:41","","ok","will need to navigate around stepping on the scale","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_glass_4_1","00:00:06","00:00:09","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_glass_4_1","00:00:39","00:00:42","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_glass_4_1","00:02:16","00:02:18","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_glass_4_1","00:02:18","00:02:20","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_glass_4_1","00:03:14","00:03:17","","ok","slight turn; not the best - try to use others instead","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_glass_4_2","00:02:09","00:02:11","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_1","00:00:23","00:00:26","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_1","00:00:45","00:00:47","","too much on scale - don't use","first stride touching scale","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_1","00:00:50","00:00:53","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_1","00:01:53","00:01:56","","ok - might be alright but a lot is on scale","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_1","00:02:08","00:02:11","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_1","00:02:37","00:02:40","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_1","00:02:40","00:02:43","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_1","00:03:20","00:03:23","","not enough strides","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_2","00:01:11","00:01:13","","too much on scale - don't use","back legs touching scale","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_2","00:01:17","00:01:20","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_3","00:00:06","00:00:09","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_3","00:00:24","00:00:28","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_3","00:00:35","00:00:38","","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA62","CA62_g150_5_4","00:00:01","00:00:04","","ok - but make sure none of it is on scale","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_1","00:00:20","00:00:22","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_1","00:00:24","00:00:27","yes","ok but not great - use a different one","slight turn","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_1","00:00:35","00:00:37","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_1","00:01:13","00:01:15","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_1","00:01:26","00:01:28","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_1","00:01:30","00:01:33","yes","not great","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_2","00:00:04","00:00:06","yes","too much on scale - don't use","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_2","00:00:13","00:00:16","yes","too much on sides - don't use","a bit blurry on the side","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_2","00:00:20","00:00:22","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_glass_1_2","00:00:29","00:00:31","yes","entirely on scale - don't use","walking on scale","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_1","00:00:57","00:00:59","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_1","00:00:59","00:01:01","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_1","00:01:14","00:01:17","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_1","00:01:44","00:01:47","yes","ok","turning","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_1","00:02:07","00:02:10","yes","not enough strides - don't use","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_1","00:02:09","00:02:12","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_1","00:03:10","00:03:13","yes","bit of a turn - avoid if possible","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_1","00:03:36","00:03:39","yes","right back leg only has two strides","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_2","00:00:05","00:00:08","yes","ok","good strides but blurry towards sides ","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_2","00:00:15","00:00:18","yes","too hard to see - not worth using","right side of fly difficult to see?","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_2","00:00:22","00:00:26","yes","ok but pretty close to edge - avoid if possible","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_2","00:00:36","00:00:39","yes","ok - start with frame 22","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g60_2_2","00:00:39","00:00:41","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g24_3_1","00:00:22","00:00:25","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g24_3_1","00:00:28","00:00:31","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g24_3_1","00:01:40","00:01:43","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g24_3_1","00:02:15","00:02:18","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_1","00:00:29","00:00:31","yes","too much on edge","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_1","00:00:33","00:00:35","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_1","00:00:54","00:00:56","yes","ll2 only has two strides - don't use","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_2","00:01:17","00:01:19","yes","ok - start with frame 12","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_2","00:01:19","00:01:21","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_2","00:01:21","00:01:23","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_2","00:01:47","00:01:49","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_2","00:01:49","00:01:51","yes","ok - end at frame 50","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_3","00:00:00","00:00:02","yes","ok -  start at frame 2","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_3","00:00:01","00:00:03","yes","ok - start at frame 22","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_3","00:01:34","00:01:37","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g100_4_3","00:02:04","00:02:07","yes","ok - start at frame 18","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g150_5_1","00:00:23","00:00:26","yes","not great - too close to edge","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g150_5_3","00:00:07","00:00:09","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g150_5_3","00:01:46","00:01:49","yes","no strides here - please redo","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g150_5_3","00:01:54","00:01:56","yes","no strides here - please redo","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g150_5_4","00:00:13","00:00:15","yes","don't use - too much on scale","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g150_5_4","00:00:15","00:00:18","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA63","CA63_g150_5_4","00:00:24","00:00:27","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_1","00:00:09","00:00:12","yes","ok - not the best","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_1","00:00:21","00:00:24","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_1","00:00:51","00:00:54","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_2","00:00:39","00:00:41","yes","not enough strides for rl2","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_2","00:00:54","00:00:57","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_3","00:00:09","00:00:12","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_3","00:00:36","00:00:39","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_3","00:00:39","00:00:41","yes","ok - marginal - one leg is pretty close to edge - use others if possible","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:00:09","00:00:12","yes","ok - start at frame 29","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:00:12","00:00:14","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:00:50","00:00:53","yes","don't use","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:00:54","00:00:56","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:01:28","00:01:30","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:01:30","00:01:33","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:01:36","00:01:39","yes","don't use - too hard to see legs","a bit on the blurry sides","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:02:20","00:02:23","yes","ok - make sure to end before fly hits the wall","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_4","00:02:38","00:02:40","yes","ok but marginal - video is shaky","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g60_1_5","00:00:30","00:00:33","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g150_2_1","00:00:02","00:00:06","yes","too much on sides - don't use","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g150_2_1","00:00:09","00:00:11","yes","too much on sides - don't use","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g150_2_1","00:00:43","00:00:46","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g150_2_1","00:01:38","00:01:41","yes","ok - start at frame 22","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g150_2_2","00:00:10","00:00:12","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g150_2_3","00:00:26","00:00:28","yes","ok - stop at frame 54","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g24_3_1","00:00:01","00:00:04","yes","only two strides on rl2","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g24_3_1","00:00:26","00:00:28","yes","ok","can't fully see legs","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g24_3_1","00:01:07","00:01:10","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g24_3_1","00:02:25","00:02:27","yes","ok - end at frame 55","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g24_3_1","00:02:28","00:02:30","yes","not enough strides","slight turn","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g24_3_2","00:00:08","00:00:11","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g24_3_3","00:00:07","00:00:10","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g24_3_3","00:00:44","00:00:47","yes","ok - start at frame 15","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_glass_4_1","00:00:23","00:00:26","yes","ok - start at frame 22 and end at frame 82","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_glass_4_1","00:01:01","00:01:04","yes","not enough strides","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_glass_4_1","00:01:03","00:01:06","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_glass_4_2","00:00:10","00:00:13","yes","ok - start at frame 5","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_glass_4_3","00:00:02","00:00:04","yes","ok - start at frame 4","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_glass_4_3","00:00:05","00:00:07","yes","ok - start at frame 24","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_glass_4_3","00:00:18","00:00:21","yes","ok - start at frame 23","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_1","00:00:32","00:00:35","yes","ok - start at frame 22","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_1","00:00:39","00:00:41","yes","ok but not great - use a different one","kinda can't see some legs","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_1","00:00:48","00:00:50","yes","ok - start at frame 12","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_1","00:00:50","00:00:52","yes","ok","","","","","","","","","","","","","","","","","","",""
