Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,1327.5,504.25,0,52.5,0,0,NA,NA,NA,NA,NA
2,1,2,1327.5,504.25,1,46.5,0,0,NA,0,0,0,NA
3,1,3,1327.5,504.25,2,57,0,0,NA,0,0,0,0
4,1,4,1327.5,504.25,3,44.3,0,0,NA,0,0,0,0
5,1,5,1327.5,504.25,4,39.9,0,0,NA,0,0,0,0
6,1,6,1327.5,504.25,5,50,0,0,NA,0,0,0,0
7,1,7,1251.25,457.75,10,117.3,89.31,89.31,NA,89.31,17.862,-148.624,-148.624
8,1,8,1251.25,457.75,11,117.3,89.31,89.31,NA,0,0,0,148.624
9,1,9,1251.25,457.75,12,117.3,89.31,89.31,NA,0,0,0,0
10,1,10,1251.25,457.75,13,117.3,89.31,89.31,NA,0,0,0,0
11,1,11,1251.25,457.75,14,115.3,89.31,89.31,NA,0,0,0,0
12,1,12,1251.25,457.75,15,117.3,89.31,89.31,NA,0,0,0,0
13,1,13,1251.25,457.75,16,121.3,89.31,89.31,NA,0,0,0,0
14,1,14,1251.25,457.75,17,117.3,89.31,89.31,NA,0,0,0,0
15,1,15,1251.25,457.75,18,116.3,89.31,89.31,NA,0,0,0,0
16,1,16,1251.25,457.75,19,112.3,89.31,89.31,NA,0,0,0,0
17,1,17,1251.25,457.75,20,116.3,89.31,89.31,NA,0,0,0,0
18,1,18,1251.25,457.75,21,116.3,89.31,89.31,NA,0,0,0,0
19,1,19,1251.25,457.75,22,115.3,89.31,89.31,NA,0,0,0,0
20,1,20,1251.25,457.75,23,123.3,89.31,89.31,NA,0,0,0,0
21,1,21,1202.5,375.25,28,94.3,185.137,179.627,NA,95.827,19.165,-120.579,-120.579
22,1,22,1202.5,375.25,29,93.5,185.137,179.627,NA,0,0,0,120.579
23,1,23,1202.5,375.25,30,87.5,185.137,179.627,NA,0,0,0,0
24,1,24,1202.5,375.25,31,100.5,185.137,179.627,NA,0,0,0,0
25,1,25,1202.5,375.25,32,101.5,185.137,179.627,NA,0,0,0,0
26,1,26,1202.5,375.25,33,110.5,185.137,179.627,NA,0,0,0,0
27,1,27,1202.5,375.25,34,96.8,185.137,179.627,NA,0,0,0,0
28,1,28,1202.5,375.25,35,84.1,185.137,179.627,NA,0,0,0,0
29,1,29,1202.5,375.25,36,74.3,185.137,179.627,NA,0,0,0,0
30,1,30,1202.5,375.25,37,79.3,185.137,179.627,NA,0,0,0,0
31,1,31,1202.5,375.25,38,95.3,185.137,179.627,NA,0,0,0,0
32,1,32,1130.25,283.5,43,97.9,301.92,296.037,NA,116.782,23.356,-128.219,-128.219
33,1,33,1130.25,283.5,44,102.8,301.92,296.037,NA,0,0,0,128.219
34,1,34,1130.25,283.5,45,85.9,301.92,296.037,NA,0,0,0,0
35,1,35,1130.25,283.5,46,97.9,301.92,296.037,NA,0,0,0,0
36,1,36,1130.25,283.5,47,96.9,301.92,296.037,NA,0,0,0,0
37,1,37,1130.25,283.5,48,92.9,301.92,296.037,NA,0,0,0,0
38,1,38,1130.25,283.5,49,93.9,301.92,296.037,NA,0,0,0,0
39,1,39,1130.25,283.5,50,97.9,301.92,296.037,NA,0,0,0,0
40,1,40,1130.25,283.5,51,95.5,301.92,296.037,NA,0,0,0,0
41,1,41,1130.25,283.5,52,99.9,301.92,296.037,NA,0,0,0,0
42,1,42,1130.25,283.5,53,97.9,301.92,296.037,NA,0,0,0,0
43,1,43,1130.25,283.5,54,99.3,301.92,296.037,NA,0,0,0,0
