Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,1280,792.75,0,17.8,0,0,NA,NA,NA,NA,NA
2,1,2,1280,792.75,1,22.2,0,0,NA,0,0,0,NA
3,1,3,1145.25,726,7,35.3,150.377,150.377,NA,150.377,25.063,-153.648,-153.648
4,1,4,1145.25,726,8,19.8,150.377,150.377,NA,0,0,0,153.648
5,1,5,1145.25,726,9,22.2,150.377,150.377,NA,0,0,0,0
6,1,6,1145.25,726,10,13.5,150.377,150.377,NA,0,0,0,0
7,1,7,1145.25,726,11,8.1,150.377,150.377,NA,0,0,0,0
8,1,8,1145.25,726,12,9.9,150.377,150.377,NA,0,0,0,0
9,1,9,1145.25,726,13,12,150.377,150.377,NA,0,0,0,0
10,1,10,1145.25,726,14,16.4,150.377,150.377,NA,0,0,0,0
11,1,11,1145.25,726,15,52.8,150.377,150.377,NA,0,0,0,0
12,1,12,1145.25,726,16,52.7,150.377,150.377,NA,0,0,0,0
13,1,13,1145.25,726,17,35.8,150.377,150.377,NA,0,0,0,0
14,1,14,1143,726,18,50,152.627,152.396,NA,2.25,2.25,180,180
15,1,15,1065.5,731.75,23,14.7,230.34,223.005,NA,77.713,15.543,175.757,-4.243
16,1,16,1065.5,731.75,24,22.4,230.34,223.005,NA,0,0,0,-175.757
17,1,17,1065.5,731.75,25,22.4,230.34,223.005,NA,0,0,0,0
18,1,18,1065.5,731.75,26,18.9,230.34,223.005,NA,0,0,0,0
19,1,19,1065.5,731.75,27,46.9,230.34,223.005,NA,0,0,0,0
20,1,20,1065.5,731.75,28,57.5,230.34,223.005,NA,0,0,0,0
21,1,21,1065.5,731.75,29,71.3,230.34,223.005,NA,0,0,0,0
22,1,22,1065.5,731.75,30,52.5,230.34,223.005,NA,0,0,0,0
23,1,23,1065.5,731.75,31,30,230.34,223.005,NA,0,0,0,0
24,1,24,1065.5,731.75,32,12.9,230.34,223.005,NA,0,0,0,0
25,1,25,1065.5,731.75,33,7.2,230.34,223.005,NA,0,0,0,0
26,1,26,1065.5,731.75,34,12.6,230.34,223.005,NA,0,0,0,0
27,1,27,986.75,779.5,40,28.2,322.435,293.549,NA,92.096,15.349,148.77,148.77
28,1,28,986.75,779.5,41,36.4,322.435,293.549,NA,0,0,0,-148.77
29,1,29,986.75,779.5,42,44.2,322.435,293.549,NA,0,0,0,0
30,1,30,986.75,779.5,43,43.2,322.435,293.549,NA,0,0,0,0
31,1,31,986.75,779.5,44,52.2,322.435,293.549,NA,0,0,0,0
32,1,32,986.75,779.5,45,62.2,322.435,293.549,NA,0,0,0,0
33,1,33,986.75,779.5,46,60.5,322.435,293.549,NA,0,0,0,0
34,1,34,986.75,779.5,47,51.3,322.435,293.549,NA,0,0,0,0
35,1,35,986.75,779.5,48,48.9,322.435,293.549,NA,0,0,0,0
36,1,36,986.75,779.5,49,51.5,322.435,293.549,NA,0,0,0,0
37,1,37,986.75,779.5,50,50.5,322.435,293.549,NA,0,0,0,0
38,1,38,986.75,779.5,51,44.7,322.435,293.549,NA,0,0,0,0
39,1,39,986.75,779.5,52,45.4,322.435,293.549,NA,0,0,0,0
40,1,40,896.75,838,58,48.3,429.777,385.912,NA,107.342,17.89,146.976,146.976
41,1,41,896.75,838,59,53.3,429.777,385.912,NA,0,0,0,-146.976
42,1,42,896.75,838,60,53.9,429.777,385.912,NA,0,0,0,0
43,1,43,896.75,838,61,36.4,429.777,385.912,NA,0,0,0,0
44,1,44,896.75,838,62,38.4,429.777,385.912,NA,0,0,0,0
45,1,45,896.75,838,63,35.3,429.777,385.912,NA,0,0,0,0
46,1,46,896.75,838,64,39.5,429.777,385.912,NA,0,0,0,0
47,1,47,896.75,838,65,31.5,429.777,385.912,NA,0,0,0,0
48,1,48,896.75,838,66,43.5,429.777,385.912,NA,0,0,0,0
49,1,49,896.75,838,67,40.9,429.777,385.912,NA,0,0,0,0
50,1,50,896.75,838,68,37.5,429.777,385.912,NA,0,0,0,0
51,1,51,896.75,838,69,41.2,429.777,385.912,NA,0,0,0,0
52,1,52,896.75,838,70,41.2,429.777,385.912,NA,0,0,0,0
53,1,53,896.75,838,71,42.2,429.777,385.912,NA,0,0,0,0
54,1,54,896.75,838,72,43.2,429.777,385.912,NA,0,0,0,0
55,1,55,896.75,838,73,34.2,429.777,385.912,NA,0,0,0,0
56,1,56,896.75,838,74,44.2,429.777,385.912,NA,0,0,0,0
57,1,57,896.75,838,75,42.2,429.777,385.912,NA,0,0,0,0
58,2,1,1195,582.5,0,7,0,0,NA,NA,NA,NA,NA
59,2,2,1195,582.5,1,10.3,0,0,NA,0,0,0,NA
60,2,3,1195,582.5,2,5.1,0,0,NA,0,0,0,0
61,2,4,1195,582.5,3,22.2,0,0,NA,0,0,0,0
62,2,5,1195,582.5,4,17.7,0,0,NA,0,0,0,0
63,2,6,1195,582.5,5,18.8,0,0,NA,0,0,0,0
64,2,7,1195,582.5,6,25.8,0,0,NA,0,0,0,0
65,2,8,1195,582.5,7,29.3,0,0,NA,0,0,0,0
66,2,9,1195,582.5,8,30.3,0,0,NA,0,0,0,0
67,2,10,1195,582.5,9,61.5,0,0,NA,0,0,0,0
68,2,11,1195,582.5,10,57.1,0,0,NA,0,0,0,0
69,2,12,1113.5,542.5,15,25.6,90.787,90.787,NA,90.787,18.157,-153.858,-153.858
70,2,13,1113.5,542.5,16,25.6,90.787,90.787,NA,0,0,0,153.858
71,2,14,1113.5,542.5,17,22.3,90.787,90.787,NA,0,0,0,0
