Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,1278.5,195.5,0,73.3,0,0,NA,NA,NA,NA,NA
2,1,2,1278.5,195.5,1,67.6,0,0,NA,0,0,0,NA
3,1,3,1278.5,195.5,2,77.5,0,0,NA,0,0,0,0
4,1,4,1278.5,195.5,3,72.5,0,0,NA,0,0,0,0
5,1,5,1369.75,237,10,43,100.244,100.244,NA,100.244,14.321,24.456,24.456
6,1,6,1369.75,237,11,48.2,100.244,100.244,NA,0,0,0,-24.456
7,1,7,1369.75,237,12,52.2,100.244,100.244,NA,0,0,0,0
8,1,8,1369.75,237,13,59.2,100.244,100.244,NA,0,0,0,0
9,1,9,1369.75,237,14,59.2,100.244,100.244,NA,0,0,0,0
10,1,10,1369.75,237,15,53.5,100.244,100.244,NA,0,0,0,0
11,1,11,1369.75,237,16,57.2,100.244,100.244,NA,0,0,0,0
12,1,12,1369.75,237,17,58.2,100.244,100.244,NA,0,0,0,0
13,1,13,1369.75,237,18,56,100.244,100.244,NA,0,0,0,0
14,1,14,1369.75,237,19,44.6,100.244,100.244,NA,0,0,0,0
15,1,15,1372,239.25,20,46.7,103.426,103.229,NA,3.182,3.182,45,45
16,1,16,1372,239.25,21,32.9,103.426,103.229,NA,0,0,0,-45
17,1,17,1462,239.25,26,64.4,193.426,188.643,NA,90,18,0,0
18,1,18,1462,239.25,27,58.4,193.426,188.643,NA,0,0,0,0
19,1,19,1462,239.25,28,47.1,193.426,188.643,NA,0,0,0,0
20,1,20,1462,239.25,29,50,193.426,188.643,NA,0,0,0,0
21,1,21,1462,239.25,30,59.8,193.426,188.643,NA,0,0,0,0
22,1,22,1462,239.25,31,58.7,193.426,188.643,NA,0,0,0,0
23,1,23,1462,239.25,32,53.7,193.426,188.643,NA,0,0,0,0
24,1,24,1462,239.25,33,53.5,193.426,188.643,NA,0,0,0,0
25,1,25,1462,239.25,34,57.9,193.426,188.643,NA,0,0,0,0
26,1,26,1462,239.25,35,80.1,193.426,188.643,NA,0,0,0,0
27,1,27,1462,239.25,36,80.4,193.426,188.643,NA,0,0,0,0
28,1,28,1462,239.25,37,72.4,193.426,188.643,NA,0,0,0,0
29,1,29,1462,239.25,38,78.3,193.426,188.643,NA,0,0,0,0
30,1,30,1576.75,176,44,105.2,324.453,298.887,NA,131.027,21.838,-28.863,-28.863
31,1,31,1576.75,176,45,101.5,324.453,298.887,NA,0,0,0,28.863
32,1,32,1576.75,176,46,100.2,324.453,298.887,NA,0,0,0,0
33,1,33,1576.75,176,47,101.8,324.453,298.887,NA,0,0,0,0
34,1,34,1576.75,176,48,100.2,324.453,298.887,NA,0,0,0,0
35,1,35,1576.75,176,49,97.1,324.453,298.887,NA,0,0,0,0
36,1,36,1576.75,176,50,99.2,324.453,298.887,NA,0,0,0,0
37,1,37,1576.75,176,51,97.1,324.453,298.887,NA,0,0,0,0
38,1,38,1576.75,176,52,98.2,324.453,298.887,NA,0,0,0,0
39,1,39,1576.75,176,53,93.2,324.453,298.887,NA,0,0,0,0
40,1,40,1576.75,176,54,94.4,324.453,298.887,NA,0,0,0,0
41,1,41,1576.75,176,55,94.4,324.453,298.887,NA,0,0,0,0
42,1,42,1576.75,176,56,91.1,324.453,298.887,NA,0,0,0,0
43,1,43,1576.75,176,57,85.6,324.453,298.887,NA,0,0,0,0
44,1,44,1576.75,176,58,88.6,324.453,298.887,NA,0,0,0,0
45,1,45,1576.75,176,59,85.6,324.453,298.887,NA,0,0,0,0
46,1,46,1576.75,176,60,87.6,324.453,298.887,NA,0,0,0,0
47,1,47,1576.75,176,61,88.6,324.453,298.887,NA,0,0,0,0
48,1,48,1576.75,176,62,88.6,324.453,298.887,NA,0,0,0,0
49,1,49,1576.75,176,63,88.6,324.453,298.887,NA,0,0,0,0
50,1,50,1576.75,176,64,89.9,324.453,298.887,NA,0,0,0,0
51,1,51,1576.75,176,65,92.4,324.453,298.887,NA,0,0,0,0
52,1,52,1576.75,176,66,88.4,324.453,298.887,NA,0,0,0,0
53,1,53,1576.75,176,67,88.4,324.453,298.887,NA,0,0,0,0
54,1,54,1576.75,176,68,98.4,324.453,298.887,NA,0,0,0,0
