,fly,treatment,trial,iteration,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP
10,CA61,g150,1_00-00-43,1,3.3756,0.0147012990067802,34.0,,,,,,,,,,,"(410.0, 1053.5)",28.0,,,,,,,,,,,"(213.0, 970.25)",30.0,,,,,,,,,,,"(472.75, 922.5)",34.0,,,,,,,,,,,"(213.25, 867.0)",37.0,,,,,,,,,,,"(462.75, 849.25)",28.0,,,,,,,,,,,"(266.75, 737.75)"
11,CA61,g150,2_00-00-21,1,3.3756,0.0147012990067802,14.0,19.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,1.0243537993877612,0.0,1.066571813643992,18.78700674307414,"(395.25, 898.75)","(384.0, 821.75)",8.0,12.0,0.0166666666666666,0.0291666666666666,0.0458333333333333,0.6363636363636365,1.1423686316571176,0.0,1.3153664842272663,28.683811581843877,"(173.75, 798.75)","(210.75, 720.25)",9.0,12.0,0.0125,0.0416666666666666,0.0541666666666666,0.7692307692307692,1.7907073485079,0.0,0.3384975889822158,22.937011103733763,"(446.0, 801.5)","(485.25, 671.25)",15.0,19.0,0.0166666666666666,0.0291666666666666,0.0458333333333333,0.6363636363636365,1.6034752092321418,0.0,1.0944853228028537,18.528588305507288,"(160.75, 718.5)","(203.0, 604.25)",14.0,20.0,0.025,0.0375,0.0625,0.6,1.493445664553999,0.0,1.1430036310907328,20.38443954704425,"(450.5, 678.75)","(472.75, 567.5)",9.0,14.0,0.0208333333333333,0.025,0.0458333333333333,0.5454545454545455,1.10951650084965,0.0889148245570224,1.124139636639384,26.629994185492556,"(261.25, 568.75)","(270.75, 485.0)"
12,CA61,g150,2_00-00-21,1,3.3756,0.0147012990067802,26.0,31.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,1.066571813643992,0.0604126235420911,1.2258227487358213,28.34566186537245,"(397.25, 979.75)","(395.25, 898.75)",19.0,23.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.3153664842272663,0.0,1.2928824146832285,17.89951207850213,"(212.75, 890.75)","(173.75, 798.75)",22.0,25.0,0.0125,0.0333333333333333,0.0458333333333333,0.7272727272727273,0.3384975889822158,0.0,1.772892490090349,22.286128144808316,"(469.0, 813.0)","(446.0, 801.5)",26.0,29.0,0.0125,0.0416666666666666,0.0541666666666666,0.7692307692307692,1.0944853228028537,0.0,0.9528405908867056,27.74918795821169,"(182.5, 798.75)","(160.75, 718.5)",29.0,33.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.1430036310907328,0.0,0.9254645874878722,28.5842894933473,"(446.75, 765.5)","(450.5, 678.75)",20.0,26.0,0.025,0.0291666666666666,0.0541666666666666,0.5384615384615384,1.1897585831030153,0.0,1.1965479745741814,19.77473259956007,"(271.75, 653.5)","(256.0, 564.5)"
13,CA61,g150,2_00-00-21,1,3.3756,0.0147012990067802,38.0,43.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.2752000071419716,0.0032908853008,0.8991406901061674,21.21517445517452,"(408.0, 1072.25)","(399.5, 975.75)",31.0,35.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.2928824146832285,0.0,1.2084406854248233,27.380482132107115,"(192.0, 986.75)","(212.75, 890.75)",33.0,38.0,0.0208333333333333,0.0416666666666666,0.0625,0.6666666666666666,1.772892490090349,0.0,0.5325644877988807,24.21679470256716,"(476.0, 947.5)","(469.0, 813.0)",39.0,43.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,0.9528405908867056,0.0,1.309875702591096,21.324124169431173,"(210.5, 865.5)","(182.5, 798.75)",41.0,46.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,0.9254645874878722,0.0,1.0622832983666397,21.327965619829843,"(467.25, 832.75)","(446.75, 765.5)",33.0,37.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.1965479745741814,0.0,1.2478705537721544,26.216605952404105,"(259.0, 743.5)","(271.75, 653.5)"
14,CA61,g150,2_00-00-21,1,3.3756,0.0147012990067802,51.0,56.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,0.9024289169574896,0.0,0.8565410154880878,22.153891786646824,"(405.25, 1140.5)","(408.0, 1072.0)",43.0,48.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.2084406854248233,0.0,1.226471936266586,20.236731715974823,"(231.75, 1069.5)","(192.0, 986.75)",48.0,51.0,0.0125,0.0291666666666666,0.0416666666666666,0.7000000000000001,0.5325644877988807,0.0,1.3972782761008715,21.176402751540973,"(484.75, 987.0)","(476.0, 947.5)",51.0,55.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.309875702591096,0.0,1.2371803063171634,22.153891786646824,"(211.75, 965.0)","(210.5, 865.5)",54.0,58.0,0.0166666666666666,0.025,0.0416666666666666,0.6000000000000001,1.0622832983666397,0.0,0.304704703177171,20.82829982982383,"(458.75, 913.0)","(467.25, 832.75)",45.0,50.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,1.2478705537721544,0.1698874714567078,1.1908549442516008,19.56901084849357,"(256.0, 838.25)","(259.0, 743.5)"
15,CA61,g150,2_00-00-21,1,3.3756,0.0147012990067802,63.0,,,,,,,,,,,"(405.25, 1140.5)",56.0,,,,,,,,,,,"(231.75, 1069.5)",58.0,,,,,,,,,,,"(484.75, 987.0)",63.0,,,,,,,,,,,"(211.75, 965.0)",64.0,,,,,,,,,,,"(458.75, 913.0)",57.0,,,,,,,,,,,"(254.0, 825.5)"
16,CA61,g150,3_00-00-09,1,3.3756,0.0147012990067802,10.0,15.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,1.7675608225444468,0.0,1.309889421269702,26.5806730144999,"(454.75, 749.0)","(380.0, 637.0)",2.0,8.0,0.025,0.0375,0.0625,0.6,1.1521328419675407,0.0,1.536031452021121,21.29478655299108,"(282.75, 703.25)","(236.75, 628.5)",17.0,22.0,0.0208333333333333,0.0458333333333333,0.0666666666666666,0.6875,1.6232398030565498,0.0,2.380906411540467,25.6887951528977,"(493.75, 657.5)","(481.0, 534.5)",13.0,17.0,0.0166666666666666,0.0416666666666666,0.0583333333333333,0.7142857142857142,1.7241463060573323,0.0,1.197927042155461,26.39091618150766,"(213.75, 672.25)","(201.25, 541.5)",10.0,16.0,0.025,0.0458333333333333,0.0708333333333333,0.6470588235294117,1.8129277079188104,0.0,1.9109012345452452,26.495379278173125,"(438.5, 499.0)","(444.0, 361.0)",6.0,10.0,0.0166666666666666,0.0416666666666666,0.0583333333333333,0.7142857142857142,1.200163482353285,0.0,1.4289765062564923,25.119813191783383,"(228.25, 473.0)","(215.25, 382.5)"
17,CA61,g150,3_00-00-09,1,3.3756,0.0147012990067802,24.0,30.0,0.025,0.0333333333333333,0.0583333333333333,0.5714285714285714,1.309889421269702,0.0,1.319567545089278,27.135687420156174,"(484.5, 844.25)","(454.75, 749.0)",17.0,24.0,0.0291666666666666,0.0333333333333333,0.0625,0.5333333333333333,1.536031452021121,0.0,1.23434950202623,25.84493981380241,"(303.0, 818.5)","(282.75, 703.25)",33.0,38.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,2.380906411540467,0.0,1.0545700606012267,27.67888919068744,"(518.0, 837.25)","(493.75, 657.5)",27.0,31.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,1.197927042155461,0.0,1.607964884369221,26.5983736853518,"(235.0, 761.0)","(213.75, 672.25)",27.0,32.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,1.9109012345452452,0.0,1.5691391876703564,26.150936829299525,"(481.75, 638.0)","(438.5, 499.0)",20.0,24.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,1.4289765062564923,0.0,1.3892535491365998,25.777021152930818,"(258.75, 577.5)","(228.25, 473.0)"
18,CA61,g150,3_00-00-09,1,3.3756,0.0147012990067802,38.0,43.0,0.0208333333333333,0.0375,0.0583333333333333,0.6428571428571428,1.319567545089278,0.0,1.61018359656407,28.02727369787913,"(486.75, 944.75)","(484.5, 844.25)",32.0,39.0,0.0291666666666666,0.025,0.0541666666666666,0.4615384615384615,1.23434950202623,0.0,1.378783824290399,27.14448518172631,"(313.0, 912.0)","(303.0, 818.5)",47.0,51.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.0545700606012267,0.0,1.3798691029207404,25.999223061546903,"(521.75, 917.5)","(518.0, 837.25)",40.0,44.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,1.607964884369221,0.0,1.4469286776559218,29.33912683759402,"(242.75, 883.25)","(235.0, 761.0)",41.0,46.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.5691391876703564,0.0,1.45378971712781,29.08707925476765,"(484.75, 757.5)","(481.75, 638.0)",33.0,37.0,0.0166666666666666,0.0416666666666666,0.0583333333333333,0.7142857142857142,1.3892535491365998,0.0,1.8116352180933164,27.67888919068744,"(275.5, 682.0)","(258.75, 577.5)"
19,CA61,g150,3_00-00-09,1,3.3756,0.0147012990067802,52.0,,,,,,,,,,,"(486.75, 944.75)",45.0,51.0,0.025,0.025,0.05,0.5,1.378783824290399,0.0,1.6622466459467935,24.458388890765416,"(305.25, 1016.75)","(313.0, 912.0)",59.0,,,,,,,,,,,"(521.75, 917.5)",53.0,,,,,,,,,,,"(242.75, 883.25)",54.0,,,,,,,,,,,"(484.75, 757.5)",47.0,52.0,0.0208333333333333,0.0291666666666666,0.05,0.5833333333333333,1.8116352180933164,0.0,0.8690578352680959,25.999223061546903,"(273.75, 820.0)","(275.5, 682.0)"
20,CA61,g150,3_00-00-09,1,3.3756,0.0147012990067802,,,,,,,,,,,,,57.0,,,,,,,,,,,"(305.25, 1016.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,"(273.75, 820.0)"
21,CA60,g150,2_00-00-02,4,3.1511,0.0136862937242868,10.0,15.0,0.0208333333333333,0.0708333333333333,0.0916666666666666,0.7727272727272727,2.0313423923046376,0.0652238666062881,1.5379637338208323,20.86986525574266,"(338.25, 992.25)","(311.75, 1138.0)",0.0,6.0,0.025,0.0666666666666666,0.0916666666666666,0.7272727272727273,2.237324704562208,0.0,1.8167746747204316,25.4417438471622,"(493.25, 1093.75)","(404.25, 1230.5)",4.0,9.0,0.0208333333333333,0.0625,0.0833333333333333,0.75,1.9711638580905997,0.0723156445349006,1.3396992762388864,22.897951814084397,"(246.75, 1174.5)","(247.25, 1318.25)",16.0,21.0,0.0208333333333333,0.0541666666666666,0.075,0.7222222222222223,2.416276032879966,0.0,1.801473694954585,20.232639540147293,"(537.5, 1104.0)","(513.0, 1278.5)",0.0,4.0,0.0166666666666666,0.0416666666666666,0.0583333333333333,0.7142857142857142,1.2417071256473835,0.0,1.5176376927292865,29.96669439411209,"(247.75, 1338.25)","(237.75, 1428.25)",6.0,14.0,0.0333333333333333,0.0333333333333333,0.0666666666666666,0.5,1.7227475586333074,0.0411370838469755,2.107071190952014,19.90079509200453,"(455.5, 1294.25)","(424.5, 1416.0)"
22,CA60,g150,2_00-00-02,4,3.1511,0.0136862937242868,32.0,36.0,0.0166666666666666,0.05,0.0666666666666666,0.75,1.4809667597280027,0.0,1.6168416373546,24.89324728405748,"(290.0, 891.0)","(338.5, 987.5)",22.0,28.0,0.025,0.0541666666666666,0.0791666666666666,0.6842105263157895,1.8167746747204316,0.0,1.9037633466642088,24.34831168748688,"(501.25, 961.5)","(493.25, 1093.75)",24.0,30.0,0.025,0.0541666666666666,0.0791666666666666,0.6842105263157895,1.3438813648737695,0.0791436107980401,1.5831134890688223,22.48464053238799,"(253.0, 1077.0)","(252.0, 1175.0)",34.0,38.0,0.0166666666666666,0.05,0.0666666666666666,0.75,1.801473694954585,0.0184608313500728,1.9489952207324623,25.674657224192845,"(531.75, 972.75)","(537.5, 1104.0)",14.0,21.0,0.0291666666666666,0.05,0.0791666666666666,0.6315789473684211,1.5176376927292865,0.0,1.6536903043109012,19.93425309041393,"(289.5, 1235.75)","(247.75, 1338.25)",22.0,31.0,0.0375,0.05,0.0875,0.5714285714285715,2.1112834320024363,0.0,1.9303831980449289,23.040098190923047,"(469.75, 1141.25)","(452.5, 1294.25)"
23,CA60,g150,2_00-00-02,4,3.1511,0.0136862937242868,48.0,52.0,0.0166666666666666,0.0625,0.0791666666666666,0.7894736842105263,1.6168416373546,0.0,1.4151163486943914,24.710798052850866,"(207.0, 807.25)","(290.0, 891.0)",41.0,45.0,0.0166666666666666,0.0458333333333333,0.0625,0.7333333333333333,1.9037633466642088,0.0,1.777378052467655,27.11360699260145,"(471.0, 826.0)","(501.25, 961.5)",43.0,47.0,0.0166666666666666,0.0541666666666666,0.0708333333333333,0.7647058823529412,1.5907668894534084,0.0583782745664713,1.1705510444536318,25.163982213555023,"(234.75, 963.0)","(258.75, 1076.5)",50.0,56.0,0.025,0.025,0.05,0.5,1.9636495151822595,0.023996632244069,1.017871542867478,24.95875771081798,"(493.0, 836.0)","(531.25, 974.0)",33.0,40.0,0.0291666666666666,0.0375,0.0666666666666666,0.5625,1.6536903043109012,0.0,1.5704695001361115,25.53483208995061,"(301.5, 1115.75)","(289.5, 1235.75)",43.0,49.0,0.025,0.0416666666666666,0.0666666666666666,0.625,1.9303831980449289,0.0598690236269914,0.7329462338993804,25.34546007435108,"(472.5, 1000.5)","(469.75, 1141.25)"
24,CA60,g150,2_00-00-02,4,3.1511,0.0136862937242868,67.0,,,,,,,,,,,"(207.0, 807.25)",56.0,60.0,0.0166666666666666,0.05,0.0666666666666666,0.75,1.777378052467655,0.0,1.0526972701101034,18.872127602820456,"(395.0, 721.0)","(471.0, 826.0)",60.0,64.0,0.0166666666666666,0.0458333333333333,0.0625,0.7333333333333333,1.200321239488556,0.0,1.032470009563059,18.36203452530668,"(188.5, 891.25)","(239.0, 962.75)",62.0,,,,,,,,,,,"(493.0, 837.75)",49.0,59.0,0.0416666666666666,0.0416666666666666,0.0833333333333333,0.5,1.5704695001361115,0.0,1.1277166718104406,24.03208580918928,"(290.5, 1001.75)","(301.5, 1115.75)",59.0,63.0,0.0166666666666666,0.025,0.0416666666666666,0.6000000000000001,0.7226199730394742,0.1028427096174388,1.4824617948679235,22.82422432466444,"(449.5, 952.25)","(468.25, 1001.5)"
25,CA60,g150,2_00-00-02,4,3.1511,0.0136862937242868,,,,,,,,,,,,,72.0,,,,,,,,,,,"(395.0, 721.0)",75.0,,,,,,,,,,,"(188.5, 891.25)",,,,,,,,,,,,,69.0,,,,,,,,,,,"(290.5, 1001.75)",69.0,,,,,,,,,,,"(449.5, 944.75)"
26,CA60,g150,2_00-00-18,4,3.1511,0.0136862937242868,10.0,15.0,0.0208333333333333,0.0458333333333333,0.0666666666666666,0.6875,1.485132575700148,0.0,1.8790408582318887,27.755513307784486,"(443.25, 951.5)","(422.75, 846.0)",3.0,7.0,0.0166666666666666,0.0458333333333333,0.0625,0.7333333333333333,1.875369303988161,0.0,1.5545953146570008,25.752222895617788,"(265.0, 878.75)","(242.0, 745.0)",6.0,10.0,0.0166666666666666,0.0333333333333333,0.05,0.6666666666666666,1.315756982240316,0.1020732546226351,1.691900045461325,23.22598055439164,"(502.75, 802.5)","(483.5, 709.25)",11.0,15.0,0.0166666666666666,0.0375,0.0541666666666666,0.6923076923076923,2.3829266266914457,0.0739328724327851,1.8214722197394504,30.70193409120618,"(222.25, 812.0)","(242.5, 640.75)",1.0,4.0,0.0125,0.0416666666666666,0.0541666666666666,0.7692307692307692,0.4043571475704655,0.0,1.1750148793098656,22.838320555667654,"(474.25, 647.0)","(482.75, 619.0)",3.0,8.0,0.0208333333333333,0.0333333333333333,0.0541666666666666,0.6153846153846153,1.809438668267808,0.1868391039863963,2.0174867172468947,24.92873825457982,"(312.5, 656.25)","(323.25, 525.75)"
