total_ID,phidiff
CA62_glass_4_1_00-00-06,0.8727515449365147
CA62_glass_4_1_00-00-06,0.7956769834991538
CA62_glass_4_1_00-00-06,0.7956769834991538
CA62_glass_4_1_00-00-06,0.8090027697539716
CA62_glass_4_1_00-00-06,0.7956769834991538
CA62_glass_4_1_00-00-06,0.8797041942426195
CA62_glass_4_1_00-00-39,0.8727515449365147
CA62_glass_4_1_00-00-39,0.7956769834991538
CA62_glass_4_1_00-00-39,0.7956769834991538
CA62_glass_4_1_00-00-39,0.8090027697539716
CA62_glass_4_1_00-00-39,0.7956769834991538
CA62_glass_4_1_00-00-39,0.8797041942426195
CA62_glass_4_1_00-00-39,0.7642176384809449
CA62_glass_4_1_00-00-39,0.8120769224801606
CA62_glass_4_1_00-00-39,0.8120769224801606
CA62_glass_4_1_00-00-39,0.4082924388575535
CA62_glass_4_1_00-00-39,0.8120769224801606
CA62_glass_4_1_00-00-39,0.6282754961979125
CA62_glass_4_2_00-02-09,0.8727515449365147
CA62_glass_4_2_00-02-09,0.7956769834991538
CA62_glass_4_2_00-02-09,0.7956769834991538
CA62_glass_4_2_00-02-09,0.8090027697539716
CA62_glass_4_2_00-02-09,0.7956769834991538
CA62_glass_4_2_00-02-09,0.8797041942426195
CA62_glass_4_2_00-02-09,0.7642176384809449
CA62_glass_4_2_00-02-09,0.8120769224801606
CA62_glass_4_2_00-02-09,0.8120769224801606
CA62_glass_4_2_00-02-09,0.4082924388575535
CA62_glass_4_2_00-02-09,0.8120769224801606
CA62_glass_4_2_00-02-09,0.6282754961979125
CA62_glass_4_2_00-02-09,0.8297771913374148
CA62_glass_4_2_00-02-09,0.8325379779454994
CA62_glass_4_2_00-02-09,0.8325379779454994
CA62_glass_4_2_00-02-09,0.5347123324726074
CA62_glass_4_2_00-02-09,0.8325379779454994
CA62_glass_4_2_00-02-09,0.5030037112046716
CA58_glass_2_1_00-01-44,0.8727515449365147
CA58_glass_2_1_00-01-44,0.7956769834991538
CA58_glass_2_1_00-01-44,0.7956769834991538
CA58_glass_2_1_00-01-44,0.8090027697539716
CA58_glass_2_1_00-01-44,0.7956769834991538
CA58_glass_2_1_00-01-44,0.8797041942426195
CA58_glass_2_1_00-01-44,0.7642176384809449
CA58_glass_2_1_00-01-44,0.8120769224801606
CA58_glass_2_1_00-01-44,0.8120769224801606
CA58_glass_2_1_00-01-44,0.4082924388575535
CA58_glass_2_1_00-01-44,0.8120769224801606
CA58_glass_2_1_00-01-44,0.6282754961979125
CA58_glass_2_1_00-01-44,0.8297771913374148
CA58_glass_2_1_00-01-44,0.8325379779454994
CA58_glass_2_1_00-01-44,0.8325379779454994
CA58_glass_2_1_00-01-44,0.5347123324726074
CA58_glass_2_1_00-01-44,0.8325379779454994
CA58_glass_2_1_00-01-44,0.5030037112046716
CA58_glass_2_1_00-01-44,0.7638474543527638
CA58_glass_2_1_00-01-44,0.5862029900895023
CA58_glass_2_1_00-01-44,0.5862029900895023
CA58_glass_2_1_00-01-44,0.5037295380021513
CA58_glass_2_1_00-01-44,0.5862029900895023
CA58_glass_2_1_00-01-44,0.4991681075992073
CA58_glass_2_1_00-02-43,0.8727515449365147
CA58_glass_2_1_00-02-43,0.7956769834991538
CA58_glass_2_1_00-02-43,0.7956769834991538
CA58_glass_2_1_00-02-43,0.8090027697539716
CA58_glass_2_1_00-02-43,0.7956769834991538
CA58_glass_2_1_00-02-43,0.8797041942426195
CA58_glass_2_1_00-02-43,0.7642176384809449
CA58_glass_2_1_00-02-43,0.8120769224801606
CA58_glass_2_1_00-02-43,0.8120769224801606
CA58_glass_2_1_00-02-43,0.4082924388575535
CA58_glass_2_1_00-02-43,0.8120769224801606
CA58_glass_2_1_00-02-43,0.6282754961979125
CA58_glass_2_1_00-02-43,0.8297771913374148
CA58_glass_2_1_00-02-43,0.8325379779454994
CA58_glass_2_1_00-02-43,0.8325379779454994
CA58_glass_2_1_00-02-43,0.5347123324726074
CA58_glass_2_1_00-02-43,0.8325379779454994
CA58_glass_2_1_00-02-43,0.5030037112046716
CA58_glass_2_1_00-02-43,0.7638474543527638
CA58_glass_2_1_00-02-43,0.5862029900895023
CA58_glass_2_1_00-02-43,0.5862029900895023
CA58_glass_2_1_00-02-43,0.5037295380021513
CA58_glass_2_1_00-02-43,0.5862029900895023
CA58_glass_2_1_00-02-43,0.4991681075992073
CA58_glass_2_1_00-02-43,0.8190151950799939
CA58_glass_2_1_00-02-43,0.7390500302351617
CA58_glass_2_1_00-02-43,0.7390500302351617
CA58_glass_2_1_00-02-43,0.6771045877788493
CA58_glass_2_1_00-02-43,0.7390500302351617
CA58_glass_2_1_00-02-43,0.5750211653487434
CA58_glass_2_1_00-02-48,0.8727515449365147
CA58_glass_2_1_00-02-48,0.7956769834991538
CA58_glass_2_1_00-02-48,0.7956769834991538
CA58_glass_2_1_00-02-48,0.8090027697539716
CA58_glass_2_1_00-02-48,0.7956769834991538
CA58_glass_2_1_00-02-48,0.8797041942426195
CA58_glass_2_1_00-02-48,0.7642176384809449
CA58_glass_2_1_00-02-48,0.8120769224801606
CA58_glass_2_1_00-02-48,0.8120769224801606
CA58_glass_2_1_00-02-48,0.4082924388575535
CA58_glass_2_1_00-02-48,0.8120769224801606
CA58_glass_2_1_00-02-48,0.6282754961979125
CA58_glass_2_1_00-02-48,0.8297771913374148
CA58_glass_2_1_00-02-48,0.8325379779454994
CA58_glass_2_1_00-02-48,0.8325379779454994
CA58_glass_2_1_00-02-48,0.5347123324726074
CA58_glass_2_1_00-02-48,0.8325379779454994
CA58_glass_2_1_00-02-48,0.5030037112046716
CA58_glass_2_1_00-02-48,0.7638474543527638
CA58_glass_2_1_00-02-48,0.5862029900895023
CA58_glass_2_1_00-02-48,0.5862029900895023
CA58_glass_2_1_00-02-48,0.5037295380021513
CA58_glass_2_1_00-02-48,0.5862029900895023
CA58_glass_2_1_00-02-48,0.4991681075992073
CA58_glass_2_1_00-02-48,0.8190151950799939
CA58_glass_2_1_00-02-48,0.7390500302351617
CA58_glass_2_1_00-02-48,0.7390500302351617
CA58_glass_2_1_00-02-48,0.6771045877788493
CA58_glass_2_1_00-02-48,0.7390500302351617
CA58_glass_2_1_00-02-48,0.5750211653487434
CA58_glass_2_1_00-02-48,0.7748424848391207
CA58_glass_2_1_00-02-48,0.5749611993402406
CA58_glass_2_1_00-02-48,0.5749611993402406
CA58_glass_2_1_00-02-48,0.4348181636665176
CA58_glass_2_1_00-02-48,0.5749611993402406
CA58_glass_2_1_00-02-48,0.4758083000771817
CA58_glass_2_2_00-02-50,0.8727515449365147
CA58_glass_2_2_00-02-50,0.7956769834991538
CA58_glass_2_2_00-02-50,0.7956769834991538
CA58_glass_2_2_00-02-50,0.8090027697539716
CA58_glass_2_2_00-02-50,0.7956769834991538
CA58_glass_2_2_00-02-50,0.8797041942426195
CA58_glass_2_2_00-02-50,0.7642176384809449
CA58_glass_2_2_00-02-50,0.8120769224801606
CA58_glass_2_2_00-02-50,0.8120769224801606
CA58_glass_2_2_00-02-50,0.4082924388575535
CA58_glass_2_2_00-02-50,0.8120769224801606
CA58_glass_2_2_00-02-50,0.6282754961979125
CA58_glass_2_2_00-02-50,0.8297771913374148
CA58_glass_2_2_00-02-50,0.8325379779454994
CA58_glass_2_2_00-02-50,0.8325379779454994
CA58_glass_2_2_00-02-50,0.5347123324726074
CA58_glass_2_2_00-02-50,0.8325379779454994
CA58_glass_2_2_00-02-50,0.5030037112046716
CA58_glass_2_2_00-02-50,0.7638474543527638
CA58_glass_2_2_00-02-50,0.5862029900895023
CA58_glass_2_2_00-02-50,0.5862029900895023
CA58_glass_2_2_00-02-50,0.5037295380021513
CA58_glass_2_2_00-02-50,0.5862029900895023
CA58_glass_2_2_00-02-50,0.4991681075992073
CA58_glass_2_2_00-02-50,0.8190151950799939
CA58_glass_2_2_00-02-50,0.7390500302351617
CA58_glass_2_2_00-02-50,0.7390500302351617
CA58_glass_2_2_00-02-50,0.6771045877788493
CA58_glass_2_2_00-02-50,0.7390500302351617
CA58_glass_2_2_00-02-50,0.5750211653487434
CA58_glass_2_2_00-02-50,0.7748424848391207
CA58_glass_2_2_00-02-50,0.5749611993402406
CA58_glass_2_2_00-02-50,0.5749611993402406
CA58_glass_2_2_00-02-50,0.4348181636665176
CA58_glass_2_2_00-02-50,0.5749611993402406
CA58_glass_2_2_00-02-50,0.4758083000771817
CA58_glass_2_2_00-02-50,0.7456646548781938
CA58_glass_2_2_00-02-50,0.5693571558513426
CA58_glass_2_2_00-02-50,0.5693571558513426
CA58_glass_2_2_00-02-50,0.5116029056481178
CA58_glass_2_2_00-02-50,0.5693571558513426
CA58_glass_2_2_00-02-50,0.4677019396950503
CA58_glass_2_2_00-02-54,0.8727515449365147
CA58_glass_2_2_00-02-54,0.7956769834991538
CA58_glass_2_2_00-02-54,0.7956769834991538
CA58_glass_2_2_00-02-54,0.8090027697539716
CA58_glass_2_2_00-02-54,0.7956769834991538
CA58_glass_2_2_00-02-54,0.8797041942426195
CA58_glass_2_2_00-02-54,0.7642176384809449
CA58_glass_2_2_00-02-54,0.8120769224801606
CA58_glass_2_2_00-02-54,0.8120769224801606
CA58_glass_2_2_00-02-54,0.4082924388575535
CA58_glass_2_2_00-02-54,0.8120769224801606
CA58_glass_2_2_00-02-54,0.6282754961979125
CA58_glass_2_2_00-02-54,0.8297771913374148
CA58_glass_2_2_00-02-54,0.8325379779454994
CA58_glass_2_2_00-02-54,0.8325379779454994
CA58_glass_2_2_00-02-54,0.5347123324726074
CA58_glass_2_2_00-02-54,0.8325379779454994
CA58_glass_2_2_00-02-54,0.5030037112046716
CA58_glass_2_2_00-02-54,0.7638474543527638
CA58_glass_2_2_00-02-54,0.5862029900895023
CA58_glass_2_2_00-02-54,0.5862029900895023
CA58_glass_2_2_00-02-54,0.5037295380021513
CA58_glass_2_2_00-02-54,0.5862029900895023
CA58_glass_2_2_00-02-54,0.4991681075992073
CA58_glass_2_2_00-02-54,0.8190151950799939
CA58_glass_2_2_00-02-54,0.7390500302351617
CA58_glass_2_2_00-02-54,0.7390500302351617
CA58_glass_2_2_00-02-54,0.6771045877788493
CA58_glass_2_2_00-02-54,0.7390500302351617
CA58_glass_2_2_00-02-54,0.5750211653487434
CA58_glass_2_2_00-02-54,0.7748424848391207
CA58_glass_2_2_00-02-54,0.5749611993402406
CA58_glass_2_2_00-02-54,0.5749611993402406
CA58_glass_2_2_00-02-54,0.4348181636665176
CA58_glass_2_2_00-02-54,0.5749611993402406
CA58_glass_2_2_00-02-54,0.4758083000771817
CA58_glass_2_2_00-02-54,0.7456646548781938
